id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
34,以下關於急性膽囊炎(acute cholecystitis)的敘述，何者最不適當？,前列腺素(prostaglandin)的釋放與發炎有關,約90%為急性結石性膽囊炎，因膽囊頸部或膽囊管阻塞造成,急性非結石性膽囊炎主要的風險因子包括敗血症及喝酒,急性非結石性膽囊炎主要與缺血有關,C,急性非結石性膽囊炎主要的風險因子與喝酒無關,病理學V1 肝膽胰病理學 韋又菁老師,急性膽囊炎是一種常見的膽囊疾病，通常由膽結石引起。然而，急性非結石性膽囊炎的風險因子主要包括敗血症、重症疾病和手術等，而與喝酒並無直接關聯。因此，選項C的敘述最不適當。了解急性膽囊炎的病因及風險因子對於臨床診斷和治療至關重要，因為這可以幫助醫生制定適當的治療計劃，並預防潛在的併發症。
35,以下關於胰腺癌(pancreatic carcinoma)的敘述，何者最不恰當？,大部分的胰腺癌(pancreatic carcinoma)發生在胰臟頭部(pancreatic head),遺傳性胰腺炎(hereditary pancreatitis)有PRSS1-mutations 者，其罹患胰腺癌(pancreatic carcinoma)的風險較高，lifetime risk 可達40%,Serous cystic neoplasm 可能為其precursor lesion,最強的環境因子(environmental influence)是吸菸,C,Serous cystic neoplasm 幾乎是良性的，Mucinous cystic neoplasm 才可能伴隨癌症在附近,病理學V1 肝膽胰病理學 韋又菁老師,胰腺癌是一種致命性極高的癌症，通常在胰臟頭部發生。雖然遺傳性胰腺炎的患者有較高的胰腺癌風險，但Serous cystic neoplasm通常被認為是良性的，並不會轉變為癌症。因此，選項C的敘述最不恰當。了解不同腫瘤類型的特徵及其潛在的惡性轉化風險對於臨床診斷和治療至關重要，因為這有助於醫生制定適當的監測和治療計劃。
36,有⼀位長期酗酒的55 歲男性，酒後因上腹痛且反射到後背來急診，病⼈血清消化酶(amylase)及脂肪酶(lipase)升高，且有低血鈣情形，則病人最有可能出現下列何種病理變化？,胃潰瘍穿孔,肝臟大塊性壞死,心臟廣泛性壞死,胰臟出血性壞死,D,酗酒、上腹痛且反射至背部、Amylase 及Lipase 升高皆為急性胰臟炎的典型臨床表現。低血鈣是因為脂肪壞死引發「皂化反應」消耗了鈣離子。嚴重時病理變化會進展為胰臟的出血性壞死。,病理學V2 肝膽胰病理學(II) 韋又菁,這位55歲男性的臨床表現符合急性胰臟炎的典型症狀，包括上腹痛、背痛及血清消化酶升高。酗酒是急性胰臟炎的主要風險因子之一，並且低血鈣的情況通常與脂肪壞死有關，這是由於脂肪組織的壞死引發皂化反應，消耗了鈣離子。這些因素共同導致了胰臟的出血性壞死，這是一種嚴重的病理變化，可能需要緊急醫療介入。
37,"以下關於""Circulatory disorder of liver""的敘述，何者最不適當？",Nutmeg Liver 與systemic circulatory compromise 有關，其病理特徵是portal hemorrhagic necrosis,Hepatic vein thrombosis 會造成Budd-Chiari syndrome，臨床症狀通常與increased hepatic blood pressure 有關,Portal vein obstruction 的病人，臨床表現是門靜脈高壓(portal hypertension)，可能會有腹水(ascites)與食道靜脈曲張(esophageal varices),Impaired blood flow through the liver 最常見之原因是liver cirrhosis，可能會引發肝衰竭,A,Nutmeg Liver(荳蔻肝)是右心衰竭等系統性循環受損造成的被動性鬱血，其病理特徵是發生在「小葉中心(centrilobular)」的出血性壞死，而非門脈區(portal),病理學V2 肝膽胰病理學(II) 韋又菁,Nutmeg Liver是一種由於右心衰竭等系統性循環問題引起的肝臟病變，其特徵是小葉中心的出血性壞死，而不是門脈區的壞死。因此，選項A的敘述最不適當。了解肝臟的循環障礙及其病理特徵對於診斷和治療肝臟疾病至關重要，因為這有助於醫生制定適當的治療計劃，並預防潛在的併發症。
38,"以下關於""肝臟腫瘤或結節(hepatic tumor and nodule)""的敘述，何者最不適當？",Von Meyenburg complex 是一種hamartoma，不會惡性變化,最常見的肝臟腫瘤是轉移癌症而最常見的原發肝臟惡性腫瘤是hepatocellular carcinoma,最常見的良性肝臟腫瘤是hepatocellular adenoma 而最常見的原發肝臟淋巴癌是diffuse large B-cell lymphoma,局部結節性增生(focal nodular hyperplasia)通常中央會有星狀的纖維化區域,C,肝臟最常見的良性腫瘤是「海綿狀血管瘤(Cavernous hemangioma)」。,病理學V2 肝膽胰病理學(II) 韋又菁,在肝臟腫瘤的分類中，最常見的良性腫瘤是海綿狀血管瘤，而不是肝細胞腺瘤。此外，最常見的原發肝臟惡性腫瘤是肝細胞癌，而不是淋巴癌。因此，選項C的敘述最不適當。了解不同類型的肝臟腫瘤及其特徵對於臨床診斷和治療至關重要，因為這有助於醫生制定適當的監測和治療計劃。
39,以下關於hepatocellular adenoma 的敘述，何者最不適當？,beta-catenin activated adenoma 在所有hepatocellular adenoma 型別中，惡性化風險(risk for malignant transformation)最低,與 maturity onset diabetes of the young type 3(MODY-3)有關的是HNF1-alpha inactivated hepatocellular adenoma,為良性肝細胞的增生,gp130 的突變出現在inflammatory type adenoma,A,β-catenin activated 亞型惡性轉化成HCC 的風險是所有型別中最高,病理學V2 肝膽胰病理學(II) 韋又菁,Hepatocellular adenoma是一種良性肝腫瘤，但其不同亞型的惡性轉化風險各異。特別是beta-catenin activated adenoma的惡性轉化風險是所有型別中最高，因此選項A的敘述最不適當。了解這些亞型的特徵及其潛在的惡性轉化風險對於臨床診斷和治療至關重要，因為這有助於醫生制定適當的監測和治療計劃，以降低患者的風險。
40,一名 20 歲的女性有Sjogren syndrome 的病史，她從4 個月前開始出現全身性的瘙癢症，抽血發現血清中鹼性磷酸酶和抗粒線體抗體有升高的情形，肝臟切片發現有中小型膽管的非浸潤性肉芽腫破壞，她最有可能是下列何者？,威爾森氏症,原發性硬化性膽管炎,自體免疫性肝炎,原發性膽汁性膽管炎,D,女性、搔癢、鹼性磷酸酶升高、AMA 陽性及肉芽腫破壞肝內小膽管，是典型PBC 特徵(好發中年女性，也可能與Sjogren syndrome 共病),病理學V1 肝膽胰病理學,這道題目涉及Sjogren syndrome患者的肝臟病變，特別是原發性膽汁性膽管炎（PBC）。PBC是一種自體免疫性疾病，主要影響肝臟的膽管，導致膽管的破壞和膽汁淤積。患者通常會出現瘙癢、鹼性磷酸酶升高及抗粒線體抗體陽性。這些特徵在本題中均有提及，並且與Sjogren syndrome的共病關聯性也被強調。正確答案D反映了這些典型的臨床和實驗室特徵，顯示出PBC的診斷是合理的。
41,下列關於酒精性肝病和非酒精性脂肪性肝病的敘述，何者最不恰當？,兩者都可能見到脂肪變性,在酒精性肝病中可見到Chicken wire fence pattern 的纖維化，並首先出現在門靜脈區域,NAFLD 與代謝性疾病、第二型糖尿病有關,兩者都可能見到Mallory hyaline,B,酒精性肝病產生的Chicken wire fence pattern 纖維化是從最容易缺氧的central vein 開始發生，之後才往外蔓延,病理學V1 肝膽胰病理學,這道題目探討酒精性肝病與非酒精性脂肪性肝病（NAFLD）之間的差異。選項B提到的Chicken wire fence pattern纖維化是酒精性肝病的特徵，但其實這種纖維化是從肝臟的中央靜脈開始，而不是門靜脈區域。這一點是錯誤的，因此選項B是最不恰當的。其他選項均正確地描述了這兩種肝病的特徵，顯示出它們在病理學上的相似性和差異性。
42,"以下關於""Inherited liver disease""的敘述，何者最不適當？",Hemochromatosis 是鐵代謝的疾病，病人可能會發生肝硬化與肝癌,Hemochromatosis 病人的肝臟切片可見Golden-yellow hemosiderin granules，並引發大量的免疫細胞與發炎反應來破壞肝臟組織,Wilson disease 是銅代謝的疾病，病人血清中轉銅素會下降,a1-antitrypsin deficiency 病人的肝臟切片可見round-to-oval cytoplasmic globular inclusion，染色特徵是Periodic acid-Schiff stain-positive and diastase-resistant,B,沉積的鐵離子是「直接肝毒素」，缺乏發炎反應，直接導致細胞損傷,病理學V1 肝膽胰病理學,這道題目涉及遺傳性肝病的幾種主要類型。選項B提到Hemochromatosis病人的肝臟切片會引發大量的免疫細胞與發炎反應，這是不正確的。Hemochromatosis的主要問題是鐵的過度沉積，這些沉積物本身並不引起明顯的免疫反應，而是直接造成肝細胞的損傷。其他選項正確地描述了各種遺傳性肝病的特徵，顯示出這些疾病的病理機制和臨床表現。
43,以下關於「病毒性肝炎」的敘述，何者最不適當？,臨床上使用Anti-HCV antibody 做為C 型肝炎感染的篩檢工具,急性E 型肝炎之致死率，在懷孕婦女會比較高,B 型肝炎的健康帶原者，其血清表現為HbsAg(+)、anti-HBe(-)和HBeAg(+),D 型肝炎病毒 是一種有缺陷的病毒，B 型肝炎病毒對肝細胞中HDV 的複製至關重要,C,(C) 錯誤。B 型肝炎「健康帶原者」定義為HBsAg(+)與anti-HBe(+)，但HBeAg 必須為陰性。HBeAg(+)代表病毒正活躍複製，非健康帶原狀態,病理學V1 肝膽胰病理學,這道題目探討病毒性肝炎的不同類型及其特徵。選項C描述的健康帶原者的定義是錯誤的，因為健康帶原者的標準是HBsAg陽性且anti-HBe陽性，而HBeAg應為陰性。這一點非常重要，因為HBeAg陽性表示病毒活躍複製，並不符合健康帶原者的定義。其他選項正確地描述了病毒性肝炎的篩檢和致死率等特徵，顯示出對這些疾病的理解。
44,以下關於”自體免疫性肝炎 (autoimmune hepatitis)”的敘述，何者最不適當？,第一型自體免疫性肝炎 病患之血清可見antinuclear antibodies 與 anti-smooth muscle antibodies,自體免疫性肝炎病患血清中的IgG 通常會上升,自體免疫性肝炎病患之肝臟切片中，在interface 可見主要浸潤的發炎細胞類型是漿細胞,自體免疫性肝炎病患血清中的autoantibodies level 越高，代表疾病越嚴重，預後越不好,D,(D) 錯誤，血清中自體免疫抗體 效價的高低，僅作為診斷標準，與疾病嚴重程度及預後無直接關聯,病理學V1 肝膽胰病理學,這道題目涉及自體免疫性肝炎的特徵。選項D的說法是錯誤的，因為自體免疫抗體的水平並不直接反映疾病的嚴重程度或預後。這些抗體主要用於診斷，而不是評估疾病的進展。其他選項正確地描述了自體免疫性肝炎的特徵，包括抗體的存在和肝臟切片中的細胞浸潤，顯示出對該疾病的理解。
45,以下關於”慢性肝衰竭 病人表現”的敘述，何者最不適當？,病人皮膚會癢與cholestasis 有關,女性病人因hyperestrogenemia 出現經血過多 的症狀,男性病人因hyperestrogenemia 而出現性腺低下 與男性女乳症,病人因portal hypertension 出現腹水與portosystemic venous shunts，可能出現痔瘡,B,(B) 錯誤。慢性肝衰竭造成女性性腺功能低下，臨床表現為月經減少或停經，而非經血過多,病理學V1 肝膽胰病理學,這道題目探討慢性肝衰竭患者的臨床表現。選項B的說法是錯誤的，因為慢性肝衰竭會導致女性性腺功能低下，通常表現為月經減少或停經，而不是經血過多。其他選項正確地描述了慢性肝衰竭的其他表現，如皮膚癢、男性女乳症和因門脈高壓引起的腹水和痔瘡，顯示出對該病症的理解。
46,20 歲男性接受大腸鏡檢查時被發現結腸中布滿數以千計的瘜肉，後續證實為家族性腺瘤性息肉病。關於此病的描述，下列何者錯誤？,此病相關的大腸腫瘤大多屬微衛星體不穩定途徑,患者常見APC 基因突變,若未治療，超過90%病人終將發生大腸癌,常見β-catenin 訊息傳遞途徑不正常活化,A,(A) 錯誤。家族性腺瘤性息肉病 主要走的是染色體不穩定途徑。微衛星體不穩定 主要是與Lynch Syndrome 相關,病理學V3 消化道病理學,這道題目探討家族性腺瘤性息肉病（FAP）的特徵。選項A的說法是錯誤的，因為FAP主要涉及染色體不穩定途徑，而微衛星體不穩定（MSI）則主要與Lynch Syndrome相關。FAP患者通常會有APC基因的突變，這會導致β-catenin的異常活化，並且如果不進行治療，幾乎所有患者都會發展成大腸癌。其他選項正確地描述了FAP的病理機制和風險。
47,一位73 歲男性因吞嚥困難就醫，內視鏡檢查在食道中間三分之一處發現一個約4 公分的潰瘍性腫塊，切片顯示腫瘤由可見角質化的異型鱗狀細胞團塊組成，浸潤至黏膜下層。此病變最可能的顯微鏡特徵描述為何？,由良性平滑肌細胞構成的腫塊,角質化細胞團塊浸潤,不規則腺體構造向下浸潤,由壞死與肉芽組織聚集形成的腫塊,B,(B) 正確，病理切片見「角質化的異型鱗狀細胞團塊浸潤」，為食道鱗狀上皮細胞癌 最典型的顯微鏡特徵,病理學V3 消化道病理學,這道題目涉及食道腫瘤的病理特徵。選項B正確地描述了腫瘤的顯微鏡特徵，即角質化的異型鱗狀細胞團塊的浸潤，這是食道鱗狀細胞癌（SCC）的典型特徵。其他選項描述的特徵不符合SCC的病理特徵，例如良性平滑肌細胞腫塊或不規則腺體構造，這些通常與其他類型的腫瘤相關。
48,37 歲男性長期酗酒，近年常有噁心與嘔吐。某晚大量飲酒後出現劇烈嘔吐，隨後大量吐血。急診檢查顯示心音規則、心肺無雜音，腹部柔軟無壓痛，糞便潛血陰性。最符合的診斷為何？,Mallory-Weiss 症候群,食道鱗狀細胞癌,Barrett 食道,食道狹窄,A,(A) 正確，此為Mallory-Weiss 症候群典型表現：酗酒者在「劇烈嘔吐」後，腹內壓與胃內壓急遽上升，造成食道與胃交界處黏膜撕裂而「大量吐血」。因屬急性撕裂，腹部觸診柔軟，初期糞便潛血多為陰性,病理學V3 消化道病理學,這道題目探討Mallory-Weiss症候群的臨床特徵。該症候群通常發生在酗酒者中，因劇烈嘔吐導致食道與胃交界處的黏膜撕裂，造成大量吐血。患者的腹部檢查通常柔軟，且糞便潛血可能在初期為陰性，這些特徵符合Mallory-Weiss症候群的典型表現。其他選項如食道癌或狹窄通常會有不同的臨床表現，如漸進性吞嚥困難。
49,一位4 週大的男嬰因餵食後反覆嘔吐就醫，嘔吐物為凝乳狀、不含膽汁，且呈噴射性；體檢在上腹部可觸及一腫塊。最可能的診斷為何？,食道失弛症,幽門狹窄,環狀胰臟,小腸閉鎖,B,(B) 正確，嬰兒肥厚性幽門狹窄 典型發生於出生數週大的男嬰，特徵為餵食後出現「不含膽汁的噴射性嘔吐」，且上腹部可觸摸到「橄欖大小腫塊」,病理學V3 消化道病理學,這道題目涉及嬰兒肥厚性幽門狹窄（HPS）的診斷。HPS通常發生在出生後幾週的男嬰中，特徵是餵食後出現噴射性嘔吐，且嘔吐物不含膽汁。體檢中可觸及上腹部的橄欖大小腫塊，這是HPS的典型表現。其他選項如食道失弛症或小腸閉鎖通常會有不同的臨床表現，且嘔吐物可能含有膽汁。
50,關於Crohn 病(Crohn disease)的描述，下列何者最正確？,好發於小腸與右半結腸,常呈連續性病灶，無跳躍現象,病理變化多為表淺性潰瘍，侷限於黏膜層,腸壁纖維化並非常見併發症,A,(A) 正確：Crohn's disease 好發於右半結腸，如末端迴腸、迴盲瓣或盲腸 (B) 典型特徵為「跳躍性病灶」；連續性病灶為潰瘍性結腸炎(UC)的特徵 (C) 屬於「全壁性發炎 (transmural)」，常產生裂隙與瘻管；表淺也是UC (D) 腸壁反覆發炎增厚，最終造成「腸壁纖維化」是常見的併發症,病理學 V4 消化道病理學II 馬佑鈞,Crohn病是一種慢性炎症性腸病，主要影響消化道的任何部分，最常見於小腸和右半結腸。其特徵是病變呈現跳躍性，這意味著在腸道中會有健康的區域與病變區域交替出現。這與潰瘍性結腸炎不同，後者通常呈現連續性病灶。Crohn病的病理變化通常涉及全壁性發炎，並可能導致腸道的纖維化和狹窄，這是其常見的併發症之一。因此，選項A是正確的描述。
51,"腸胃道基質瘤(gastrointestinal stromal tumor, GIST)常見於中老年人，免疫染色多表現KIT 陽性。此類腫瘤最常見的驅動基因突變為下列何者？",PDGFRA,NF1,SDH,c-KIT,D,(D)正確：c-KIT (CD117)突變是最常見的驅動基因，佔GIST 病例約75-80% (A) PDGFRA 是第二常見的突變 (約佔8%) (B)(C) NF1 與SDH 突變佔比極低，通常見於特定症候群(如Carney triad)或兒童/年輕患者,病理學 V3 消化道病理學I 馬佑鈞,腸胃道基質瘤（GIST）是一種起源於腸道間質細胞的腫瘤，最常見於中老年人。這類腫瘤的主要驅動基因突變是c-KIT（CD117），其突變在GIST病例中佔據了約75-80%的比例。PDGFRA突變是第二常見的，佔約8%。NF1和SDH突變則相對少見，通常與特定的遺傳症候群相關。了解這些基因突變對於GIST的診斷和治療具有重要意義。
52,一位病患因上腹痛接受闌尾切除術，病理報告顯示闌尾黏膜被低度異型的黏液性上皮取代，伴隨黏液堆積及闌尾腔擴張，屬一種低度惡性的黏液性上皮腫瘤。若排除神經內分泌腫瘤，此類闌尾非神經內分泌上皮腫瘤中最常見者為何？,黏液性腺癌(mucinous adenocarcinoma),漿液性腺癌(serous adenocarcinoma),管狀腺瘤(tubular adenoma),低度黏液腫瘤(low-grade appendiceal mucinous neoplasm),D,(D)正確：「低度異型的黏液性上皮」、「黏液堆積及闌尾腔擴張」，這是低度黏液腫瘤(LAMN)的標準定義。在排除最常見的神經內分泌腫瘤(NET)後，LAMN 是闌尾最常見的上皮腫瘤 (A) 黏液性腺癌的惡性程度與細胞異型性會比題幹描述的「低度」更高 (B) 漿液性腫瘤在闌尾極為罕見 (C) 管狀腺瘤主要好發於大腸，並非闌尾最常見的上皮腫瘤，且不具備題幹所述「大量黏液堆積」的特徵,病理學 V4 消化道病理(II) 馬佑鈞,在腸道病理學中，低度黏液腫瘤（LAMN）是闌尾最常見的非神經內分泌上皮腫瘤。這種腫瘤的特徵包括低度異型的黏液性上皮取代正常黏膜，伴隨黏液堆積和腔道擴張。與其他腫瘤相比，LAMN的惡性程度較低，且在排除神經內分泌腫瘤後，成為最常見的診斷。黏液性腺癌和漿液性腺癌則通常具有更高的惡性程度，而管狀腺瘤主要見於大腸，並不符合此病例的描述。
53,關於梅克爾憩室(Meckel diverticulum)，下列敘述何者錯誤？,常位於迴盲瓣(ileocecal valve)近端約2 feet 處,女生發生比例明顯高於男生,盛行率約20%,憩室長度約5 公分左右,B,(B)(C) Rule of 2s：盛行率 2%、常見於迴盲腸瓣2 英呎周圍(60cm)、長度2 英吋(5cm)、男生發生率約為女生的2 倍、通常兩歲才有症狀,病理學 V3 消化道病理學(I) 馬佑鈞,梅克爾憩室是一種先天性腸道異常，通常位於迴盲瓣附近，根據「2的法則」，其盛行率約為2%，長度約為2英吋（約5公分），且男生的發生率約為女生的兩倍。選項B的說法是錯誤的，因為梅克爾憩室在男生中更為常見，而不是女生。這種憩室通常在兩歲時才會出現症狀，並可能導致腸梗阻或出血等併發症。
54,Peutz-Jeghers 症候群為一種常染色體顯性遺傳疾病，常見口唇及黏膜色素沉著與腸胃道多發性過誤瘤性息肉。其最主要的基因異常為下列何者？,KRAS,BRAF,APC,STK11/LKB1,D,(D) Peutz-Jeghers syndrome (PJS)最主要的致病機制為STK11/LKB1(一種腫瘤抑制基因)突變失能 (A)(B)(C)錯誤：APC 突變主要與FAP (家族性腺瘤性息肉症)相關；KRAS、BRAF 突變則常見於大腸癌的傳統路徑或鋸齒狀路徑(serrated pathway)中,病理學 V4 消化道病理學(II) 馬佑鈞,Peutz-Jeghers症候群是一種常染色體顯性遺傳疾病，主要特徵包括口唇及黏膜的色素沉著以及腸胃道的多發性過誤瘤性息肉。其主要的致病基因是STK11/LKB1，這是一種腫瘤抑制基因，其突變會導致腫瘤的發生。其他基因如APC、KRAS和BRAF則與其他腫瘤類型相關，並不直接導致Peutz-Jeghers症候群。了解這些基因的異常對於早期診斷和治療具有重要意義。
55,下列何者最不可能是Peutz-Jeghers 症候群的臨床或腫瘤表現？,黏膜及皮膚的色素堆積,多發腸胃道息肉,骨肉瘤(osteosarcoma),大腸癌或其他消化道癌症風險增加,C,(C) Peutz-Jeghers syndrome (PJS)的臨床表現並不包含骨肉瘤(Osteosarcoma) (A)(B)(D) (常見表現)：PJS 是一種體染色體顯性遺傳疾病，典型特徵為腸胃道多發性息肉、黏膜皮膚(常見於嘴唇)色素沉澱，且會大幅增加罹患大腸癌及其他消化道惡性腫瘤的風險,病理學 V4 消化道病理學(II) 馬佑鈞,Peutz-Jeghers症候群的臨床表現包括黏膜及皮膚的色素沉積、多發性腸胃道息肉，以及顯著增加大腸癌和其他消化道癌症的風險。然而，骨肉瘤並不是此症候群的典型表現，因此選項C是正確的答案。了解Peutz-Jeghers症候群的特徵對於早期診斷和管理患者的風險至關重要。
56,何種淋巴瘤與胃幽門螺旋桿菌(Helicobacter pylori)感染最相關，且部分病例在根除該菌後腫瘤可退縮？,anaplastic large cell lymphoma,Burkitt lymphoma,marginal zone lymphoma of mucosa-associated lymphoid tissue (MALT),mantle cell lymphoma,C,(C)胃部的邊緣區MALT 淋巴瘤(MALToma)與胃幽門螺旋桿菌(H. pylori)的慢性感染有高度相關。在早期階段，透過抗生素根除幽門螺旋桿菌，通常就能讓腫瘤退縮甚至治癒,病理學 V3 消化道病理學(I) 馬佑鈞,邊緣區淋巴瘤（MALT淋巴瘤）是一種與胃幽門螺旋桿菌（H. pylori）感染密切相關的淋巴瘤。這種淋巴瘤通常在慢性感染的背景下發展，並且在根除H. pylori後，許多病例會出現腫瘤的退縮，這使得H. pylori的治療成為MALT淋巴瘤管理的重要組成部分。了解這種關聯有助於醫生在診斷和治療過程中做出更好的決策。
57,在大腸癌的分子致病機轉中，屬於mismatch repair(MMR)缺陷導致之 microsatellite instability (MSI)路徑，通常與下列哪一基因異常較無關？,MDM2,BRAF,BAX,TCF4,A,MSI 路徑(錯配修復 MMR 缺陷)：會導致 DNA 重複序列(微衛星區)極易出錯，造成基因移碼突變，或是與 BRAF 突變/甲基化密切相關 (A) MDM2 (無關/正確答案)：屬於傳統的 CIN(染色體不穩定)路徑(涉及 p53 異常)，這類腫瘤通常是微衛星穩定的，與 MSI 無關 (B) BRAF (有關)：散發性 MSI 大腸癌的經典特徵，高度伴隨 BRAF V600E 突變 (C) BAX (有關)：其基因內含有重複序列(G8)，在 MSI 腫瘤中極易因移碼突變而失去促凋亡功能 (D) TCF4 (有關)：其基因內含有重複序列(A9)，在 MSI 腫瘤中常因移碼突變而異常，影響 Wnt 訊號傳遞。,病理學 V4 消化道病理學(II) 馬佑均,在大腸癌的分子致病機轉中，錯配修復（MMR）缺陷導致的微衛星不穩定性（MSI）路徑是重要的致病機制。此路徑與BRAF突變密切相關，因為BRAF V600E突變常見於散發性MSI大腸癌中。相對而言，MDM2基因的異常主要與傳統的染色體不穩定性（CIN）路徑相關，這類腫瘤通常是微衛星穩定的，因此MDM2與MSI路徑的關聯性較低。了解這些基因的角色對於大腸癌的診斷和治療具有重要意義。
58,上圖（圖一）為慢性膽囊炎中可能見到的一種病理特徵，請問箭頭所指之病理特徵為何？,Mallory-Denk bodies,Cholesterolosis,Schiller-Duval bodies,Rokitansky-Aschoff sinuses,B,這張是有關 cholesterolosis，可見中間 lamina propria 有許多吞噬膽固醇的巨噬細胞(箭頭處)會聚集成泡泡狀(foamy)的型態,病理學實驗 V2 肝膽胰病理 韋又菁老師,Cholesterolosis是一種病理狀態，通常在慢性膽囊炎中觀察到，特徵是膽固醇的沉積和巨噬細胞的泡泡狀變化。這些巨噬細胞在lamina propria中聚集，形成泡泡狀的外觀，這是膽固醇堆積的結果。這種病理特徵的出現可能與膽固醇代謝異常或膽囊的慢性炎症有關，了解這一點對於診斷和治療慢性膽囊炎至關重要。
59,上圖(圖二)為慢性膽囊炎中可能見到的一種病理特徵，請問箭頭所指之病理特徵為何？,Mallory-Denk bodies,Cholesterolosis,Schiller-Duval bodies,Rokitansky-Aschoff sinuses,D,這張是講 Rokitansky-Aschoff sinuses 形成的原因，剛好有切到 mucosa 的 epithelium 往內摺出類似腺體的結構,病理學實驗 V2 肝膽胰病理 韋又菁老師,Rokitansky-Aschoff sinuses是慢性膽囊炎中常見的病理特徵，這些結構是由膽囊黏膜的上皮向內摺疊形成的，類似腺體的結構。這種變化通常與膽囊的慢性炎症有關，並可能導致膽囊功能的改變。了解這些病理特徵對於診斷和管理膽囊疾病具有重要意義。
60,有一名80 歲女性患有腹部腫瘤，並接受了腫瘤切除，上圖(圖三)是病理切片的結果(包括正常組織與腫瘤部分)，請問你的診斷是什麼？,cholangiocarcinoma,hepatocellular carcinoma,gastrointestinal stromal tumor,ductal adenocarcinoma,D,由大部分的 exocrine pancreas(以 acinus 的結構為主，染色起來比較 basophilic)和少部分的蘭氏小島(endocrine pancreas)構成一個個的 lobule，中間還能找到 pancreatic duct，只有D 為胰臟疾病,病理學實驗 V2 肝膽胰病理 韋又菁老師,在這道題目中，患者的病理切片顯示出胰臟的特徵，尤其是以外分泌腺為主的結構，這是診斷為導管腺癌（ductal adenocarcinoma）的關鍵。導管腺癌是胰臟最常見的惡性腫瘤，通常由胰腺導管的上皮細胞變異而來。病理學上，這類腫瘤的細胞通常呈現出高度的異型性，並且可能伴隨有腫瘤浸潤和周圍組織的破壞。這道題目強調了病理切片的觀察對於確診的重要性，尤其是在年長患者中，腫瘤的診斷和治療策略需要根據病理特徵來制定。
61,請問上圖（圖四）何者”箭頭”所指的病理特徵為”vascular invasion/portal vein thrombosis,,,,,D,考古。D 圖即為vascular invasion，表現為 portal tract 中 portal vein(黃框)都脹得非常大,病理學實驗 V2 肝膽胰病理 韋又菁老師,這道題目涉及到病理學中血管侵犯的概念，特別是門靜脈的血栓形成。血管侵犯是惡性腫瘤的一個重要特徵，通常預示著腫瘤的侵襲性和預後不良。在病理切片中，當觀察到門靜脈的擴張和血栓形成時，這通常表明腫瘤細胞已經進入血管並可能擴散至其他部位。這種情況在肝臟腫瘤中尤為常見，因為肝臟的血液供應主要通過門靜脈進行。了解這些病理特徵對於臨床診斷和治療方案的制定至關重要。
62,一位75 歲男性患有肝結節並接受了部分肝切除術，肝結節的病理切片結果如上圖(圖五)所示，請問你的診斷是什麼？,hepatocellular carcinoma,cholangiocarcinoma,focal nodular hyperplasia,liver cirrhosis,A,考古。可見trabeculae 等構造故為HCC,病理學實驗 V2 肝膽胰病理 韋又菁老師,"在這道題目中，患者的病理切片顯示出肝細胞癌（hepatocellular carcinoma, HCC）的特徵，特別是可見的肝小葉結構和小梁（trabeculae）。HCC是最常見的原發性肝癌，通常與肝炎病毒感染、肝硬化等病理狀況有關。病理學上，HCC的細胞通常呈現出異型性，並且可能伴隨有腫瘤的浸潤性生長。這道題目強調了病理切片的觀察對於確診的重要性，尤其是在年長患者中，腫瘤的診斷和治療策略需要根據病理特徵來制定。"
63,有一肝臟的病理切片，看到如上圖(圖六)瀰漫性的變化，請問你的診斷是什麼？,focal nodular hyperplasia,hepatocellular carcinoma,liver cirrhosis,cholangiocarcinoma,C,可見大小不一的 regenerative nodules 被 fibrous band 圍繞(較深色的輪廓),病理學實驗 V2 肝膽胰病理 韋又菁老師,這道題目中，病理切片顯示出肝硬化（liver cirrhosis）的特徵，特別是可見的再生結節（regenerative nodules）和纖維帶（fibrous bands）。肝硬化是一種慢性肝病，通常由長期的肝損傷引起，導致肝組織的纖維化和再生結節的形成。這些變化在病理切片中表現為大小不一的結節被纖維組織圍繞，這是診斷肝硬化的重要指標。了解這些病理特徵對於臨床診斷和治療方案的制定至關重要。
64,一位 50 歲男性，長期服用抗生素，主訴腹痛及嚴重腹瀉，糞便中有多量黏液。大腸鏡切片結果如下圖所示。請問最有可能是何種診斷？,Pseudomembranous colitis,Acute suppurative appendicitis,Mixed hemorrhoid,Tubular adenoma,A,fibrinopurulent exudates (粉紅色的不定型物質)形成的 pseudomembrane 貼在mucosa 表面,病理學實驗 V1 消化道系統 黃彥碩,這道題目中，患者的症狀和大腸鏡切片結果顯示出偽膜性結腸炎（Pseudomembranous colitis）的特徵。這種病症通常與長期使用抗生素有關，導致腸道內正常菌群的失衡，進而引發Clostridium difficile的過度生長。病理切片中可見的假膜（pseudomembrane）是由纖維膿性滲出物形成，通常呈粉紅色，並附著於腸道黏膜表面。這種情況需要及時處理，以防止進一步的腸道損傷和併發症。
