id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
63,The most common age of Frozen Shoulder is?,50,30,80,10,A,Frozen shoulder又稱五十肩，秒選(A)。雖然老師講義沒有提到幾歲，但依照常識 & 老師上課有口頭提到50歲是frozen shoulder好發高峰也可選得出(A)。,冷凍肩及撞擊肩症候群/不穩性肩關節,陳勝凱,
64,"About the wound evaluation and management, which description is wrong?",Provide a clean and moist (not wet) wound bed may improve wound healing.,Remove foreign bodies and irrigation the contaminated wound is necessary.,The risk of infection is not increased if we do not wear the aseptic gloves when changing dressing.,"The local anesthetic containing norepinephrine (1:100,000) cannot be used for digital nerve block.",D,Epinephrine 被認為有血管收縮的作用，但如果只是單純的手指切割傷 (血管未破壞)，可以使用加有 Epinephrine 的麻醉劑進行縫合，並不會影響手指血液的供應。,傷口縫口,李書欣,
65,"About the stitch, please pick out the wrong description.",The “Prolene” is non-absorbable and can only be used for vascular vessels suture.,The braided stitches have capillary action and which increases infection risk,The “Silk” stitch is a braided and non-absorbable stitch.,Nyelon 5/o or 6/0 stitches are recommended for facial laceration repair,A,除了用在血管以外，皮膚肌腱韌帶也可以使用prolene 線,傷口縫口,李書欣,
66,"About the wound healing, please pick out the wrong description.",The direction of the wound parallel to the skin tension free line will have less scar.,The results of tying the thread with bare hands or with needle holder are almost the same.,All the laceration wounds should be repaired by two layers suture (subcutaneous layer and skin layer),"If the stitch tensions of the wound are high, they can be delayed to two weeks to remove the stitches.",C,"(A)正確，平行skin tension free line疤痕會比較不明顯
(B)正確，重點在於技術和是否平行tension free line
(C)錯誤，較深的傷口才需要two layers suture
(D)正確，如下圖，tension較高處像是手掌和足底可能會延遲至2周才拆線",傷口縫口,李書欣,
67,What is the primary goal of orthopedic rehabilitation?,Long-term prescription of medication to control pain,Preventing future injuries through surgical intervention,Restoring function and facilitating the patient's reintegration into society,Replacing damaged joints with prostheses,C,,骨科學復健,李佳玲,
68,What is the most common cause of neck pain?,Cervical disc herniation,Neck strain and sprain,Cervical myelopathy,Rheumatic diseases,B,Cervical Strain and Sprains 大約占據了85% Neck pain的原因。,骨科學復健,李佳玲,
69,Which of the following statements about non-specific low back pain is correct?,It usually has a clear and identifiable structural cause.,It accounts for less than 20% of low back pain cases.,It may be associated with factors such as poor physical condition and emotional stress.,It typically requires surgical treatment.,C,"（A）非特異性下背痛（non-specific low back pain）的特點就是沒有明確的結構性病因
（B）非特異性下背痛約佔 85% 的病例，是最常見類型。
（C）不良姿勢、肌肉無力、缺乏運動、焦慮、壓力或憂鬱等心理因素都會增加或惡化下背痛。
（D）大多數情況是自限性（self-limiting），可藉由運動、物理治療、姿勢矯正、止痛藥改善，不需手術。",骨科學復健,李佳玲,
70,"About Early Onset Scoliosis, which is right?",Rib phase1/Rib phase2 or RVAD(rib vertebrae angle difference) was not associated with curve progression,"In congenital scoliosis, blocked vertebral has best outcome and least curve progression","Surgical intervention should be performed as early as possible to prevent curve progression, which was considered as the first line treatment",Bracing or casting is suitable for all patients with early onset scoliosis,B,"(A) Rib phase1/Rib phase2 or RVAD(rib vertebrae angle difference) was associated with curve progression.
(B) 未分節脊椎(blocked vertebrae)只有中間幾塊脊椎癒合在一起，其餘正常，預後不會太差。
(C) 早期治療多以背架為主
(D)",小兒脊椎疾病骨科治療,杜品毅,
71,"About Adolescent Idiopathic Scoliosis, which is wrong?",Bracing is shoulder is not always indicated for patient with Cobb angle < 40”,Most thoracic curves are right thoracic curves,"In spine radiographs, supine position is also reliable in assessing the severity compared with standing position",Patient before peak height velocity or after peak height velocity have difference in curve progression,C,Supine position is not reliable in assessing the severity of scoliosis compared to that of standing position.,小兒脊椎疾病骨科治療,杜品毅,
72,"About Adolescent Idiopathic Scoliosis, which is right?",Male patients have higher risk of large curve progression,Patient under Risser index I have higher risk of Curve progression than patients under Risser index IV,Patient with larger Cobb angle often presents with more severe neurologic deficit and spinal cord disorder,Bracing is always indicated for patient with Cobb angle < 40”,B,"A) 錯誤。 在青少年原發性脊椎側彎 (AIS) 中，女性 (Female) 擁有較大度數側彎的比例遠高於男性。
B) 正確。
C) 錯誤。和角度無關。
D) 錯誤。 背架 (Bracing) 治療並非「總是」適用於 Cobb 角 < 40° 的患者。如果患者 Cobb 角 < 20°（通常只需觀察）",小兒脊椎疾病骨科治療,杜品毅,
73,"About Pediatrics forearm fracture, which is wrong?","Monteggia fracture means proximal ulnar fractures with associated radial head dislocation, posterior dislocation of radial head(Bado type III) is most common","In treating Monteggia fracture, we should try to restore ulnar length and reduce radial head","Monteggia fracture may be greenstick fracture, complete bone breaking is sometimes not seen on x-ray","In elbow radiograph, adequate reduction of radial head will show the line drawn from radial shaft pass the center of capitellar ossification center",A,"The most common is Bado Type I (anterior),not Type III (posterior/lateral).",小兒骨折,杜品毅,
74,"About distal humerus supracondylar fracture, which is right?","May complicate with nerve palsy, radial nerve is most common, physical examination would reveal failure in performing ok sign",Supracondylar fracture is most common found in teenagers between 12-15 years old,Long arm casting should not keep elbow in 90 degree flexion or more,Incidence: extension type injury is less than flexion type injury,C,"此題為考古稍微改變一下語意, 要把握住分數！
A)​ Radial nerve palsy通常造成drop wrist ; OK signs 主要由食指與中指協同完成，由ant. interosseous n. (median n.分支)完成
B)​ Supracondylar fracture 最常好發在5-7歲孩童
C)​ 正確
D)​ supracondylar type : extension type爲常見型態",小兒骨折,杜品毅,
75,"In which situation, you may consider the possibility of Child abuse?",Femoral shaft fracture found in infants less than 3 months old,"During skeletal survey, fractures healing process in different stages",Bruise and ecchymosis found in posterior neck and ear,All of above,D,理論上有任何不合理的情形都應合理懷疑為虐待 (A)三個月以下的小孩活動力不高，理論上不會有任何fracture可能，尤其又處於家長高度保護的狀況。 (B)有不同的healing process代表其骨折情形可能為持續性的發生，才會造成有不同的callus或是不同階段的組織形成。 (C)頸後跟耳朵的位置不太可能會有瘀青發生。,小兒骨折,杜品毅,"The correct answer is D because all the listed situations are indicators that may suggest child abuse. Each option presents a scenario that is atypical for a child of that age or condition, warranting suspicion of abuse."
76,What is the typical duration of systemic antimicrobial therapy for osteomyelitis?,1–2 weeks,2–4 weeks,4–6 weeks,3–6 months,C,,骨及關節感染,盧康樂,"The correct answer is C, as the typical duration of systemic antimicrobial therapy for osteomyelitis is generally 4–6 weeks, which is necessary to effectively treat the infection."
77,Why are musculoskeletal infections involving biofilm particularly resistant to antibiotics?,"Biofilm bacteria are rapidly dividing, leading to more mutations","Biofilm increases host immune activation, which enhances resistance",Biofilm creates a protective extracellular matrix that limits antibiotic penetration and induces bacterial dormancy,,C,最初附著的細菌群開始增殖，並開始分泌形成胞外基質(extracellular matrix)，形成物理屏障，限制抗生素滲透；同時讓菌體進入低代謝/休眠狀態，降低多數抗生素的效力。,骨及關節感染,盧康樂,"The correct answer is C because biofilm creates a protective extracellular matrix that limits the penetration of antibiotics, making infections more difficult to treat."
78,"A 58-year-old diabetic man presents with acute knee pain, fever, and refusal to bear weight. Aspiration reveals WBC count 85,000/mm³. Which additional risk factor does not increase the likelihood of septic arthritis in this patient?",Prior meniscal tear with multiple arthroscope surgery,Chronic kidney disease,History of psoriasis,Childhood osteomyelitis history,C,,骨及關節感染,盧康樂,"The correct answer is C, as a history of psoriasis does not typically increase the risk of septic arthritis compared to the other listed factors."
79,"About hereditary multiple exostosis(HME), which statement is wrong?",The inheritance is autosomal dominant,The most common gene mutation is EXT-1 and EXT-2,The multiple exostosis could affect the forearm radioulnar articulation,Usually combine café-au-lait spots,D,hereditary multiple exostosis(HME)是體染色體顯性遺傳，跟EXT-1、EXT-2基因有關，使個案容易在身體各骨頭形成骨軟骨瘤(osteochondromas)，包括radioulnar articulation。café-au-lait spots(咖啡牛奶斑)則容易發生在fibrous dysplasia，多發性fibrous dysplasia、咖啡牛奶斑、性早熟三者合稱McCune-Albright syndrome。,骨腫瘤,何承融,"The correct answer is D because café-au-lait spots are associated with fibrous dysplasia, not hereditary multiple exostosis."
80,"About fibrous dysplasia, which statement is correct?",Surgery is necessary for every patient,Polyostotic fibrous dysplasia is associated with McCune-Albright syndrome,Bisphosphonate could not prevent progressive deformity in fibrous dysplasia,The shepherd crook deformity of proximal humerus is the typical landmark for fibrous dysplasia,B,,骨腫瘤,何承融,"The correct answer is B, as polyostotic fibrous dysplasia is indeed associated with McCune-Albright syndrome."
81,"For metastatic bone tumors, which statement is correct?",Metastatic bone tumors most frequently affect the spine,"With high Mirel’s score (>9 points), prophylactic fixation is recommended to prevent pathologic fracture",The characteristic of bone metastasis from prostate cancer is usually osteoblastic,all the above is correct,D,,骨腫瘤,何承融,"The correct answer is D, as all the statements regarding metastatic bone tumors are accurate."
82,"A 35-year-old female patient arrived at the emergency room after a car accident. Her blood pressure was 78/40 mmHg, heart rate was 150 beats per minute, and respiratory rate was 16 breaths per minute. She had a 12-centimeter, heavily contaminated wound on her right calf, and X-rays showed a comminuted fracture of the right tibia and fibula. The wound was bandaged and oozing blood, with a weak pulse in the right dorsalis pedis artery. Which of the following statements is incorrect?",The continued bleeding from the right calf wound is the primary cause of shock. The wound must be re-bandaged and the bleeding stopped immediately.,Plaster immobilization can minimize further damage to the fracture and soft tissue.,X-rays or CT scans are the primary methods for diagnosing fractures.,"The first step in treatment is to maintain the patient's airway, breathing, and blood circulation.",A,A 必須優先懷疑並排除更致命的內出血，例如：胸腔出血（血胸）、腹腔出血（如肝臟、脾臟破裂）等等,骨科創傷重建,陳建志,"The correct answer is A because while the bleeding from the calf wound is significant, it is crucial to rule out more life-threatening internal bleeding as the primary cause of shock."
83,which of the following statements regarding the treatment principles of fractures of the extremities is incorrect?,"A 25-year-old patient has left radioulnar shaft fractures, typically treated with open reduction and internal fixation using plates and screws. Achieving anatomic reduction is important to facilitate forearm rotation.","For comminuted tibia shaft fractures, surgical treatment should use the contralateral healthy limb as a guide to restore the normal anatomic alignment.","For a case of distal femoral fracture with comminuted articular fragments and no significant soft tissue damage, the surgical treatment included open reduction of the articular surface fixed with screws, and the distal femur fixed with plates.",A 50-year-old healthy female patient with a displaced femoral neck fracture sustained in a car accident is most commonly treated with a hip replacement.,D,"Old age, displaced → arthroplasty（髖關節置換） Young age, displaced → ORIF（開放復位內固定） Young age, nondisplaced → ORIF / CRIF",骨科創傷重建,陳建志,"The correct answer is D, as the treatment for a displaced femoral neck fracture in a younger patient typically involves open reduction and internal fixation rather than hip replacement."
84,"According to Perren's interfragmentary strain theory, which of the following statements is correct?",Fracture healing still requires adequate blood circulation and oxygen supply to the bone tissue.,"In treating comminuted fractures, relative stability should be achieved by reassembling bone fragments as closely as possible for anatomic reduction. This minimizes bone immobility, reduces strain, and promotes healing.","Primary bone healing requires a strain of less than 2%, indicating absolute stability suitable for soft callus formation.","Fracture treatment with intramedullary nails, external fixators, or casts provides relative stability with strains of 2% to 10%, facilitating direct bone growth and promoting secondary healing.",A,正確 (A) (B) 治療粉碎性骨折應達成相對穩定性 ，但不須強求解剖性復位 。強行對齊反而可能使骨片間喪失自由移動能力，外力施加下應變較大，不利於骨癒合 。 (C) 原發性骨癒合應變小於 2% 且為絕對穩定，但它會直接癒合，不產生骨痂。 (D) 應變在 2-10% 屬於相對穩定，會先長出軟骨再轉變為硬骨，促進二次骨癒合。,骨科創傷重建,陳建志,"The correct answer is A, as adequate blood circulation and oxygen supply are indeed essential for fracture healing."
85,"About alignment of the knee, which one is right?",The normal angle of anatomic axis is valgus 5 degrees to 7 degrees.,Most patients of osteoarthritis showed valgus deformity of the knee.,"The line that connecting hip center, knee enter and ankle center is called anatomical axis.",On the ordinary X-ray of knee joint we could not measure the angle of mechanical axis.,A,(A) 正確，anatomic axis 是 5~7 度的 valgus，mechanical axis 是 0 度 (B) Osteoarthritis 比較常看到 varus deformity (C) 是mechanical axis (D) 正確，一般 x-ray 沒辦法拍到整隻腳 hip-knee-ankle 的影像，沒辦法看 mechanical axis,膝關節創傷、疾病及重建,黃炫迪,選項 A 正確，因為正常的解剖軸角度確實是 5 到 7 度的外翻（valgus），而其他選項的描述不正確或與此不符。
86,Split depression of the lateral tibial plateau is Schatzker’s classification type?,I,II,III,IV,B,如表所示為type II,膝關節創傷、疾病及重建,黃炫迪,選項 B 正確，因為根據 Schatzker 分類，側脛骨平台的分裂凹陷屬於第二型。
87,Which one is not a physical examination for meniscus injury of the knee.,McMurtry test,Lachman test,Steinmann test,,B,(A) McMurray test-半月板撕裂 (B)Lachman test -前十字韌帶 (ACL) 撕裂 (C)Steinmann test-半月板損傷 (Meniscal injury),膝關節創傷、疾病及重建,黃炫迪,選項 B 正確，因為 Lachman 測試是用於檢查前十字韌帶的損傷，而不是半月板的損傷。
