id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
70,"In which situation, you may consider the possibility of Child abuse,",Femoral shaft fracture found in infants less than 3 months old,"During skeletal survey, fractures healing process in different stages",Bruise and ecchymosis found in posterior neck and ear,All of above,D,理論上有任何不合理的情形都應合理懷疑為虐待 A：三個月以下的小孩活動力不高，理論上不會有任何fracture可能，尤其又處於家長高度保護的狀況 B：有不同的healing process代表其骨折情形可能為持續性的發生，才會造成有不同的callus或是不同階段的組織形成 C：頸後跟耳朵同理不太可能有這兩個情形發生,小兒骨折創傷,杜品毅,
71,"About distal humerus supracondylar fracture, which is right",Incidence: extension type injury is less than flexion type injury,Supracondylar fracture is most common found in teenagers between 8-10 years old,"May complicated with nerve palsy, radial nerve is most common, physical examination would reveal wrist can not actively extend",Long arm casting should not keep elbow in 90 degree flexion or more,D,(A) flexion 較常見 (B) 5~7y (C)骨頭可能突出傷到medial n.,小兒骨折創傷,杜品毅,
72,"About Pediatrics forearm fracture, which is wrong","In elbow radiograph, adequate reduction of radial head will show the line drawn from radial shaft pass the center of capitellar ossification center","In treating Monteggia fracture, we should try to restore ulnar length and reduce radial head","Monteggia fracture means proximal ulnar fractures with associated radial head dislocation, lateral dislocation of radial head(Bado type II) is most common",Galeazzi fracture means distal radius fractures at distal metaphyseal-diaphyseal junction with concomitant disruption of distal radioulnar joint,C,改成ant. dislocation of radial head,小兒骨折創傷,杜品毅,
73,"About Adolescent Idiopathic Scoliosis, which is right",Patient under Risser index I have higher risk of Curve progression than patients under Risser index IV,Male patients have higher risk of large curve,Bracing is always indicated for patient with Cobb angle < 40”,Patient with larger Cobb angle often presents with more severe neurologic deficit and spinal cord disorder,A,,小兒脊椎疾病骨科治療,杜品毅,
74,"About Adolescent Idiopathic Scoliosis, which is right","In spine radiographs, supine position is also reliable in assessing the severity compared with standing position",Most thoracic curves are left thoracic curves,Patient presents with cavus foot or ataxic gait needs spine MR for assessing other lesions,Patient before peak height velocity or after peak height velocity have no difference in curve progression,C,(A)Standing view 才是正常生理狀況(中軸骨受力)，因此判斷真正角度或者嚴重度要站著照 (B)Most thoracic curves are right thoracic curves (C)正確 (D)有差異,小兒骨折創傷,杜品毅,
75,"About Early Onset Scoliosis, which is right",Bracing or casting is suitable for all patients with early onset scoliosis,"Surgical intervention should be performed as early as possible to prevent curve progression, which was considered as the first line treatment",Rib phase or RVAD(rib vertebrae angle difference) was not associated with curve progression,"In congenital scoliosis, blocked vertebral has best outcome and least curve progression",D,(A)神經肌肉疾病造成的Scoliosis，使用Bracing和Casting則無效 (B)手術不應該是第一線治療，Bracing和Casting都是Early Onset Scoliosis常見的治療方式 (C)Rib phase和RVAD和Curve progression有相關性,小兒脊椎疾病骨科治療,杜品毅,
76,What is the most common anatomical site for adult septic arthritis?,Knee,Foot,Hip,Spine,A,依老師上課講義所寫，最常見的是knee!,骨及關節感染,盧康樂,
77,Which of the following is the most common pathogen in prosthetic joint infection?,Streptococcus,Staphylococcus aureus,Escherichia coli,Pseudomonas aeruginosa,B,人工關節手術最常見的感染菌種就是Staphylococcus aureus (金黃色葡萄球菌)。,骨及關節感染,盧康樂,
78,Biofilm formation in musculoskeletal infections helps bacteria by:,Increasing bacterial reproduction,Protecting from immune responses and antibiotics,Reducing virulence,Enhancing oxygen absorption,B,,骨及關節感染,盧康樂,
79,Which of the following is the typical malignant periosteal reaction?,Sunburst pattern,Onion Skin,Codman’s Triangle,all of the above,D,這是老師上課有暗示的考題! 三個選項皆正確，所以選D。,骨及軟組織腫瘤,何承融,
80,The “Shepherd’s Crook” deformity of the proximal femur is usually the result of progression in which bone tumor?,Giant cell tumor,Osteoid osteoma,Fibrous Dysplasia,Osteosarcoma,C,"Fibrous Dysplasia
⚫ Abnormal fibrous tissue replacing normal lamellar cancellous bone.
⚫ Could be classified as monostotic and polyostotic.
⚫ Most commonly affects femur, especially the femoral neck.
⚫ Polyostotic, usually associated with McCune-Albright syndrome",骨及軟組織腫瘤,何承融,"The correct answer is C, Fibrous Dysplasia, as it is known to cause the Shepherd's Crook deformity due to the abnormal fibrous tissue replacing normal bone, leading to structural weakness and deformity."
81,Which about the statements of osteosarcoma treatment is wrong?,"The standard treatment protocol included: biopsy and diagnosis, neoadjuvant chemotherapy, wide excision, and neoadjuvant chemotherapy","For patient without distant metastasis, the 5-year survival could reach 80% or even higher",Lung metastases are the most lethal cause,"For low grade osteosarcoma, such as periosteosarcoma and parosteosarcoma, the patient should receive neoadjuvant chemotherapy",D,low grade osteosarcoma用chemotherapy的效果不佳,骨及軟組織腫瘤,何承融,"The correct answer is D, as low grade osteosarcoma does not respond well to chemotherapy, making this statement incorrect."
82,"A 70-year-old female patient fell from the 3rd floor and was unconscious. She was sent to the emergency room. Blood pressure: 84/44mmHg, heartbeat 150 beats/min, breathing 22 beats/min, bilateral femoral shaft fracture diagnosed, no open wound noted. The pulse of the right ankle was weak. Which of the following statements is correct?",The patient's vital signs should be stabilized first according to Advanced Trauma Life Support(ATLS).,"Bilateral femoral shaft fractures were the direct cause of hemorrhagic shock, and surgical fixation should be given priority.","After the emergency treatment, if the patient’s blood pressure is: 76/46mmHg, heartbeat is 138 beats/min, breathing is 20 beats/min, and the ankle pulse is still weak, amputation surgery should be considered for both thigh injuries.","After the emergency treatment, intracranial hemorrhage is diagnosed and emergency brain surgery is required. For bilateral thigh fractures, open reduction and plate fixation can be considered to avoid pulmonary embolism.",A,老師上課有一直強調說，不管怎樣救命優先,骨科創傷重建,陳建志,"The correct answer is A, as stabilizing the patient's vital signs is the first priority in emergency care according to ATLS guidelines."
83,"For the treatment of fractures, which of the following is more suitable for open reduction and plate fixation?",Children's Humeral supracondylar fracture,Radioulnar shaft fracture,Tibia shaft fracture,Femoral shaft fracture,B,,骨科創傷重建,陳建志,"The correct answer is B, as radioulnar shaft fractures are typically treated with open reduction and plate fixation due to the need for stable fixation."
84,"According to the Perren's interfragmentary strain theory, which of the following statements is true?",Periosteum destruction and soft tissue damage are not conducive to fracture healing due to lack of adequate blood circulation and oxygen supply.,"For comminuted fractures, each bone fragment must be put together as much as possible to achieve anatomic reduction. In this way, the gaps between the bone fragments will be smaller and the strain will be smaller, making it easier to heal.","Strain is between 2% ~10%, which is absolute stability and suitable for growing hard bones.","Use intramedullary nails, external fixators, plasters, etc. to treat fractures. If the strain is greater than 10%, it is relatively stable, suitable for growing cartilage, and beneficial to secondary bone healing.",A,"(A) 對
(B) 不需要做到每一塊碎片都 anatomical reduction
(C) strain 2%-10% 是 relative stability，且適合軟骨生長
(D) strain >10% 是unstable的情況了，不利於骨頭修復，容易長 scar tissue",骨科創傷重建,陳建志,"The correct answer is A, as periosteum destruction and soft tissue damage hinder fracture healing due to inadequate blood circulation and oxygen supply."
85,"About the wound evaluation and management, which description is wrong?",A reasonable change dressing interval is important for wound healing.,Provide a clean and moist (not wet) wound bed may improve wound healing.,Remove foreign bodies and irrigation the contaminated wound is necessary.,The risk of infection increases if we do not wear the aseptic gloves when changing dressing.,D,"D. 若沒有無菌手套,使用乾淨非無菌的檢查用手套(清潔手套)也可以,並不會增加感染風險,可以用來保護醫師自己",傷口縫口,李書欣,"The correct answer is D, as using clean non-sterile gloves does not significantly increase the risk of infection compared to using sterile gloves."
86,"About the stitch, please pick out the wrong description.",They can be divided in “Non-Absorbable” or” Absorbable”.,The braided stitches have capillary action and which increases infection risk.,The “Silk” stitch is a braided and absorbable stitch.,Nyelon 5/o or 6/0 stitches are recommended for facial laceration repair.,C,"(A) 縫線可以分為可吸收和不可吸收兩種
(B) 多股編織縫線具有毛細作用，增加感染風險
(C) 絲線(Silk)是不可吸收縫線，而不是可吸收縫線
(D)",傷口縫口,李書欣,"The correct answer is C, as Silk stitches are non-absorbable, making this statement incorrect."
87,"About the wound healing, please pick out the wrong description.",The direction of the wound parallel to the skin tension free line will have less scar.,All the facial laceration must be sutured with stitches.,The results of tying the thread with bare hands or with needle holder are almost the same.,"If the stitch tensions of the wound are high, they can be delayed to two weeks to remove the stitches.",B,"(A) 傷口方向若平行於皮膚張力線，將產生較少的疤痕。
(B) 所有的面部撕裂傷都必須縫合。
(C) 使用徒手打結或針持器打結，效果幾乎相同。
(D) 若傷口張力高，拆線時間可延長至兩週。",傷口縫口,李書欣,"The correct answer is B, as not all facial lacerations require suturing; some can be treated with skin glue or tape."
88,Which type of ultrasound transducer is most suitable for musculoskeletal ultrasound?,Sector scanning transducer,Linear array transducer,Annular array transducer,Radial array transducer,B,授課講義只有列出這四種transducers以及他的形狀，根據判斷，要掃骨骼肌的應該會比較偏向扁平的，而其對應到的就是Linear array transducer。,肌肉骨骼超音波概論,林育志,"The correct answer is B, as Linear array transducers are preferred for musculoskeletal imaging due to their flat shape, which provides better resolution for soft tissues."
89,Which of the following is a characteristic ultrasound finding in muscle contusion and edema?,Decreased echogenicity of muscle fibers,Increased brightness of the fibroadipose septa,Effusion within the perimysium,Disruption of the intermuscular septum,A,"(A) 講義圖片的肌肉纖維看起來黑黑的？（老師沒有寫在投影片上）
(B) Increased echogenicity of the fibroadipose septa
(C) Effusion within the epimysium
(D) 圖中的intermuscular septum看起來是好的",肌肉骨骼超音波概論,林育志,"The correct answer is A, as decreased echogenicity of muscle fibers is a typical ultrasound finding in muscle contusion and edema."
