id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
73,Which of the following statements about the weight-bearing of the hip joint is correct?,The weight-bearing on one side of the hip joint during static standing is about half of the body weight.,"To maintain balance during single-leg standing, the joint bears about 1.5 times the body weight.","During single-leg standing, due to the shorter abductor muscle lever arm compared to the body's center of gravity lever arm, greater muscle strength is required to maintain balance than usual.",The joint load during single-leg standing is greater than that when quickly going up and down stairs.,C,(A)31% (B)2.3 times (D)lesser,髖關節創傷、疾病及重建,李忠祐,
74,Which of the following statements about hip dysplasia is incorrect?,Undercoverage of the acetabulum may cause possible hip subluxation/dislocation.,Osteoarthritis caused by hip dysplasia should be classified as secondary osteoarthritis.,One common cause of hip osteoarthritis in Asians is hip dysplasia.,Chiari osteotomy can be used to restore congruency in children who are diagnosed with hip dysplasia early.,D,(D) Chiari osteotomy can not be used to restore congruency in children who are diagnosed with hip dysplasia early.,髖關節創傷、疾病及重建,李忠祐,"The correct answer is D because Chiari osteotomy is not an appropriate procedure for restoring congruency in children diagnosed with hip dysplasia early, as stated in the explanation."
75,"Which of the following statements about the indications, materials, and postoperative education for artificial hip joints is correct?","After traditional posterior approach surgery, it is recommended to temporarily avoid deep squats and crossing legs to prevent dislocation.",The interface material with the lowest wear rate in current artificial hip joints is metal-to-metal.,"In elderly patients with femoral neck fractures, due to poor blood circulation, artificial joint replacement should be recommended regardless of the type of fracture.",The combination of a ceramic acetabular liner with a ceramic femoral head is superior in terms of wear resistance and impact resistance compared to other materials.,A,(B) lowest wear rate is ceramic to ceramic (C) 還是要考慮fracture的type (D) only wear resistance but no impact resistance 陶瓷不耐碰撞,髖關節創傷、疾病及重建,李忠祐,"The correct answer is A because after traditional posterior approach surgery, avoiding deep squats and crossing legs is indeed recommended to prevent dislocation."
76,"From a microscopic perspective of bone tissue, which type of cell arrangement is the most disorganized and has the highest cell density?",Woven bone,Cancellous bone,Osteon,Laminar bone,A,這題是老師上課講義中給的考題的變形題，要選the most disorganized、has the highest cell density就要找最不成熟的骨骼型態，所以選(A) Woven bone。,骨骼組織學,施耀翔,"The correct answer is A because woven bone is characterized by its disorganized structure and high cell density, making it the least mature bone type."
77,"In the process of endochondral ossification of long bones, where is the secondary ossification center located?",Diaphysis,Epiphysis,Metaphysis,Endosteum,B,,骨骼組織學,施耀翔,The correct answer is B because the secondary ossification center is located in the epiphysis during endochondral ossification.
78,Osteoclasts are most commonly found in which region?,Zone of cell proliferation in the epiphyseal plate,Zone of hypertrophy and calcification in the epiphyseal plate,Zone of reserve cartilage in the epiphyseal plate,Osteogenic zone in the epiphyseal plate,D,(D) 由圖所示Osteocalst於Zone of calcified cartilage後始出現，本題亦為97-1醫師一階國考38題。,骨骼組織學,施耀翔,"The correct answer is D because osteoclasts are primarily found in the osteogenic zone, where bone resorption occurs."
79,"In an X-ray examination of an emergency patient, what structure would indicate that the patient might have suffered multiple fractures recently?",Bony collar,Growth plate fusion,Bony callus,,C,,骨骼組織學,施耀翔,"The correct answer is C because the presence of a bony callus indicates the healing process following fractures, suggesting multiple recent fractures."
80,Which type of collagen fiber is most abundant in the extracellular matrix of cartilage tissue?,Type I,Type II,Type III,Type IV,B,,骨骼組織學,施耀翔,The correct answer is B because Type II collagen is the predominant collagen found in the extracellular matrix of cartilage tissue.
81,Which of the following is a characteristic of hyaline cartilage?,It has a large amount of chondroitin sulfate.,It contains a rich supply of microvessels.,Cells form concentric circles in the Haversian system.,The intercellular matrix contains calcium salt deposits.,A,( B )cartilage is a avascular tissue. ( C )Haversian system 就是骨元，是骨頭才有的特徵 ( D )該敘述為骨頭的特徵，軟骨有的是chondrotin sulfate,骨骼組織學,施耀翔,"The correct answer is A because hyaline cartilage is characterized by a high content of chondroitin sulfate, which is essential for its structure and function."
82,"Drugs that act on the central nervous system to induce skeletal muscle relaxation include the following drugs, except which one?",Central alpha-2 agonists,Depolarizing muscle relaxants,Tricyclic antidepressants,Antihistamines,B,depolarizing agents 是 peripheral acting drugs,肌肉鬆弛劑之藥理學,程廣義,"The correct answer is B because depolarizing muscle relaxants act peripherally rather than centrally, unlike the other options."
83,botox ( clostridium botulinum) acting which of the following to induce muscle relaxation?,Gamma-aminobutyric acid (GABA) type B receptors,snare protein,Muscarinic receptors,Ligand-gated sodium channels,B,,肌肉鬆弛劑之藥理學,程廣義,"The correct answer is B because botulinum toxin acts by cleaving snare proteins, which are essential for the release of acetylcholine at the neuromuscular junction, leading to muscle relaxation."
84,"Characteristics of muscle pain, relative to cutaneous pain, include all of the following except:",Poorly localized,Burning and cutting,Easily pain referral,Difficult to tolerate,B,(B) Burning and cutting屬於cutaneous pain的特性​,肌肉鬆弛劑之藥理學,程廣義,"Option B is the correct answer because burning and cutting sensations are characteristics of cutaneous pain, not muscle pain. Therefore, it does not fit the description of muscle pain."
85,Which of the following descriptions about achondroplasia is incorrect?,"The issue arises from the fourth pair of chromosomes, and it follows an autosomal dominant inheritance pattern.","Typically, patients have short limbs while spinal length is normal.",Patients lack normal membranous ossification during bone development.,It is associated with activating mutations in the FGFR3 gene.,C,,肌肉骨骼病理學,陳建亨,"Option C is the correct answer because achondroplasia is characterized by abnormal endochondral ossification, not a lack of membranous ossification."
86,Which of the following descriptions about osteopetrosis is incorrect?,"Patients have bones as hard as marble, which makes them less prone to fractures.",The main cause is the inability to generate osteoclasts or the loss of bone resorption ability in generated osteoclasts.,"In addition to skeletal abnormalities, patients often exhibit conditions such as cranial nerve paralysis, recurrent bacterial infections, or hepatosplenomegaly.",Patients can undergo hematopoietic stem cell transplantation for treatment.,A,應為more prone to fracture,肌肉骨骼病理學,陳建亨,Option A is the correct answer because patients with osteopetrosis are actually more prone to fractures due to the abnormal density and structure of their bones.
87,Which of the following descriptions about osteogenesis imperfecta is incorrect?,Patients cannot produce normal type I collagen.,"Mutations in the 17q21.3-q22 region, COL1A1 gene, and 7q21.3-q22 region, COL1A2 genes are associated with the condition.",It follows an autosomal dominant inheritance pattern and can be categorized into four types.,"Due to the lack of normal type I collagen, patients' irises may exhibit Lisch nodules.",D,"(D)會呈現 Blue sclerae,Lisch nodules會出現於I型神經纖維瘤病",肌肉骨骼病理學,陳建亨,"Option D is the correct answer because Lisch nodules are associated with neurofibromatosis type I, not osteogenesis imperfecta."
88,Which of the following descriptions about fractures is most appropriate?,Stress fractures often occur in weight-bearing bones of the feet.,Fractures resulting from bone weakening due to disease are termed pathological fractures.,"After approximately six weeks, the fracture site will show a complete meshwork of woven bone.","All of the above descriptions (A, B, C) are correct.",D,,肌肉骨骼病理學,陳建亨,"Option D is the correct answer because all the statements A, B, and C accurately describe aspects of fractures."
89,Which of the following statements about osteonecrosis (avascular necrosis) is incorrect?,It is mostly caused by infections.,"It is associated with trauma, alcohol abuse, or steroid use.","In patients with prolonged alcohol abuse, osteonecrosis often occurs in the femoral head.","Osteonecrosis typically first affects the medullary bone, sparing the overlying cortical bone and cartilage cap temporarily due to differences in blood supply.",A,此張slide為osteonecrosis的主要成因,肌肉骨骼病理學,陳建亨,"Option A is the correct answer because osteonecrosis is not primarily caused by infections; it is more commonly associated with trauma, alcohol abuse, or steroid use."
90,Which of the following descriptions about osteomyelitis is incorrect?,It is caused by bacterial infections either through direct exposure or bloodstream transmission.,"In children, it often occurs near the knee joint, while in adults, it's more common in the feet.",Osteomyelitis near the metaphysis of long bones in 5-10-year-old children is often caused by common E. coli bacteria.,"Osteomyelitis can occur in the maxillary and mandible bones, often related to poor oral hygiene and dental caries.",C,Osteomyelitis的常見感染菌為Staphylococcus aureus(金黃色葡萄球菌)。,肌肉骨骼病理學,陳建亨,"Option C is the correct answer because osteomyelitis in children is typically caused by Staphylococcus aureus, not E. coli."
91,"Among the following tissues generally classified as soft tissue, which one is not included?",Adipose tissue.,Muscle tissue.,Vascular tissue.,Mucosal epithelium.,D,"soft tissue 包含 adipose,fibrous,skeletal muscle,smooth muscle,vascular,nerve sheath",肌肉骨骼病理學,陳建亨,Option D is the correct answer because mucosal epithelium is not classified as soft tissue; it is epithelial tissue.
92,Which statement about soft tissue tumors is incorrect?,"When submitting a pathology requisition form, along with accurately noting the anatomical location of the lesion, it is also advisable to describe the lesion's depth at that site.","The majority of tumors are benign, while malignant tumors are mostly sporadic and only a few are hereditary.","Environmental risk factors include radiation, burns, and toxins.",Malignant sarcomas often exhibit a simple karyotype with euploid chromosomes; these tumors frequently occur in young patients and display a monomorphic appearance.,D,(A)正確。在描述soft tissue時除了好發年齡之外，亦須考慮位置跟深度 (B)正確。soft tissue tumors以良性為主，而malignant tumors大部分是偶發性的 (C)正確。 soft tissue tumors 多跟環境暴露有關，例如接觸輻射、毒素、或燒傷過等等 (D)sarcoma透過染色體分析可分為simple karyotype和complex karyotype，其中occurs more often的是complex karyotype而非simple karyotype，因此錯誤選項為D,肌肉骨骼病理學,陳建亨,Option D is the correct answer because malignant sarcomas typically exhibit a complex karyotype rather than a simple karyotype.
93,Which statement about chromosomal abnormalities associated with various soft tissue tumors is the most appropriate?,"Synovial sarcoma commonly exhibits t(x;18)(p11;q11), resulting in gene fusions SS18-SSX1, SS18-SSX2, or SS18-SSX4.","Ewing sarcoma often displays t(11;22)(q24;q12) or t(21;22)(q22;q12), leading to gene fusions EWS-FLI1 or EWS-ERG.","Alveolar rhabdomyosarcoma can show t(2;13)(q35;q14) or t(1;13)(p36;q14), resulting in gene fusions PAX3-FOXO1 or PAX7-FOXO1.",All of the above statements are correct.,D,,肌肉骨骼病理學,陳建亨,"Option D is the correct answer because all the statements A, B, and C accurately describe chromosomal abnormalities associated with soft tissue tumors."
94,Which statement is incorrect?,"Lipomas typically have a capsule along the edge, with well-defined boundaries from surrounding tissues. They can be morphologically classified as conventional, fibrolipoma, angiolipoma, spindle cell lipoma, etc.","Liposarcomas commonly occur in the limbs or the deeper regions of the posterior abdominal cavity, making them challenging to excise.","Liposarcomas can be further divided into atypical lipomatous tumor/well-differentiated liposarcoma, myxoid liposarcoma, and pleomorphic liposarcoma.",Pleomorphic liposarcomas are generally more aggressive and more prone to distant metastases.,B,,肌肉骨骼病理學,陳建亨,"The correct answer is B because liposarcomas are indeed challenging to excise due to their common occurrence in deeper regions, but the statement about lipomas having a capsule and being well-defined is accurate. Therefore, the incorrect statement is B."
95,Which statement about Lambert-Eaton syndrome and myasthenia gravis is correct?,Lambert-Eaton syndrome is commonly associated with small cell lung cancer as a paraneoplastic syndrome.,The symptoms of Lambert-Eaton syndrome can be temporarily alleviated using cholinesterase inhibitors.,"In myasthenia gravis, repetitive stimulation of muscle contractions can temporarily relieve associated symptoms.",Autoimmune antibodies in myasthenia gravis patients block calcium ion entry into nerves.,A,Lambert-Eaton syndrome: ● 最常見於 small cell lung cancer 患者 ● 自體抗體結合到 Ca2+ 通道，使進入突觸末梢的 Ca2+ 數量減少，連帶影響釋放的 ACh 減少 ● Repetitive stimulation 可以改善患者的肌無力症狀 ● Cholinesterase inhibitors 無法改善患者的肌無力症狀 Myasthenia gravis: ● 自體抗體破壞 AChR ● Repetitive stimulation 無法改善患者的肌無力症狀 ● Cholinesterase inhibitors 可以改善患者的肌無力症狀,肌肉骨骼病理學,陳建亨,"The correct answer is A because Lambert-Eaton syndrome is indeed associated with small cell lung cancer, while the other statements regarding the effects of cholinesterase inhibitors and repetitive stimulation in myasthenia gravis are incorrect."
96,Which statement is incorrect?,A motor unit consists of a motor neuron and the muscle bundles it innervates.,"Type I muscle fibers are engaged in aerobic exercise and sustain contractions for longer periods; they have less intracellular fat and more glycogen. Type II muscle fibers are involved in anaerobic exercise, generating greater force, but they have lower mitochondrial density. These muscle types can convert due to different nerve reinnervation.",The connective tissue covering a skeletal muscle fiber is called endomysium.,"If a motor unit's motor neuron is affected, causing muscle groups it innervates to experience pathological changes, it is termed neuropathic myopathy. Features include grouped atrophy and fiber type grouping.",B,type1有較多的lipid，較少的glycogen,肌肉骨骼病理學,陳建亨,"The correct answer is B because Type I muscle fibers actually have more lipid and less glycogen compared to Type II fibers, making the statement about their composition incorrect."
