id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
68,下列何種因素最不具有促進泌乳激素（prolactin）分泌的作用？,睡眠,壓力,懷孕,給與多巴胺（dopamine）受體致效劑,D,,生理學,泌乳激素（prolactin）的分泌受到多種因素的影響，包括睡眠、壓力和懷孕等。然而，給予多巴胺受體致效劑會抑制泌乳激素的分泌，因此選項D是最不具有促進泌乳激素分泌的作用。
69,一位被評估為身材矮小的6歲女童，血中生長激素濃度卻落在該年齡層正常範圍，下列何者為最可能的致病原因？,腦下垂體前葉生長激素釋放激素（GHRH）受體結構缺損,生長激素受體結構缺損,腦下垂體前葉所分泌之體抑素（somatostatin）不足,動情素合成分泌功能缺損,B,,生理學,在這種情況下，儘管生長激素的濃度正常，但如果生長激素受體結構缺損，則會導致生長激素無法有效作用於目標組織，從而影響生長。因此，選項B是最可能的致病原因。
70,欲檢測人類腎上腺皮質之功能狀況，下列何種激素之血中濃度最具代表性？,皮質醇（cortisol）,皮質酮（corticosterone）,促腎上腺皮質激素（ACTH）,皮釋素（CRH）,A,,生理學,皮質醇是腎上腺皮質分泌的主要激素，對於調節代謝、免疫反應及應激反應具有重要作用。其血中濃度的變化能夠反映腎上腺皮質的功能狀況，因此被認為是最具代表性的激素。
71,下列何者促進血鈣濃度升高的能力最強？,calcitonin,parathyroid hormone,prolactin,oxytocin,B,,生理學,"副甲狀腺激素（parathyroid hormone, PTH）是主要調節血鈣濃度的激素，能促進骨骼釋放鈣、腎臟重吸收鈣及促進腸道吸收鈣，從而有效提高血鈣濃度。"
72,飯後胰島素明顯增加，相對而言，下列何種組織是其最主要的作用標的，以促使葡萄糖進入其細胞而降低血糖？,腎臟組織,大腦皮質,脂肪組織,小腸黏膜,C,,生理學,胰島素主要作用於脂肪組織、肌肉組織及肝臟，促進葡萄糖的攝取和儲存。脂肪組織是胰島素作用的重要標的，能有效降低血糖水平。
73,下列有關生殖生理功能和調控的敘述，何者最不適當？,"睪固酮（testosterone）抑制腦下垂體前葉（anterior pituitary）分泌黃體生成素（luteinizing hormone, LH）",抑制素（inhibin）抑制萊氏細胞（Leydig cell）分泌睪固酮（testosterone）,睪固酮（testosterone）促進Wolffian duct分化,"二氫睪固酮（dihydrotestosterone, DHT）促進前列腺（prostate）發育",B,,生理學,抑制素主要是由睪丸的支持細胞分泌，主要功能是抑制腦下垂體分泌FSH，而不是抑制萊氏細胞分泌睪固酮，因此選項B的敘述不正確。
74,下列何種蛋白質純化方法的專一性（specificity）最好？,親合力層析法（affinity chromatography）,離子交換層析法（ion-exchange chromatography）,膠體過濾層析法（gel filtration chromatography）,鹽析法（salting-out）,A,,生物化學,親合力層析法是基於分子間的特異性相互作用進行蛋白質的分離，具有最高的專一性，能夠有效地分離目標蛋白質而不影響其他蛋白質。
75,下列何種處理方法最容易破壞蛋白質結構中的雙硫鍵（disulfide bond）？,高溫（high temperature）,強酸（low pH）,加入還原劑（reducing agent）,,C,,生物化學,雙硫鍵是由兩個半胱氨酸殘基之間的硫原子形成的，加入還原劑可以有效地還原雙硫鍵，從而破壞蛋白質的三維結構。
76,將Michaelis-Menten equation轉型作成的雙倒數圖（double reciprocal plot），稱為Lineweaver-Burk plot，其方程式：1/V0=Km/(Vmax[S])+1/Vmax，由此雙倒數圖要如何求得Km？,X軸的截距為其Km,X軸截距的倒數為其Km,X軸截距的倒數乘以-1為其Km,Y軸截距的倒數乘以-1為其Km,B,,生物化學,在Lineweaver-Burk plot中，X軸的截距為-1/Km，因此X軸截距的倒數即為Km的值。這是酵素動力學中常用的計算方法。
77,Alanine aminotransferase可將丙胺酸（alanine）轉換為丙酮酸（pyruvate），下列何者是此轉胺作用（transamination）所需的輔酶？,NADPH,NADH,pyridoxal phosphate,thiamine pyrophosphate,C,,生物化學,轉胺作用需要輔酶pyridoxal phosphate（維生素B6的活性形式），它在反應中作為氨基基團的攜帶者，促進丙胺酸轉換為丙酮酸。
78,下列有關不同脂溶性vitamin性質與功能之敘述，何者錯誤？,vitamin D3作為類固醇激素，經代謝後可調節鈣和磷的體內平衡,vitamin D3可經由陽光照射皮膚中的7-dehydrocholesterol來生成,vitamin E具有抗氧化功能,vitamin K參與血液凝結及K+結合,D,,生物化學,雖然維生素K確實參與血液凝結，但它並不直接與K+結合。維生素K的主要功能是促進凝血因子的合成，這些因子在凝血過程中起著重要作用。
79,單股DNA的結構相當有彈性，可自我纏繞為多股的特殊構型以進行基因表達的調控。目前已知在端粒（telomere）鳥嘌呤（guanine）含量較高之單股DNA以下列何種結構穩定存在於細胞內？,雙股DNA結構,三股DNA結構,四股DNA結構,五股DNA結構,C,,生物化學,在端粒中，單股DNA可以形成四股結構（G-quadruplex），這種結構由多個鳥嘌呤（guanine）基因組成，具有穩定性並在基因調控中扮演重要角色。
80,輔酶coenzyme A結構中含有下列何種核苷酸？,尿嘧啶核苷酸（uracil nucleotide）,胞嘧啶核苷酸（cytosin nucleotide）,腺嘌呤核苷酸（adenine nucleotide）,鳥嘌呤核苷酸（guanine nucleotide）,C,,生物化學,輔酶A的結構中包含腺嘌呤核苷酸，這是其重要的組成部分。腺嘌呤核苷酸在輔酶A中提供了能量和化學反應的活性位點，對於脂肪酸的合成和代謝至關重要。
81,哺乳動物細胞中的DNA同源性重組（homologous recombination）過程，不需要下列何者？,BRCA1,MRN complex,RAD51,RAG1/2,D,,生物化學,在哺乳動物的DNA同源性重組過程中，BRCA1、MRN複合體和RAD51都是必需的因子，參與DNA的修復和重組。而RAG1/2主要參與淋巴細胞的基因重排，並不參與同源性重組。
82,大腸桿菌之Dam甲基化酶（Dam methylase）於DNA複製過程中的生物功能為何？,在尿嘧啶（uracil）上進行甲基化，轉變成胸腺嘧啶（thymine），進行DNA修復,在胞嘧啶（cytosine）上進行甲基化，轉變成5-甲基胞嘧啶（5-methylcytosine）,標記DNA，以作為DNA錯誤配對修復（mismatch repair）之模板股辨識,將胸腺嘧啶（thymine）上的甲基移除,C,,生物化學,Dam甲基化酶的主要功能是對DNA中的胞嘧啶進行甲基化，形成5-甲基胞嘧啶，這一過程對於DNA的錯誤配對修復至關重要。它標記了母鏈DNA，幫助修復系統識別正確的模板鏈。
83,光裂合酶（DNA photolyase）修復嘧啶二聚體（pyrimidine dimer）需要下列何種輔助因子（cofactor）？,輔酶A（coenzyme A）,還原型黃素腺嘌呤二核苷酸（FADH–）,"磷酸吡哆醛（pyridoxal phosphate, PLP）",輔酶Q（coenzyme Q）,B,,生物化學,光裂合酶利用還原型黃素腺嘌呤二核苷酸（FADH–）作為輔助因子，通過光能修復DNA中的嘧啶二聚體，這是一種由紫外線引起的DNA損傷。
84,下列有關細菌蛋白質初始合成（the initiation of protein synthesis）的敘述，何者錯誤？,fMet-tRNAfMet結合在核糖體（ribosome）的P位置,factor IF3可以結合在核糖體（ribosome）的30s subunit,mRNA之起始（5'）AUG，位於核糖體（ribosome）的A位置,factor IF1結合在核糖體（ribosome）的A位置,C,,生物化學,在細菌的蛋白質合成中，起始的AUG通常位於核糖體的P位置，而不是A位置。這是因為fMet-tRNAfMet首先結合在P位置，然後mRNA的AUG會引導下一個tRNA進入A位置。
85,許多抗生素的作用機轉為抑制細菌中的蛋白質轉譯。下列何者不是抑制蛋白質轉譯作用的抗生素？,四環黴素（tetracycline）,立汎黴素（rifampicin）,紅黴素（erythromycin）,鏈黴素（streptomycin）,B,,生物化學,立汎黴素主要作用於細菌的RNA聚合酶，抑制RNA的合成，而不是直接抑制蛋白質的轉譯。相對而言，四環黴素、紅黴素和鏈黴素都是已知的抑制蛋白質轉譯的抗生素。
86,下列何者具有異位調控蛋白（allosteric protein）的特性？,操縱子（operator）,抑制子（repressor）,啟動子（promoter）,誘導子（inducer）,B,,生物化學,抑制子是一種異位調控蛋白，能夠通過結合到特定的位點來改變其結構，從而影響基因的表達。這種調控機制在基因表達的調控中起著重要作用。
87,下列何者具有反轉錄酶（reverse transcriptase）之活性？,telomerase,hammerhead ribozyme,RNase P,RNA polymerase Ⅲ,A,,生物化學,端粒酶（telomerase）具有反轉錄酶的活性，能夠將RNA模板轉錄為DNA，這對於維持端粒的長度至關重要。其他選項不具備此功能。
88,下列有關pyruvate dehydrogenase（PDH）活性調控之敘述，何者錯誤？,NADH會抑制PDH活性,acetyl-CoA會抑制PDH活性,胰島素（insulin）會透過PDH phosphatase抑制PDH活性,ATP會透過PDH kinase抑制PDH活性,C,,生理學,胰島素通常會促進PDH的活性，而不是抑制。PDH的活性受到NADH和acetyl-CoA的抑制，而ATP則通過PDH激酶抑制其活性。
89,下列那兩種單醣分子互為變旋異構物（anomers）？,D-glucose和D-fructose,D-glucose和D-mannose,D-glucose和L-glucose,α-D-glucose和β-D-glucose,D,,生物化學,α-D-glucose和β-D-glucose是互為變旋異構物，因為它們在同一個碳原子上（通常是第一個碳）具有不同的立體化學配置。這種差異影響它們的化學性質和生物活性。
90,下列關於glucose在人類的紅血球中代謝的敘述，何者錯誤？,glucose代謝最終產物之一為lactic acid,pyruvate可轉化為acetyl-CoA進一步代謝,提供NADPH使glutathione保持還原狀態,glucose也可以利用pentose phosphate途徑代謝,C,,生物化學,在紅血球中，glucose的代謝主要是透過無氧呼吸進行，最終產物為乳酸（lactic acid）。選項B和D都是正確的，因為pyruvate可以轉化為acetyl-CoA，而glucose也可以透過pentose phosphate途徑代謝。選項C提到的NADPH的提供主要是由於pentose phosphate途徑，而不是直接由glucose的代謝產生，因此是錯誤的。
91,下列何者不是造成未治療的第一型（type 1）糖尿病病人有ketoacidosis的原因？,草醯乙酸（oxaloacetate）太低,酮體（ketone bodies）產生過多,檸檬酸循環（TCA cycle）加速進行,解脂作用（lipolysis）升高,C,,生理學,在未治療的第一型糖尿病中，因為胰島素缺乏，導致脂肪分解（lipolysis）增加，並且酮體的產生過多，這會導致酮酸中毒（ketoacidosis）。草醯乙酸的降低會影響檸檬酸循環的進行，但檸檬酸循環的加速並不是造成酮酸中毒的原因，因此選項C是正確的答案。
92,下列關於細胞膜（plasma membrane）的敘述何者正確？,大多數細胞膜含有百分之七十以上的蛋白質,膽固醇（cholesterol）普遍存在於細菌細胞膜中,膽固醇（cholesterol）普遍存在於人類細胞膜中,膽固醇（cholesterol）普遍存在於植物細胞膜中,C,,組織學,細胞膜的主要組成成分包括脂質和蛋白質。雖然膽固醇在動物細胞膜中是普遍存在的，但在細菌細胞膜中則不常見，且在植物細胞膜中幾乎不存在。因此，選項C是正確的，因為膽固醇確實普遍存在於人類細胞膜中。
93,下列有關膽固醇（cholesterol）的敘述，何者錯誤？,膽固醇可經由ω-oxidation產生能量,acetyl-CoA為膽固醇生合成的前驅物,膽固醇為維生素D生合成的前驅物,β-hydroxy-β-methylglutaryl-CoA（HMG-CoA）reductase的催化反應為膽固醇生合成的速率決定步驟,A,,生物化學,膽固醇的生合成主要是由acetyl-CoA開始，並且HMG-CoA還原酶是其生合成的速率決定步驟。選項A提到的ω-oxidation並不是膽固醇的代謝途徑，因此是錯誤的。膽固醇確實是維生素D的前驅物，這使得選項C正確。
94,"下列何種胺基酸可代謝產生丙酮酸（pyruvate）及硫化氫（hydrogen sulfide, H2S）？",甲硫胺酸（methionine）,半胱胺酸（cysteine）,絲胺酸（serine）,蘇胺酸（threonine）,B,,生物化學,半胱胺酸（cysteine）可以代謝產生丙酮酸和硫化氫（H2S），這使得它在生物體內具有重要的生理功能。其他選項中的胺基酸雖然也有其代謝途徑，但不會同時產生這兩種物質。
95,"下列何種胺基酸可代謝為神經傳導物質γ-胺基丁酸（γ-aminobutyric acid, GABA）？",麩胺酸（glutamate）,甲硫胺酸（methionine）,蘇胺酸（threonine）,丙胺酸（alanine）,A,,生物化學,麩胺酸（glutamate）是γ-胺基丁酸（GABA）的前驅物，透過脫羧反應轉化為GABA。這使得麩胺酸在神經系統中扮演著重要的角色，特別是在抑制性神經傳導中。其他選項中的胺基酸並不直接參與GABA的合成。
96,人類棕色脂肪組織（brown adipose tissue）中，thermogenin利用下列何種物質在粒線體內膜兩側的濃度差，做為產熱的能量來源？,ATP,氫離子（H+）,鈣離子（Ca2+）,鈉離子（Na+）,B,,生理學,棕色脂肪組織中的thermogenin是一種解偶聯蛋白，能夠利用氫離子（H+）在粒線體內膜兩側的濃度差來產生熱量。這一過程是非震顫產熱的主要機制，對於調節體溫和能量代謝具有重要意義。
97,Cyclin-dependent protein kinase（CDK）主要受下列何者抑制？,lamin,myosin,p21,retinoblastoma（Rb）protein,C,,生理學,Cyclin-dependent protein kinases（CDKs）是細胞週期調控的重要酶，主要受到p21的抑制。p21是一種細胞週期抑制因子，能夠與CDK結合，從而阻止其活性，這在細胞受到損傷或應激時特別重要。
98,人體中nitric oxide由NO synthase生成時，需要何種胺基酸參與反應？,天門冬醯胺（asparagine）,穀胺酸（glutamate）,精胺酸（arginine）,酪胺酸（tyrosine）,C,,生物化學,在人體中，nitric oxide（NO）是由NO synthase催化精胺酸（arginine）生成的。這一過程對於血管擴張和神經傳導等生理功能至關重要。其他選項中的胺基酸並不參與NO的合成。
99,"磷脂酶C（phospholipase C）水解phosphatidylinositol 4,5-bisphosphate（PIP2），直接產生的次級訊息傳遞者（second messenger）包括下列何者？",二醯基甘油（diacylglycerol）,磷脂醯肌醇（phosphatidylinositol）,cAMP,cGMP,A,,生物化學,磷脂酶C（phospholipase C）水解PIP2會產生二醯基甘油（diacylglycerol）和肌醇三磷酸（inositol trisphosphate），其中二醯基甘油是主要的次級訊息傳遞者。這一過程在細胞信號傳遞中扮演著重要角色，特別是在調節細胞內鈣離子濃度和其他生理反應中。
100,若要將兩個質體上的去氧核糖核酸（DNA）片段進行重組，下列何種酵素最可能被使用？,限制酶,核糖核酸聚合酶,反轉錄酶,多核苷酸激酶,A,,生物化學,限制酶是一種能夠特異性地切割DNA的酵素，通常用於基因重組技術中。這些酵素能夠識別特定的DNA序列並在該位置進行切割，從而使得不同來源的DNA片段可以被連接在一起，形成重組DNA。這一過程是分子生物學和基因工程中的基礎技術，因此在進行DNA重組時，限制酶是最常用的工具。
