id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
69,下列那兩個激素與甲促素具有相同的alpha 蛋白次單元？,生長激素與泌乳素,腎皮促素與濾泡刺激素,抗利尿激素與催產素,黃體生成素與人類絨毛性腺刺激素,D,,生理學,甲促素、黃體生成素和人類絨毛性腺刺激素都具有相同的alpha次單元，因此選項D是正確的。
70,當身體內外環境改變時，下列有關荷爾蒙分泌之敘述何者最不適當？,當血糖下降至40 mg/dL 時，腎上腺素（epinephrine）會大量分泌,受到壓力（stress）時，血漿中皮質素（cortisol）的分泌會增加,受到壓力時，會刺激下視丘的神經細胞分泌促腎上腺皮質素（ACTH）,晝夜節律（circadian rhythm）會參與調控促腎上腺皮質素（ACTH）的分泌,D,,生理學,晝夜節律確實會影響促腎上腺皮質素（ACTH）的分泌，但在身體內外環境改變時，腎上腺素和皮質素的分泌反應更為直接。因此，選項D的敘述最不適當。
71,下列何種分子功能缺失，最可能導致胰臟（pancreas）beta 細胞無法感應血糖增加，以致胰島素（insulin）分泌低落？,"葡萄糖運輸蛋白（glucose transporter-2, GLUT-2）",葡萄糖－鈣離子反向運輸蛋白（glucose-calcium antiporter）,葡萄糖－氯離子反向運輸蛋白（glucose-chloride antiporter）,葡萄糖－胺基酸共同運輸蛋白（glucose-amino acid cotransporter）,A,,生理學,GLUT-2是胰臟beta細胞中主要的葡萄糖運輸蛋白，負責將血糖進入細胞。若其功能缺失，beta細胞將無法感應到血糖的增加，導致胰島素分泌不足，因此選項A是正確答案。
72,有關兩側副甲狀腺切除後2～3 天內所造成的影響，下列何種情況最不可能發生？,血漿中磷濃度升高,神經肌肉興奮性下降,腸道鈣離子的吸收作用下降,血漿中鈣離子濃度下降,C,,生理學,副甲狀腺切除後，血漿中鈣離子濃度會下降，導致神經肌肉興奮性上升，而腸道鈣離子的吸收作用不會立即受到影響，因此選項C最不可能發生。
73,有關卵巢濾泡（follicle）的生長，下列敘述何者最不適當?,最早期的濾泡為原始濾泡（primordial follicle），至青春期才會開始發育形成初級濾泡（primary follicle）,初級濾泡的卵母細胞（oocyte）與顆粒細胞（granulosa cell）之間有透明帶（zona pellucida）形成,月經週期初期，數個濾泡生長，而後會選出一個優勢濾泡（dominant follicle），達到最後成熟的濾泡,濾泡凋零萎縮（atresia），在濾泡發育過程之各階段皆可能發生,A,,胚胎及發育生物學,原始濾泡在出生時就已存在，並不需要等到青春期才開始發育，因此選項A的敘述最不適當。
74,一條由12 個胺基酸形成的多肽（polypeptide）含有幾個胜肽鍵（peptide bond）？,9,10,11,12,11,,生物化學,一條由n個胺基酸組成的多肽會形成n-1個胜肽鍵，因此由12個胺基酸形成的多肽會有11個胜肽鍵。
75,下列何者對固有無序蛋白（intrinsically disordered proteins）特性的描述最適當？,在生理上大多沒有功能,缺乏一個確定的三維結構,主要由芳香族胺基酸組成,不會與其他蛋白質相互作用,B,,生物化學,固有無序蛋白的特性是缺乏穩定的三維結構，這使得它們能夠在不同的生理環境中發揮多樣的功能，因此選項B是正確的描述。
76,"當血紅蛋白（hemoglobin）與2,3-bisphosphoglycerate（2,3-BPG）結合時，會更易於形成下列何種四級結構？",R 狀態（R state）,T 狀態（T state）,A 形態（A form）,Z 形態（Z form）,B,,生理學,"2,3-BPG與血紅蛋白結合會促進其轉變為T狀態，這種狀態有助於釋放氧氣，因此選項B是正確答案。"
77,下列那一種維生素需要膽汁幫助吸收？,vitamin A,vitamin B6,vitamin B12,vitamin C,A,,生物化學,維生素A是一種脂溶性維生素，需要膽汁的幫助才能被有效吸收，因此選項A是正確的。
78,關於人類基因組的描述，下列何者錯誤？,人類基因組中，大部分基因被非編碼的內含子（intron）打斷，因而呈現不連續性,人類基因組中，超過40%的DNA 負責編碼蛋白質,人類基因組中約有一半由轉座子（transposon）組成,真核生物染色體中的著絲粒（有絲分裂紡錘體的附著點）和端粒（位於染色體末端）是具有特殊功能的重複DNA 序列,B,,生物化學,人類基因組中，實際上只有約1.5%的DNA負責編碼蛋白質，因此選項B的描述是錯誤的。
79,化療藥物5-fluorouracil 經酵素作用轉化成5-fluoro-2'-deoxyuridine 5'-monophosphate（FdUMP），會與下列何種酵素結合抑制DNA 合成？,黃嘌呤氧化酶（xanthine oxidase）,胺基甲醯磷酸合成酶Ⅱ（carbamoyl phosphate synthase Ⅱ）,腺苷脫胺酶（adenosine deaminase）,胸苷酸合成酶（thymidylate synthase）,D,,生物化學,5-fluorouracil轉化為FdUMP後，會與胸苷酸合成酶結合，抑制DNA的合成，因此選項D是正確的。
80,在抗體輕鏈（light chain）的生成過程中，V 區與J 區的重組以及J 區與C 區的重組分別是在那個層面上進行？,DNA；DNA,DNA；RNA,DNA；蛋白質,RNA；RNA,A,,生物化學,在抗體輕鏈的生成過程中，V區與J區的重組以及J區與C區的重組都是在DNA層面上進行的。這是因為抗體的基因重組過程涉及到DNA的剪接和重組，以產生多樣化的抗體結構，從而能夠識別不同的抗原。
81,愛滋病毒的基因體能夠快速變異，主要是因為病毒的何種特性？,隨機插入人類染色體,帶有特殊的DNA 水解酵素,反轉錄酶合成DNA 的精準度（fidelity）不佳,蛋白質水解酶無法精準切割合成的病毒蛋白,C,,生物化學,愛滋病毒的快速變異主要是由於其反轉錄酶的合成DNA的精準度不佳。這意味著在病毒複製過程中，會產生許多錯誤，導致基因體的變異，這使得病毒能夠逃避宿主的免疫系統和抗病毒藥物的攻擊。
82,在錯誤配對修復（mismatch repair）過程中，大腸桿菌是利用何種機制來標記模板股DNA，以作為DNA 修復辨識？,將胸腺嘧啶（thymine）上的甲基移除,在尿嘧啶（uracil）上進行甲基化，轉變成胸腺嘧啶（thymine）,在腺嘌呤（adenine）上進行甲基化,在胞嘧啶（cytosine）上進行甲基化,C,,生物化學,在大腸桿菌的錯誤配對修復過程中，模板股DNA的腺嘌呤會進行甲基化，這使得修復系統能夠識別出新合成的DNA鏈與模板鏈之間的差異，從而進行正確的修復。
83,假設在某種胺醯-tRNA 合成酶（aminoacyl-tRNA synthetase）基因發生突變時，雖不影響其催化活性，但對其識別tRNA 分子的專一性降低。這種突變最可能導致下列何種後果？,蛋白質合成效率增加，因為tRNA 分子可以攜帶多種胺基酸,蛋白質合成解碼過程中錯誤增加，導致功能異常的蛋白質產生,蛋白質合成停止，因為胺醯-tRNA 合成酶無法連接任何胺基酸,核糖體無法識別突變tRNA，導致tRNA 分子無法進入核糖體的A 位點，阻止轉譯進行,B,,生物化學,當胺醯-tRNA合成酶的專一性降低時，可能會導致錯誤的胺基酸被連接到tRNA上，這會在蛋白質合成過程中引入錯誤，從而產生功能異常的蛋白質，影響細胞的正常功能。
84,下列何者不是真核細胞RNA 聚合酶Ⅱ之TFⅡH 次單元所具有的生理功能？,三磷酸腺苷的水解（ATP hydrolysis）,轉錄前起始複合體的形成,具有去氧核糖核酸解旋酶（helicase）與激酶（kinase）的活性,轉錄作用的終止,D,,生物化學,TFⅡH次單元的主要功能包括ATP水解、轉錄前起始複合體的形成以及具有解旋酶和激酶的活性，但它不直接參與轉錄作用的終止。轉錄的終止是由其他因子和機制來完成的。
85,原核生物中，調控基因表現的操縱組（operon）其中操作子（operator）序列主要是由下列何種分子進行結合？,suppressor tRNA,miRNA,inducer,repressor,D,,生物化學,在原核生物中，操縱組的操作子序列主要是由抑制子（repressor）結合來調控基因的表現。抑制子可以阻止RNA聚合酶的結合，從而抑制基因的轉錄。
86,關於細菌色胺酸操縱組（trp operon）調控方式的敘述，下列何者最適當？,前導胜肽是一種催化轉錄衰減（transcription attenuation）的酵素,當色胺酸（tryptophan）水平較低時，trp operon 之轉錄作用在其結構基因被轉錄之前便衰減（attenuation）,前導胜肽在催化轉錄衰減（transcription attenuation）作用中，會直接和核糖核酸聚合酶結合並限制其移動,編碼前導胜肽的序列中包含的色胺酸密碼子會使得trp operon 的轉錄活性受到細胞中色胺酸（tryptophan）的含量所調控,D,,生物化學,細菌色胺酸操縱組的調控方式是透過前導胜肽的合成來調節轉錄活性。當色胺酸的濃度高時，前導胜肽中的色胺酸密碼子會促進轉錄衰減，從而降低trp operon的轉錄活性，這是一種負反饋調控機制。
87,下列何種代謝物其磷酸根，只經人體細胞一個代謝反應後，就可直接製造出ATP？,甘油磷酸（glycerol-3-phosphate）,6-磷酸葡萄糖酸內酯（6-phosphogluconolactone）,"果糖1,6-雙磷酸（fructose 1,6-bisphosphate）","1,3-雙磷酸甘油酸（1,3-bisphosphoglycerate）",D,,生物化學,"1,3-雙磷酸甘油酸是一種高能化合物，能夠在一個代謝反應中直接轉化為ATP。這是由於其磷酸根可以被轉移到ADP上，形成ATP，這一過程發生在糖解作用的最後階段。"
88,下列何者為結構型多醣（structural polysaccharide）而非儲存型多醣（storage polysaccharide）？,cellulose,amylose,amylopectin,glycogen,A,,生物化學,纖維素（cellulose）是一種結構型多醣，主要存在於植物細胞壁中，提供結構支持。而澱粉（amylose和amylopectin）及肝醣（glycogen）則是儲存型多醣，主要用於能量儲存。
89,細胞膜上包含甘油（glycerol）架構的複合性脂質為：,膽固醇（cholesterol）,磷脂膽鹼（phosphatidylcholine）,神經醯胺（ceramide）,神經鞘磷脂（sphingomyelin）,B,,生物化學,磷脂膽鹼是一種包含甘油架構的複合性脂質，廣泛存在於細胞膜中，並在細胞膜的結構和功能中扮演重要角色。膽固醇、神經醯胺和神經鞘磷脂則不以甘油為基礎結構。
90,NADPH 為脂質合成中提供還原能的重要來源，合成1 莫耳palmitate 需要幾莫耳的NADPH？,7,14,16,21,B,,生物化學,在脂質合成過程中，特別是合成棕櫚酸（palmitate），NADPH作為還原劑是必不可少的。合成1莫耳棕櫚酸需要14莫耳的NADPH，這是因為每個脂肪酸的合成過程中需要多次的還原反應來形成飽和脂肪酸。
91,關於血糖高低與脂質氧化代謝的調控機制，何者正確？,血糖低時，升糖素血中濃度上升，減少脂肪酸進入粒線體進行氧化,血糖高時，升糖素血中濃度上升，減少脂肪酸進入粒線體進行氧化,血糖高時，胰島素血中濃度上升，減少脂肪酸進入粒線體進行氧化,血糖低時，胰島素血中濃度上升，增加脂肪酸進入粒線體進行氧化,C,,生理學,在血糖高的情況下，胰島素的分泌會增加，這會促進脂肪酸的合成並抑制脂肪酸的氧化。因此，血糖高時，胰島素的濃度上升會減少脂肪酸進入粒線體進行氧化，這是因為胰島素促進了脂肪的儲存而非氧化。
92,在人體尿素代謝循環（urea cycle）過程中，下列何者論述最適切？,麩胺酸（glutamate）釋放出氨離子（NH4+）的代謝作用發生在肝臟粒線體（mitochondria）中，尿素（urea）的產生是在肝臟細胞質（cytosol）中進行,麩胺酸（glutamate）釋放出氨離子（NH4+）的代謝作用發生在肝臟過氧化體（peroxisome）中，尿素（urea）的產生是在肝臟的粒線體（mitochondria）中進行,麩胺酸（glutamate）釋放出氨離子（NH4+）和尿素（urea）產生的一連串代謝作用均在肝臟的粒線體（mitochondria）中進行。製造出的尿素（urea），主要經由囊泡（vesicle）運送機制至細胞外,麩胺酸（glutamate）釋放出氨離子（NH4+）和尿素（urea）產生的分解作用，一連串的代謝作用均在肝臟的過氧化體（peroxisome）中進行。製造出的尿素（urea），須經由內質網（endoplasmic reticulum）和囊泡（vesicle）共同運送機制至細胞外,A,,生理學,尿素循環是將氨轉化為尿素的過程，主要發生在肝臟中。麩胺酸釋放氨離子是在肝臟的粒線體中進行，而尿素的合成則在細胞質中進行。因此，選項A是正確的，因為它正確描述了這一過程的地點。
93,糖尿病患者或在飢餓狀態時會利用下列何種生酮胺基酸（ketogenic amino acid）代謝產生能量提供使用？,白胺酸（leucine）,精胺酸（arginine）,脯胺酸（proline）,麩胺酸（glutamate）,A,,生物化學,在飢餓狀態或糖尿病患者中，白胺酸是一種生酮胺基酸，能夠轉化為酮體以供能。這使得白胺酸在能量代謝中扮演重要角色，特別是在缺乏碳水化合物的情況下。
94,參與粒線體呼吸鏈（或稱電子傳遞鏈）的蛋白質複合體在傳遞電子的同時，也同時扮演氫離子幫浦（hydrogen pump）的角色。下列敘述何者正確？,complex Ⅰ會將4 個氫離子移轉到粒線體基質（matrix）,complex Ⅲ會將4 個氫離子移轉到粒線體基質（matrix）,complex Ⅲ會將4 個氫離子移轉到粒線體膜間腔（intermembrane space）,complex Ⅳ會將4 個氫離子移轉到粒線體膜間腔（intermembrane space）,C,,生理學,在粒線體的電子傳遞鏈中，複合體III（cytochrome bc1 complex）會將氫離子泵送到膜間腔，這是其在能量轉換過程中的一個重要功能。這個過程有助於建立跨膜的質子梯度，最終用於合成ATP。
95,"關於胰島素（insulin）訊息如何活化肝臟細胞的肝醣合成酶（glycogen synthase, GS）的活性，下列描述何者最合理？","造成肝醣合成激酶3（glycogen synthase kinase 3, GSK3）去磷酸化，提高GSK3 激酶活性，活化GS","造成肝醣合成激酶3（glycogen synthase kinase 3, GSK3）磷酸化，提高GSK3 激酶活性，活化GS","造成肝醣合成激酶3（glycogen synthase kinase 3, GSK3）去磷酸化，抑制GSK3 激酶活性，活化GS","造成肝醣合成激酶3（glycogen synthase kinase 3, GSK3）磷酸化，抑制GSK3 激酶活性，活化GS",C,,生理學,胰島素透過促進GSK3的去磷酸化來活化肝醣合成酶（GS）。這樣的作用會抑制GSK3的活性，從而促進肝醣的合成。這是胰島素在調節血糖水平中的一個重要機制。
96,下列有關蛋白激酶A（protein kinase A）活化的描述，何者正確？,需要cAMP 結合其R 次單元,需要cAMP 結合其C 次單元,需要鈣離子結合其R 次單元,需要鈣離子結合其C 次單元,A,,生物化學,蛋白激酶A（PKA）的活化需要cAMP結合到其調節（R）次單元，這會導致調節次單元與催化（C）次單元的分離，從而使得催化次單元活化並開始磷酸化底物。
97,Phosphoinositide 3-kinase（PI3K）主要以磷酸化細胞膜上的那一個分子來傳遞訊息？,Ras,PKC,PIP2,PKB,C,,生物化學,"PI3K主要通過磷酸化細胞膜上的PIP2（磷脂酰肌醇-4,5-二磷酸）來傳遞訊息，這一過程會生成PIP3（磷脂酰肌醇-3,4,5-三磷酸），進而激活下游的信號傳遞路徑。"
98,研究人員需要選殖（cloning）大片段的DNA 進行相關研究時，下列載體（cloning vector）何者可以承載最大的DNA 片段？,pBR322 質體（pBR322 plasmid）,"酵母菌人工染色體（yeast artificial chromosome, YAC）",噬菌體載體（phage vector）,"細菌人工染色體（bacterial artificial chromosome, BAC）",B,,生物化學,酵母菌人工染色體（YAC）能夠承載相對較大的DNA片段，通常可達到幾十萬到幾百萬個鹼基對，這使其成為選殖大型DNA片段的理想載體。
99,"在哺乳動物細胞中，RNA 干擾作用（RNA interference, RNAi）是由小干擾RNA（small interfering RNA, siRNA）所誘發，siRNA 一般由幾個核苷酸組成？",11～13,21～23,31～33,41～43,B,,生物化學,小干擾RNA（siRNA）通常由21到23個核苷酸組成，這一長度是其有效誘導RNA干擾的關鍵，能夠與目標mRNA特異性結合並促進其降解。
100,下列何種分析方法一般不適用於分析蛋白質與蛋白質之間的交互作用？,串接親和共純化（tandem affinity purification）,免疫共沉澱法（co-immunoprecipitation）,免疫組織化學染色法（immunohistochemical staining）,酵母菌雙雜交測定（yeast two-hybrid assay）,C,,生物化學,免疫組織化學染色法主要用於定位和可視化特定蛋白質在組織或細胞中的分佈，而不是用於分析蛋白質之間的交互作用。相比之下，串接親和共純化、免疫共沉澱法和酵母菌雙雜交測定都是專門設計用來研究蛋白質間相互作用的技術。因此，選擇C作為正確答案。
