id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
63,Which of the following correctly matches the cartilage type with its main structural feature?,Hyaline cartilage – abundant elastic fibers,Elastic cartilage – type I collagen dominance,Fibrocartilage – absence of perichondrium,Articular cartilage – highly vascularized tissue,C,,骨與軟骨生理學,薛元碩,
64,Which statement(s) is/are False?,Ceramics is a brittle material.,Tendon is a ductile material,Brittle material undergoes more plastic deformation before failure.,Stainless steel is a brittle material.,C,(A) Ceramics is a brittle material.→陶瓷杯摔到地板會碎即為brittle material的表現 (B) Tendon is a ductile material →tendon可以拉伸，具有延展性(ductility) (C) Brittle material undergoes more plastic deformation before failure.→brittle material 在超過彈性變形的極限(elastic limit)後，在經過”一小段”plastic deformation就會rupture；反之，ductile material 在超過彈性變形的極限(elastic limit)後，會進入一段不短的塑性變形(plastic deformation)才會rupture。 (D) Stainless steel is a brittle material.→不鏽鋼杯摔到地板只會凹進去，不會碎掉，所以不為brittle material，而是ductile material。,運動創傷及運動醫學,周伯禧,
65,Which of the following(s) may not be helpful in diagnosing Superior Labrum Anterior to Posterior Lesion (SLAP)?,MR-Arthrography.,Valgus Stress Test,O’Brien’s Test,Compression Rotation Test.,B,,運動創傷及運動醫學,周伯禧,
66,Motion analysis can be clinically applied in which of the followings?,Analysis of shoulder joint loading for tennis serve,Analysis of elbow joint loading during fall on the outstretched hand.,Gait Analysis in patients with osteoarthritis of the knee joint.,All of the above.,D,(A)手舉過肩的運動，如網球、棒球、排球、羽球都有可能出現 RCT的運動傷害（旋轉肌部分損傷甚至完全斷裂） (B)很多的骨科創傷來自跌倒、車禍等原因。跌倒時用手撐地上(outstretched hand)是上肢創傷（eg.手腕、肩膀、手肘）的重要因素 (C)正確,運動創傷及運動醫學,周伯禧,
67,The highest shoulder joint loading can occur on which of the time interval during pitching motion?,Winding phase,Late cocking & early acceleration phase,Deceleration phase,Follow through phase,B,,運動創傷與運動醫學,周伯禧,"The correct answer is B, as the late cocking and early acceleration phase is when the shoulder joint experiences the highest loading during pitching motion."
68,Which of the following statement(s) about ACL (Anterior Cruciate Ligament) injuries is/are false?,ACL injuries are frequently related to sports injuries,ACL tear with associated injuries is an indication for surgical treatment,Compression Rotation Test can detect ACL injuries,MRI is useful in diagnosing ACL injuries,C,compression rotation test 是測 SLAP 肩關節唇傷害,運動創傷與運動醫學,周伯禧,"The correct answer is C, as the Compression Rotation Test is not used to detect ACL injuries but rather SLAP lesions."
69,Valgus Extension Overload is probably the most common cause of elbow injury in baseball pitchers. It is not associated with:,lateral collateral ligament instability,osteochondral injuries of the radio-capitellar joint,ulnar nerve neuropathy,posterior elbow impingement.,A,(A)投球的stress主要在medial side，非lateral side,運動創傷與運動醫學,周伯禧,"The correct answer is A, as Valgus Extension Overload primarily stresses the medial side of the elbow, not the lateral side."
70,Which bone cannot be seen in X-ray Hand lateral view?,Cuboid,Lunate,Capitate,Trapezium,A,送分題，8塊腕骨沒有一塊叫 Cuboid,肌肉骨骼影像解剖學-上肢,林育全,"The correct answer is A, as the Cuboid bone is not one of the eight carpal bones visible in a lateral view of the hand."
71,"According to YCL method (CNRMT) interpreting a skeletal radiograph, which of the following belongs to Morphology (M)?",A calcified lesion over greater tubercle in X-ray Shoulder AP view,Dislocated radius and ulna in X-ray Elbow lateral view,An over-bowing radius in X-ray Forearm AP view,Additional middle phalanx and distal phalanx in X-ray Hand AP view,C,(C)over-bowing屬於Morphology,肌肉骨骼影像解剖學-上肢,林育全,"The correct answer is C, as an over-bowing radius is classified under Morphology in skeletal radiograph interpretation."
72,"According to YCL method (CNRMT) interpreting a skeletal radiograph, which of the following does not belong to Texture (T)?",A fracture line over greater tubercle in X-ray Shoulder AP view,A whiter lunate (increased density) in X-ray Wrist AP view,An osteolytic lesion over metaphysis of radius in X-ray Forearm AP view,A metal implant over distal radius in X-ray Wrist lateral view,D,金屬植入物屬於Category,肌肉骨骼影像解剖學-上肢,林育全,"The correct answer is D, as a metal implant is categorized differently and does not fall under Texture in skeletal radiograph interpretation."
73,Which of the following statements is incorrect?,"Vitamin D deficiency in adults may cause weakness, pain, or even no symptoms at all.",Bone lesions caused by vitamin D deficiency in adults are called rickets.,"Parathyroid adenoma or parathyroid hyperplasia can both lead to elevated parathyroid hormone levels in the body, which in turn affect bone structure.",Chronic renal failure can also affect bone metabolism.,B,,肌肉骨骼病理學,陳建亨,"The correct answer is B, as rickets is a condition that primarily affects children due to vitamin D deficiency, not adults."
74,"Regarding osteogenesis imperfecta, which of the following descriptions is incorrect?",Patients are unable to produce normal type I collagen.,It is associated with mutations in the COL1A1 gene on 17q21.3–q22 and the COL1A2 gene on 7q21.3–q22.,It is an autosomal dominant disorder that can be classified into four types.,"Due to the lack of normal type I collagen, patients’ irises may develop Lisch nodules.",D,(D) Lisch nodules最常見於Neurofibromatosis type 1(NF1),肌肉骨骼病理學,陳建亨,"The correct answer is D, as Lisch nodules are primarily associated with Neurofibromatosis type 1, not osteogenesis imperfecta."
75,"Regarding osteonecrosis (or avascular necrosis), which of the following descriptions is incorrect?",It is mostly caused by infection.,"It is associated with trauma, chronic alcohol abuse, or steroid use.","In patients with long-term alcohol abuse, osteonecrosis often occurs in the femoral head.","When it occurs, the medullary bone is often affected first, while the overlying cortical bone and cartilage cap remain unaffected for the time being, mainly due to differences in blood supply.",A,(A)主要是由非感染原因所造成。,肌肉骨骼病理學,陳建亨,"The correct answer is A, as osteonecrosis is primarily caused by non-infectious factors."
76,Which of the following descriptions about achondroplasia is incorrect?,It involves chromosome 4 and is inherited in an autosomal dominant pattern.,"Patients usually have shortened limbs, but normal spinal length.","During bone development, patients lack normal membranous ossification.",It is associated with an activating mutation of FGFR3.,C,遺傳模式：體染色體顯性遺傳，第4對染樂體突變 (4p16.3) 病理機轉：FGFR3基因發生活化突變 (activation mutation)，過度抑制軟骨內骨化 (C) 活化突變：讓原本的蛋白質變得「過度活躍」的突變 FGFR3主要功能是「適度的」抑制軟骨細胞增殖與骨骼生長速度，活化突變會使得FGFR3過度活化，造成骨骼無法正常伸長 主要影響長骨骨化的過程，膜內骨化不受影響 (C) 臨床表現 骨骼：四肢短小，軀幹正常 生育能力、致力、壽命皆正常,肌肉骨骼病理學,陳建亨,選項 C 是錯誤的，因為在骨發育過程中，患者缺乏正常的膜內骨化並不正確。實際上，FGFR3 的活化突變會影響軟骨內骨化的過程，而膜內骨化則不受影響。
77,"Regarding osteomyelitis, which of the following descriptions is incorrect?",Caused by bacterial infection through direct exposure or hematogenous spread.,"In children, it often occurs near the knee joint, while in adults it is more common in the foot.","In 5–10-year-old children, osteomyelitis near the metaphysis of long bones is most commonly caused by Escherichia coli.",Osteomyelitis of the maxillary bone and mandible is mostly associated with poor oral hygiene and dental caries.,C,選項 C 錯誤，因為小兒骨髓炎最常見的病原菌為金黃色葡萄球菌 (Staphylococcus aureus)，而非大腸桿菌 (Escherichia coli)。,肌肉骨骼病理學,陳建亨,選項 C 是錯誤的，因為在 5-10 歲的兒童中，骨髓炎的主要病原菌是金黃色葡萄球菌，而不是大腸桿菌。
78,"Regarding osteoporosis, which of the following descriptions is incorrect?","In humans, bone mass usually peaks around 25–35 years of age.","Patients’ trabeculae become smaller and thinner, failing to provide adequate structural support.",Steroid therapy can slow down the rate of bone loss.,"Lack of exercise, alcohol abuse, and vitamin D deficiency are possible causes.",C,,肌肉骨骼病理學,陳建亨,選項 C 是錯誤的，因為類固醇治療通常會加速骨質流失，而不是減緩其速度。
79,"Regarding soft tissue tumors, which of the following descriptions is incorrect?","When filling out a pathology submission form, in addition to correctly recording the anatomical location of the lesion, it is also best to describe the depth of the lesion at that site.","Most tumors are benign; malignant tumors are mostly sporadic, with only a few related to genetics.","Environmental risk factors include radiation, burns, and toxins.","Most malignant sarcomas have a simple karyotype with euploid chromosomes; these tumors often occur in young patients, and the tumor cells appear relatively uniform (monomorphic).",D,大多數（80%至 85%） 的惡性肉瘤屬於複雜核型（Complex karyotype），這些腫瘤通常是非整倍體（Aneuploid）或多倍體（Polyploid），好發於成人，且腫瘤細胞形態多樣（Pleomorphic）,肌肉骨骼病理學,陳建亨,選項 D 是錯誤的，因為大多數惡性肉瘤具有複雜的核型，而不是簡單的核型。
80,"The following tissues are generally classified as soft tissue, but which one is not included?",Adipose tissue.,Muscular tissue.,Vascular tissue.,Mucosal epithelium.,D,,肌肉骨骼病理學,陳建亨,選項 D 是正確的，因為黏膜上皮組織不屬於軟組織的分類。
81,Which of the following descriptions is incorrect?,"Lipomas usually have a capsule at the margin, clearly demarcated from surrounding tissues. Morphologically, they can be classified into conventional, fibrolipoma, angiolipoma, spindle cell lipoma, etc.","Liposarcomas commonly occur in the limbs or retroperitoneum, in locations closer to the skin and more superficial, making them easier to excise.","Liposarcomas can be further classified into atypical lipomatous tumor/well-differentiated liposarcoma, myxoid liposarcoma, and pleomorphic liposarcoma.",Pleomorphic liposarcomas are usually more aggressive and prone to distant metastasis.,B,脂肪肉瘤 (Liposarcoma) 常見於四肢近端或腹膜後 (retroperitoneum)，且位於深部 (deep part)，並非靠近皮膚或表淺部位。,肌肉骨骼病理學,陳建亨,選項 B 是錯誤的，因為脂肪肉瘤通常位於深部，而不是靠近皮膚或表淺部位。
82,Which of the following descriptions is incorrect?,A motor unit consists of a motor neuron and the muscle bundles it innervates.,"Type I muscle fibers perform aerobic exercise, allowing for prolonged contraction; they contain less intracellular fat and more glycogen. Type II muscle fibers perform anaerobic exercise, generating greater contraction force but with lower mitochondrial density. These two muscle types can convert into each other depending on reinnervation by different neurons.",The connective tissue surrounding a single skeletal muscle fiber is called the endomysium.,"If the motor neuron in a motor unit is impaired, causing pathology in its innervated muscle group, it is called neuropathic myopathy. The muscle shows features such as grouped atrophy and fiber type grouping.",B,"Type I muscle fibers perform aerobic exercise, allowing for prolonged contraction; they contain less intracellular fat and more glycogen. 這句描述中，前半段正確，但是 type I muscle fibers is higher in its lipid content and lower in its glycogen content.",肌肉骨骼病理學,陳建亨,選項 B 是錯誤的，因為 Type I 肌肉纖維實際上含有較高的脂質含量和較低的糖原含量。
83,Which of the following descriptions is incorrect?,Total muscle mass and maximal muscle strength peak in youth and gradually decline with age.,"If this decline occurs too rapidly, resulting in muscle mass and maximal strength falling below a certain standard, it is currently called sarcopenia.","Sarcopenia mainly affects daily activities and does not increase the risk of cardiopulmonary diseases; besides aging, it can also be caused by neurological disorders, lack of physical training, and obesity.","Using muscle strength as an indicator, men with a dominant-hand grip strength below 27 kg should be concerned about sarcopenia.",C,肌少症（Sarcopenia）的影響包括：跌倒、骨折、身體失能、死亡率，以及心臟疾病 (Cardiac dz)、呼吸系統疾病 (respiratory dz) 和認知障礙。因此，肌少症是會增加心肺疾病風險的。,肌肉骨骼病理學,陳建亨,選項 C 是錯誤的，因為肌少症會增加心肺疾病的風險，而不僅僅影響日常活動。
84,Which of the following statements is the most appropriate?,"Synovial sarcoma commonly shows t(X;18)(p11;q11), resulting in SS18-SSX1, SS18-SSX2, or SS18-SSX4 gene fusions.","Ewing sarcoma commonly shows t(11;22)(q24;q12) or t(21;22)(q22;q12), resulting in EWS-FLI1 or EWS-ERG gene fusions.","Alveolar rhabdomyosarcoma can show t(2;13)(q35;q14) or t(1;13)(p36;q14), resulting in PAX3-FOXO1 or PAX7-FOXO1 gene fusions.",All of the above descriptions are correct.,D,本題ＡＢＣ三個選項皆正確，就請記起來,肌肉骨骼病理學,陳建亨,選項 D 是正確的，因為所有選項 A、B 和 C 的描述都是正確的。
85,Which artery is the major blood supply to the hip joint?,Superior gluteal artery,Medial and lateral circumflex femoral arteries,Obturator artery,Femoral profunda artery,B,根據老師的slide，major blood supply to the hip joint 就是Medial and lateral circumflex femoral arteries 喔！,髖及膝關節功能解剖學,李忠祐,選項 B 是正確的，因為股骨的內外側旋動脈是髖關節的主要血供來源。
86,Which movement combination of the hip reproduces pain in piriformis syndrome during examination?,"Flexion, abduction, external rotation","Flexion, adduction, internal rotation","Extension, abduction, external rotation","Extension, adduction, internal rotation",B,,髖及膝關節功能解剖學,李忠祐,
87,"In the knee’s screw-home mechanism (open chain), during the last 20° of extension, the tibia:","Internally rotates, tightening cruciate ligaments","Externally rotates, tightening cruciate ligaments","Internally rotates, loosening cruciate ligaments","Externally rotates, loosening cruciate ligaments",B,screw home mechanism在knee extension最後的20度會向外旋轉至鎖定，同時使ACL/PCL繃緊，使tibia穩定。,髖及膝關節功能解剖學,李忠祐,
88,Which molecule is most directly associated with angiogenesis during fracture healing?,TNFα,IL-6,VEGF,BMP-2,C,老師上課特別強調,骨折的生物力學及癒合,劉文智,
89,Which of the following best characterizes secondary bone healing?,Requires absolute stability and osteonal remodeling,Occurs only in cortical bone,Involves both intramembranous and endochondral ossification,Leads to the direct formation of new osteons,C,(A) 需要絕對穩定性和骨單位重塑 (osteonal remodeling)： 這描述的是一期骨癒合 (Primary Healing) 。繼發性骨癒合要求相對穩定性 (Relative stability) 。 (B) 只發生在皮質骨 (cortical bone)：繼發性骨癒合是一種通用的癒合機制，在相對穩定的情況下發生。海綿骨 (Cancellous bone) 的癒合在發炎期後主要由膜內骨化主導，且不形成明顯的外部骨痂 ，但繼發性癒合並非只發生在皮質骨中。 (C) 涉及膜內骨化 (intramembranous) 和軟骨內骨化 (endochondral) 兩種過程 繼發性骨癒合，也被稱為間接骨癒合（透過骨痂形成），其特點是膜內骨化和軟骨內骨化共同作用 。 (D) 導致新骨單位 (osteons) 的直接形成：骨單位重塑 (Osteonal remodeling) 是一期骨癒合的核心過程 。繼發性骨癒合的初期是透過軟骨痂和硬骨痂的形成，最終的重塑階段才涉及骨單位的重組，但不是其直接或核心的形成機制。,骨折的生物力學及癒合,劉文智,
90,Which of the following statements about fracture biomechanics is TRUE?,Increased implant-bone contact improves bone perfusion,Relative stability allows micromotion at the fracture site,Reaming for intramedullary nails increases endosteal blood flow,Absolute stability encourages callus formation,B,"(A)larger implant-bone contact: reducing bone perfusion (C)reaming for intramedullary nails (IM nails): reduces endosteal blood flow (D)callus formation : relative stability 說明: 在骨折癒合的生物力學中有Primary/ Secondary healing, 其中 Secondary Healing 講義中提到 ●​ Indirect healing by callus formation ○​ Relative stability ○​ Both intramembranous and endochondral bone formation",骨折的生物力學及癒合,劉文智,
91,Which of the following statements about the sagittal band is correct?,It extends the middle phalanx during metacarpophalangeal joint (MCPJ) extension.,It attaches to the dorsal hood and stabilizes the lateral band.,It assists in proximal phalanx extension and stabilizes the extensor tendon at the MCPJ.,It allows distal interphalangeal joint extension when MCPJ is hyperextended.,C,Sagittal bands: ●​ attaches to the volar plate ●​ extend the P1 ●​ the extrinsic extensors can’t extend the P2 while MCPJ is hyperextended Also: ●​ Central slip extends the middle phalanx ●​ Triangular & Transverse reticular ligament stabilize the lateral band ●​ Terminal tendon allows DIP extension,手部、腕部骨骼功能解剖學,劉文智,
92,Which of the following is a secondary stabilizer of the distal radioulnar joint (DRUJ)?,Extensor carpi ulnaris tendon sheath,Dordsal radiocarpal ligament,Deep dorsal radioulnar ligament,Extensor retinaculum,A,以下為secondary stabilizer of the distal radioulnar joint (DRUJ)： ECU (extensor carpi ulnaris) tendon sheath 6th dorsal compartment (ECU) sub-sheath Deep head of pronator quadratus(PQ) Interosseous lig. Of the forearm(central band) Ulnotriquetral lig. Ulnolunate lig.,手部、腕部骨骼功能解剖學,劉文智,
93,Which nerve innervates the abductor pollicis muscle?,Radial nerve,Median nerve,Ulnar nerve,Anterior interosseous nerve,C,abductor pollicis brevis(APB)由median n.支配 abductor pollicis longus(APL)則由radial n.支配,手部、腕部骨骼功能解剖學,劉文智,
94,"Drugs that act on the central nervous system to induce skeletal muscle relaxation include the following drugs, except which one?",Central alpha-2 agonists,Depolarizing muscle relaxants,Tricyclic antidepressants,Antihistamines,B,,肌肉鬆弛劑之藥理學,程廣義,
95,botox ( clostridium botulinum) acting which of the following to induce muscle relaxation?,Gamma-aminobutyric acid (GABA) type B receptors,snare protein,Muscarinic receptors,Ligand-gated sodium channels,B,,肌肉鬆弛劑之藥理學,程廣義,
