id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
35,一位 80 歲女性因右上腹痛合併發燒，生化檢查顯示：total protein 6.8 g/dL，albumin 3.8 g/dL，ALT 200U/L，AST 100 U/L，alkaline phosphatase 300 U/L (正常值＜100 U/L)，γ-glutamyl transpeptidase 350U/L (正常值＜52 U/L)，total bilirubin 5 mg/dL，direct bilirubin 3.5 mg/dL。下列何者為最可能的診斷？,酒精性肝炎(Alcoholic hepatitis),肝臟膿瘍(Liver abscess),急性膽管炎(Acute cholangitis),脂肪肝(Fatty liver),C,,腹部常見症狀(含急性腹痛),王俊偉,這位80歲女性的症狀包括右上腹痛和發燒，並且生化檢查顯示總膽紅素和直接膽紅素均超出正常範圍，這符合急性膽管炎的特徵，特別是Charcot三聯徵（右上腹痛、發燒和黃疸）。酒精性肝炎通常會導致AST高於ALT，而肝臟膿瘍的症狀可能不會如此明顯。脂肪肝的症狀通常較輕微，因此最可能的診斷是急性膽管炎。
36,下列何選項為正確評估腹痛的臨床步驟？,病史詢問→抽血檢驗和影像學檢查→身體理學檢查→評估生命徵象,評估生命徵象→身體理學檢查→病史詢問→抽血檢驗和影像學檢查,評估生命徵象→病史詢問→身體理學檢查→抽血檢驗和影像學檢查,病史詢問→評估生命徵象→身體理學檢查→抽血檢驗和影像學檢查,C,,腹部常見症狀(含急性腹痛),王俊偉,在評估腹痛的臨床步驟中，首先進行病史詢問是至關重要的，因為病史能提供關於病因的初步線索。接著，進行身體理學檢查以評估病人的生命徵象，這有助於判斷病情的緊急程度。隨後，根據初步評估的結果，進行抽血檢驗和影像學檢查，以獲取更詳細的診斷信息。這一流程不僅能提高診斷的準確性，還能及時發現潛在的危險情況，從而為病人提供適當的治療。
37,有關食道疾患與其相關治療，下列的配對何者最正確?,refractory reflux esophagitis (藥物治療無效的已確診胃食道逆流) – laparoscopic Toupet fundoplication,Killian- diverticulum – laparoscopic diverticulectomy,Achalasia – McKeown esophagectomy with Heller myotomy,T1bN0M0 upper-third esophageal cancer – endoscopic submucosal dissection,A,,食道疾病,張博智,食道疾患的治療選擇取決於具體的病症及其嚴重程度。對於藥物治療無效的胃食道逆流，腹腔鏡下Toupet胃底成形術是一種有效的手術選擇，能夠改善症狀並減少逆流的發生。其他選項中，Killian憩室的治療不適合使用腹腔鏡，因為其位置和結構的特殊性；而Achalasia的手術選擇應為Heller肌肉切開術，而非McKeown食道切除術。對於早期的食道癌，內視鏡下黏膜切除術是合適的，但對於更深層的腫瘤則需要進行食道切除。
38,有關食道疾患與適當的食道檢查的配對，下列何者最不適宜?,Esophageal stenosis -食道攝影(esophagogram),Barrett’s esophagus -胸部顯影劑電腦斷層,Achalasia -食道壓力測定(esophageal high resolution manometry),Reflux esophagitis -食道酸鹼值監測 (Esophageal pH monitoring),B,,食道疾病,張博智,在食道疾患的檢查中，內視鏡檢查是診斷Barrett食道的金標準，因為它能直接觀察食道內部的變化並進行活檢。胸部顯影劑電腦斷層雖然可以提供一些結構性的信息，但無法有效評估食道的內部病變。其他選項中，食道攝影適合用於食道狹窄的評估，食道壓力測定對於Achalasia的診斷至關重要，而食道酸鹼值監測則是評估胃食道逆流的有效方法。
39,"以下哪些關於腹部影像的陳述,下列描述何者為誤？",升結腸是腹膜外間隙(extraperitoneal space)的器官,肝中靜脈(middle hepatic vein)將肝臟分為左、右肝葉,膽囊和下腔靜脈的連線將肝臟分為左、右肝葉,在膽囊右側的肝臟是 segment 6,D,,腹部影像解剖學,陳巧雲,在腹部影像學中，升結腸確實位於腹膜後，而肝中靜脈和膽囊與下腔靜脈的連線是肝臟解剖的重要參考。選項D的描述是錯誤的，因為在膽囊右側的肝臟實際上是segment 5，而不是segment 6。這一點在進行肝臟影像學評估時非常重要，因為正確的解剖知識對於診斷和手術計劃至關重要。
40,"以下哪些關於腹部影像的陳述,下列描述何者為誤？",腹主動脈的第二個大分支是腸系膜上動脈(superior mesenteric artery),胰腺分裂(pancreas divisum) 的病人容易罹患胰腺炎(pancreatitis),胰腺分裂(pancreas divisum) 可以分為 common 和 uncommon .,Magnetic resonance imaging (MRI) with MRCP(MR cholangiopancreatography)是診斷胰腺分裂(pancreas divisum) 的最佳影像學方,C,,腹部影像解剖學,陳巧雲,胰腺分裂是一種常見的胰腺解剖變異，通常分為完全型和不完全型，而不是common和uncommon。這種變異可能會導致胰腺炎的風險增加，因為胰液的排出可能受到阻礙。MRI和MRCP是診斷胰腺分裂的有效工具，能夠提供胰腺的詳細影像，幫助醫生做出正確的診斷。了解胰腺的解剖變異對於臨床診斷和治療至關重要。
41,"關於潰瘍性結腸炎（ulcerative colitis）,下列描述何者為誤？",Unknown etiology,Ulcers deep,Involve the rectum and extends proximally,It is a continuous mucosal involvement disease,B,,消化系統影像學：胃腸系統疾病診斷,陳巧雲,潰瘍性結腸炎是一種以淺層黏膜發炎為特徵的疾病，通常影響直腸並向上延伸。選項B的描述是錯誤的，因為潰瘍性結腸炎的潰瘍通常是淺層的，而克隆病則可能導致深層潰瘍。了解這些差異對於診斷和治療非常重要，因為潰瘍性結腸炎的治療通常集中在減少炎症和控制症狀，而克隆病的治療可能需要更積極的干預。
42,"關於胃腸道間質瘤（gastrointestinal stromal tumor, GIST）,下列描述何者為誤？",The radiological features cannot distinct from those of epithelial tumors (gastric cancer),"On contrast-enhanced CT images, most cases showed preserved well enhanced mucosal layer","Occasionally, small asymptomatic GISTs are discovered incidentally","The most common mesenchymal neoplasm of the GI tract, approximately 60%–70% are found in the stomach",A,,消化系統影像學：胃腸系統疾病診斷,陳巧雲,胃腸道間質瘤（GIST）是一種起源於腸道間質的腫瘤，通常在影像學上與上皮腫瘤（如胃癌）難以區分。選項A的描述是正確的，因為GIST的影像學特徵可能與其他腫瘤相似。其他選項描述了GIST的特徵，包括在對比增強CT影像中，GIST通常保留良好的黏膜層增強，並且小的無症狀GIST可能會偶然發現。了解這些特徵對於臨床診斷和治療至關重要。
43,關於膽管癌(cholangiocarcinomas)以下敘述何者正確？,膽管癌是最常見的肝膽原發性惡性腫瘤。,膽管癌中，肝外膽管癌(Extrahepatic cholangiocarcinomas) 的發生率遠低於肝內膽管癌。,膽管癌的症狀包括腹痛、黃疸、疲勞，食慾不振、體重減輕等等，或是毫無症狀。,大部分膽管癌的組織型態為 small cell carcinoma，少數是 adenocarcinoma。,C,,膽道腫瘤,魏鈺儒,膽管癌是一種相對少見但嚴重的惡性腫瘤，其症狀包括腹痛、黃疸、疲勞和食慾不振等。選項C的描述是正確的，因為這些症狀是膽管癌的典型表現。其他選項中，膽管癌的發生率和組織型態的描述不正確，肝外膽管癌的發生率實際上高於肝內膽管癌，而大多數膽管癌為腺癌，而非小細胞癌。了解這些信息對於早期診斷和治療至關重要。
44,關於膽囊癌以下敘述何者錯誤？,膽囊癌的五年存活率高達 90% 以上。,膽結石和膽囊瘜肉(polyps) 都是膽囊癌的風險因子之一。,"依照膽囊的結構，大部分的膽囊癌發生在 gallbladder fundus, 少數在 gallbladder neck。",膽囊癌臨床表現可能是腹痛、體重減輕等症狀。,A,,膽道腫瘤,魏鈺儒,膽囊癌是一種相對少見但預後不良的惡性腫瘤。選項A的描述是錯誤的，因為膽囊癌的五年存活率在晚期通常低於5%。膽結石和膽囊息肉確實是膽囊癌的風險因子，並且大多數膽囊癌發生在膽囊底部。臨床表現如腹痛和體重減輕也是常見的症狀。了解這些風險因子和預後信息對於早期診斷和治療至關重要。
45,有一名 72 歲女性患有腹部腫瘤，並接受了腫瘤切除，以下是病理切片的結果(包括正常組織與腫瘤部分)，請問你的診斷是什麼？,cholangiocarcinoma。,hepatocellular carcinoma。,gastrointestinal stromal tumor。,ductal adenocarcinoma。,D,,病理學實驗：肝膽胰病理,韋又菁,在診斷腹部腫瘤時，病理切片的結果至關重要。根據病理學的特徵，導管腺癌（ductal adenocarcinoma）是最常見的胰腺腫瘤，特別是在老年女性中。其他選項如膽管癌和肝細胞癌也可能出現，但根據病理切片的特徵，導管腺癌的診斷更為符合。了解這些腫瘤的病理特徵對於制定適當的治療計劃至關重要。
46,下圖四張病理圖片，請問何者是”perineural invasion”？,,,,,B,,病理學實驗：肝膽胰病理,韋又菁,Perineural invasion (PNI) 是指腫瘤細胞沿著神經的周圍進行擴散，這種現象在多種腫瘤中都可以觀察到，尤其是在胰臟癌和前列腺癌中。PNI 的存在通常與腫瘤的侵襲性和預後不良有關。透過病理切片的觀察，醫生可以判斷腫瘤是否已經侵犯到周圍的神經組織，這對於治療計劃的制定和預後的評估至關重要。
47,有一名 78 歲男性患有腹部腫瘤，並接受了腫瘤切除，以下是病理切片的結果，請問你的診斷是什麼？,Hepatocellular carcinoma,cholangiocarcinoma,Focal nodular hyperplasia,ductal adenocarcinoma,A,,病理學實驗：肝膽胰病理,韋又菁,"肝細胞癌（Hepatocellular carcinoma, HCC）是最常見的原發性肝癌，通常與肝硬化和慢性肝炎有關。病理切片的特徵包括肝小葉結構的破壞、肝細胞的異型性以及細胞核與細胞質比率的增加。根據題目中提到的病理特徵，特別是肝細胞層數的增加和N/C比率的升高，這些都是HCC的典型表現，因此診斷為HCC是合理的。"
48,下列有關 E 型肝炎之敘述，何者錯誤?,感染急性 E 型肝炎患者，大多數預後良好，極少數患者感染後可能併發猛爆性肝衰竭(fulminant hepatic failure),E 型肝炎病毒主要是經口糞途徑傳染，潛伏期約 36 週,E 型肝炎病毒 IgM 抗體(IgM anti-HEV)為診斷急性 E 型肝炎的血清標記,感染急性 E 型肝炎之患者會完全痊癒，只有少數免疫功能嚴重受損之患者會演變成慢性 E 型肝炎,B,,病毒性肝炎(I),張庭遠,E型肝炎病毒（HEV）主要透過口糞途徑傳播，通常在衛生條件不佳的地區流行。雖然大多數急性E型肝炎患者的預後良好，但潛伏期通常為2至9週，而非36週。這種誤解可能源於對其他肝炎病毒的潛伏期的混淆。急性E型肝炎的特點是大多數患者能夠完全康復，只有少數免疫功能受損的患者可能會發展為慢性肝炎。因此，選項B的描述是錯誤的。
49,"下列針對 C 型肝炎病毒感染治療成功之後，是否肝細胞癌仍會發生的描述, 何者為非？",經治療清除 C 型肝炎病毒之後，肝細胞癌發生率可以有效降低。,治療 C 型肝炎病毒當下的肝纖維化嚴重程度，與後續是否存在肝細胞癌發生風險無關。,經治療清除 C 型肝炎病毒之後，肝細胞癌仍有可能會發生。,治療前已經存在失代償肝硬化時，肝細胞癌發生風險仍非常高。,B,,病毒性肝炎(I),張庭遠,C型肝炎病毒（HCV）感染的治療成功後，肝細胞癌（HCC）的風險仍然存在，特別是在肝纖維化的程度較高的患者中。研究顯示，治療前的肝纖維化程度與後續HCC的發生風險密切相關。即使在成功清除病毒後，若患者存在失代償肝硬化，則HCC的風險仍然很高。因此，選項B的說法是錯誤的，因為肝纖維化的嚴重程度確實會影響HCC的風險。
50,下列關於 A 與 E 型肝炎敘述何者為非?,"A 型肝炎疫苗接種,需接種二劑疫苗, 時間分別為第 0 及 6 個月。","病患血清 IgM Anti-HAV 為陽性, 可診斷病患為急性 A 型肝炎感染。",A 型肝炎主要經血液體液途徑傳染。,"急性 E 型肝炎感染危險性低, 但孕婦感染其死亡率高達 20%。",C,,病毒性肝炎(II),張庭遠,A型肝炎（HAV）主要是透過糞口途徑傳播，而非血液或體液。這意味著不良的衛生條件和食物污染是主要的傳播途徑。A型肝炎疫苗接種的建議確實是接種兩劑，分別在第0和第6個月。IgM Anti-HAV的陽性結果是診斷急性A型肝炎的重要指標。至於E型肝炎，雖然急性感染的風險相對較低，但孕婦感染後的死亡率確實較高。因此，選項C的描述是錯誤的，因為A型肝炎的傳播途徑主要是糞口，而非血液。
51,下列有關 HDV 的描述，何者正確?,以長效型干擾素(pegylated interferon alpha-2a) 治療慢性 D 型肝炎目標是達到血清 D 型肝炎抗體消失。,D 型肝炎與 B 型肝炎相同，都是 RNA 病毒。,幾乎所有慢性 B 型肝炎病患都同時合併慢性 D 型肝炎感染。,長效型干擾素(pegylated interferon alpha-2a)同時用於治療 B 型與 D 型肝炎感染。,D,,病毒性肝炎(II),張庭遠,肝炎D型病毒（HDV）是一種依賴於B型肝炎病毒（HBV）存在的RNA病毒。治療慢性D型肝炎的主要目標是消除病毒，通常使用長效型干擾素（pegylated interferon alpha-2a）。雖然HDV感染通常與HBV感染同時發生，但並非所有慢性HBV患者都會合併HDV感染。選項D正確地指出了長效型干擾素的應用，這種治療方式對於同時感染HBV和HDV的患者是有效的。
52,下列關於慢性胃炎(Chronic gastritis) 的敘述哪幾項正確?,Type A chronic gastritis 發生的原因常跟 autoimmune/ genetic factors 有關且常在年紀較老時才發生,Type A chronic gastritis 因為容易造成 iron deficiency anemia ( IDA) 因此需補充 維他命 B12,在台灣 H. pylori 是慢性胃炎常見之病因之一,Type A chronic gastritis因為多呈低或無胃酸狀態，較一般人更易發生胃癌,B,,胃食道逆流性疾病及胃炎,郭昭宏,慢性胃炎是一種常見的消化系統疾病，主要分為A型和B型。A型慢性胃炎通常與自身免疫或遺傳因素有關，且多發於年長者。這種情況下，胃酸分泌可能減少，導致維他命B12的吸收不良，進而引發惡性貧血，而非缺鐵性貧血。H. pylori感染則是B型慢性胃炎的主要病因之一，且在台灣相當普遍。了解這些差異對於診斷和治療慢性胃炎至關重要。
53,下列有幾項屬於逆流性食道炎之加重因子?,poor esophagus motor function,Hypertensive lower esophagus sphincter,decreased intra-abdominal pressure,Beta-adrenergic agonists user,C,,胃食道逆流性疾病及胃炎,郭昭宏,逆流性食道炎（GERD）是一種由於食道下端括約肌功能不全或其他因素導致胃內容物反流至食道的疾病。其加重因子包括食道運動功能不良、橫隔膜疝氣等。Hypertensive lower esophagus sphincter的描述應為Hypotensive，因為低張力的括約肌更容易導致逆流。此外，腹內壓的增加也會加重症狀。了解這些因子有助於制定有效的治療方案。
54,有關這名患者的初步診斷和處置，以下何者較不適當？,確認患者無懷孕可能後，安排電腦斷層，以便更進一步了解病況。,診視患者並施作理學檢查。,診斷為急性闌尾炎直接安排手術。,詢問患者近期經期變化情形，並照會婦產科醫師共同評估。,C,,急性闌尾炎、大腸傷害及腸系膜疾病,陳彥成,在急診中，對於懷疑急性闌尾炎的患者，初步的處置應包括詳細的病史詢問和理學檢查，以排除其他可能的診斷。直接安排手術而不進行必要的檢查和評估是不適當的，因為這可能導致不必要的手術風險。確認患者的懷孕狀況和進行影像學檢查是必要的步驟，以確保診斷的準確性和患者的安全。
55,請問下列何項理學檢查，並非用於診斷急性闌尾炎？,McBurney’s point。,Murphy's sign。,Rovsing’s sign。,Obturator sign。,B,,急性闌尾炎、大腸傷害及腸系膜疾病,陳彥成,急性闌尾炎的診斷通常依賴於多種理學檢查，包括McBurney's point、Rovsing’s sign和Obturator sign等，這些檢查能夠幫助醫生評估腹部的疼痛和壓痛情況。然而，Murphy's sign主要用於診斷急性膽囊炎，因此不適用於急性闌尾炎的診斷。了解這些檢查的適用性對於正確診斷和治療至關重要。
56,有關其致病機轉，下列敘述何者為非？,根據血管型態可分為 arterial or venous disease,如為血栓造成缺血，根據其機轉可分為 embolus or thrombosis,如為血管本身退化或病變，造成血流供應不佳屬於 Non-occlusive mesenteric ischemia,因外力壓迫腸道血管，如腸絞扼(strangulation)造成的缺血，也算是一種 Acute Mesenteric Ischemia。,D,,急性闌尾炎、大腸傷害及腸系膜疾病,陳彥成,急性腸系膜缺血是一種由多種原因引起的病理狀態，通常可分為動脈性或靜脈性疾病。血栓造成的缺血可進一步細分為栓塞或血栓形成。Non-occlusive mesenteric ischemia是指血管本身的退化或病變導致的血流不足。腸絞扼造成的缺血雖然是急性腸系膜缺血的一種情況，但其機轉與上述分類有所不同，因此選項D的描述為非。
57,對於這位患者接下來的治療處置，下列何者最為適當？,切除壞死腸段，進行腸吻合。,"切除壞死腸段，並進行腸吻合，但將末端迴腸(terminal ileum)拉至體表, 做一糞便分流的保護性腸造口。",以溫熱(38℃)生理實驗水浸泡腸段，嘗試恢復其活性，不切除腸段並關閉傷口。,聯絡心臟血管內科醫師，執行術中血管攝影，找到血栓並移除，恢復腸道血液循環，避免腸段切除。,A,,急性闌尾炎、大腸傷害及腸系膜疾病,陳彥成,在面對腸道缺血及壞死的情況下，最適當的處置是切除壞死的腸段並進行腸吻合。這是因為腸壁的壞死通常是不可逆的，必須及時處理以防止進一步的併發症。選擇腸造口或嘗試恢復腸道活性並不適合，因為這樣的措施無法解決已經發生的壞死問題。及時的手術介入對於患者的預後至關重要。
58,下列何者為是?,為了方便觀察清楚，腹部超音波檢查建議使用 10MHz 的探頭。,A 已知為 aorta vessel。在白色箭頭指出顯示為 Comet tail signs (+)，代表超音波有偵測到 stone 的表現。,黑色箭頭指出顯示為 Posterior acoustic enhancement (+)，代表無回聲的(anechoic) 肝水泡 (simple cyst) 的表現?,白色箭頭指出顯示為超音波肝臟分頁 S1,D,,消化系超音波學,王志文,在腹部超音波檢查中，使用的探頭頻率通常在1.5到3.75 MHz之間，10MHz的探頭並不常用於腹部檢查。Comet tail signs和Posterior acoustic enhancement是超音波影像中常見的現象，前者通常與氣泡或結石有關，而後者則是無回聲囊腫的特徵。選項D提到的肝臟分頁是超音波檢查中可見的正常解剖結構，因此是正確的選擇。
59,請問下列何者為最有可能之診斷。,脂肪肝合併偽腫瘤(pseudotumor),肝癌 (hepatoma),血管瘤(hemangioma),偽脾腫大(Beaver tail“of liver),A,,消化系超音波學,王志文,在這位有糖尿病和高血脂病史的患者中，肝指數異常上升且超音波檢查顯示脂肪堆積，最有可能的診斷是脂肪肝合併偽腫瘤。偽腫瘤並不是真正的腫瘤，而是由於脂肪堆積而形成的影像學表現。這種情況在代謝綜合症患者中相對常見，及早診斷和管理對於預防進一步的肝臟損傷至關重要。
60,下列何種檢查可以定量肝臟硬度?,超音波彈力影像 Ultrasound elastography,都普勒超音波 Doppler ultrasound,電腦斷層攝影 Computed tomography,T2 加權磁振造影 T2-weighted MRI,A,,消化系統(肝膽胰)放射線學,郭禹廷,超音波彈力影像（Ultrasound elastography）是一種新興的影像學技術，能夠通過測量組織的彈性來定量肝臟硬度。這項技術對於評估肝臟纖維化的程度非常有用，因為肝臟硬度的增加通常與肝纖維化或肝硬化有關。相比之下，其他檢查如都普勒超音波、電腦斷層攝影和磁共振成像則無法提供肝臟硬度的定量數據，因此超音波彈力影像是最合適的選擇。
61,"有關肝癌 (hepatocellular carcinoma, HCC) 的影像學表現，下列何者錯誤?",動脈相電腦斷層影像呈現影像強度增強 hyperdense in the arterial phase of contrast-enhanced CT,動脈相磁振造影影像呈現影像強度增強 hyperintense in the arterial phase of contrast-enhanced MRI,擴散加權磁振造影影像呈現影像強度降低 hypointense on the high-b diffusion-weighted images,"門脈相及肝膽相磁振造影影像呈現影像強度降低 hypointense in the portal, hepatobiliary phase of contrast-enhanced MRI",C,,消化系統(肝膽胰)放射線學,郭禹廷,"肝癌（hepatocellular carcinoma, HCC）的影像學表現通常在動脈相的CT和MRI中呈現影像強度增強，這是因為腫瘤組織通常會在動脈相中吸收對比劑。擴散加權磁振造影影像的強度通常會在HCC中呈現增強，而非降低，因此選項C的描述是錯誤的。了解這些影像學特徵對於早期診斷和治療肝癌至關重要。"
62,磁振造影和電腦斷層比較時，下列何者不是磁振造影獨有的優勢?,可做對比劑注射後的動態掃描,有肝臟組織特異對比劑可使用,有擴散加權影像,無游離輻射，並有較好軟組織對比,A,,消化系統(肝膽胰)放射線學,郭禹廷,磁振造影（MRI）和電腦斷層（CT）各有其優勢，但在某些方面，MRI並不具備獨特的優勢。選項A提到的動態掃描，CT也能進行，因此並非MRI獨有的優勢。MRI的優勢在於其能夠提供更好的軟組織對比，並且不涉及游離輻射，這對於需要多次檢查的患者來說是非常重要的。選項B和C則是MRI的特點，特別是肝臟組織特異對比劑的使用，這使得MRI在肝臟病變的檢查中更具優勢。選項D提到的無游離輻射也是MRI的一大優勢。因此，正確答案是A，因為這並不是MRI獨有的優勢。
63,免疫力低下病患，影像檢查時呈現肝臟及脾臟發現多發性小靶心 (small target) 病灶，最有可能的診斷為?,肝癌,細菌性肝膿瘍,阿米巴肝膿瘍,黴菌感染,D,,消化系統(肝膽胰)放射線學,郭禹廷,在免疫力低下的患者中，出現肝臟及脾臟的多發性小靶心病灶通常提示著某種感染或腫瘤的可能性。根據臨床經驗，黴菌感染在這類患者中較為常見，特別是當他們的免疫系統受到抑制時。肝癌和細菌性肝膿瘍通常會呈現不同的影像學特徵，而阿米巴肝膿瘍則相對少見。因此，選擇D作為最有可能的診斷是合理的，因為黴菌感染在免疫抑制患者中是常見的病因之一。
64,有關減重手術(bariatric surgery)的描述，下列何者為是？,是治療重度肥胖(severe obesity)最有效率的方式，其兩年的總體重減輕 (total weight loss)普遍可達50%,可有效治療第二型糖尿病、非酒精性脂肪肝和肥胖型阻塞性睡眠呼吸中止症,目前全世界主流的減重手術是胃袖狀切除手術(sleeve gastrectomy surgery)，缺點是容易造成胃食道逆流和腸阻塞或腹內疝氣(internal hernia),其減重機制乃是藉由腸胃道吸收不良(mal-absorption)來達到降低熱量的效果，食量限制(restriction)的胃容量縮減部分處置則不一定要執行,B,,微創手術之最新進展(含胃減重手術),張博智,減重手術是一種有效的治療重度肥胖的方法，尤其對於那些無法通過傳統方法（如飲食和運動）成功減重的患者。選項B指出，這類手術不僅能有效減輕體重，還能改善與肥胖相關的疾病，如第二型糖尿病和非酒精性脂肪肝。雖然選項A提到的50%的減重效果在某些情況下可能成立，但實際上，許多患者在手術後的兩年內能夠減輕70%以上的體重。選項C和D則提到的手術風險和機制，雖然有其正確性，但並不影響選項B的正確性。因此，選擇B作為正確答案是合理的。
65,有關腹腔鏡微創手術操作的描述，下列何者為是？,單孔腹腔鏡手術的優勢除傷口美觀較佳外，所需的二氧化碳氣腹 pneumoperitoneum 壓力可以再降低至 10 mmHg 以下,腹腔鏡 Pneumoperitoneum 下，以 Reverse Trendelenberg 擺位可緩解呼吸道阻力增加之情形,若用機器人手臂來執行腹腔鏡手術，其安全性大增且學習曲線較短，適合新進人員使用而無須相關課程輔助即可讓操作者快速上手,在使用 pneumoperitoneum 當下，血壓會上升且顱內壓會上升,B,,微創手術之最新進展(含胃減重手術),張博智,腹腔鏡微創手術的操作技術不斷進步，選項B提到的Reverse Trendelenberg擺位確實能有效減少呼吸道阻力，這對於患者的呼吸功能至關重要。選項A提到的單孔腹腔鏡手術的壓力問題，實際上，二氧化碳氣腹的壓力通常不會低於15 mmHg，因此這一選項是錯誤的。選項C雖然提到機器人手臂的優勢，但實際上，這類技術仍需要相應的培訓和經驗，並非所有新進人員都能迅速上手。選項D則是錯誤的，因為在使用pneumoperitoneum時，血壓通常會下降，而顱內壓可能會上升。因此，正確答案是B，因為它符合臨床實踐的現實情況。
66,Where do you think the metallic stent being mainly placed? 您認為金屬支架主要放置在哪裡？,Common hepatic artery 肝總動脈,Main portal vein 主門靜脈,Extrahepatic biliary tract 肝外膽道,Duodenum bowel 十二指腸,C,,消化系統介入性放射線學,石明誠,金屬支架的主要用途是用於改善膽道的通暢性，特別是在膽道阻塞的情況下。選項C提到的肝外膽道是金屬支架最常見的放置位置，因為這裡的阻塞可能導致嚴重的併發症，如膽汁滯留和感染。選項A和B雖然也涉及肝臟的血管結構，但金屬支架的主要功能是解決膽道問題，而非血管問題。選項D的十二指腸則不是金屬支架的主要放置位置。因此，選擇C作為正確答案是合理的，因為它符合金屬支架的臨床應用。
67,"According to the right ( mark as 1) pre and left ( label 2) post interventional radiology treatment images, where do you think the embolization lipiodol dense material retained , except for (中文題目：根據右（標記為 1）介入放射治療前和左（標記為 2）介入放射治療後影像，您認為栓塞碘油緻密物質保留在哪裡，除了：）",right portal vein 右門靜脈,右肝動脈 right hepatic artery,右肝實質 right hepatic cellular parenchyma,common bile duct 膽道總管,D,,消化系統介入性放射線學,石明誠,在介入放射治療中，栓塞碘油的使用是為了阻止血流到特定的腫瘤或病變區域。根據影像學的比較，選項D提到的膽道總管並不是栓塞碘油的主要保留位置，因為碘油的流向通常是向肝臟內部流動，而不是流向膽道。選項A的右門靜脈因為其流向特性也可以排除。選項B和C則是可能的保留位置，但根據影像的比較，選擇D作為正確答案是合理的，因為在影像中未顯示出膽道的碘油保留。
68,下列有關肝臟移植的敘述，何者為正確？,移植後，輸血的血品必須 irradiation 主要是為預防 CMV (cytomegalovirus) infection。,一肝癌患者 ，其符合 UCSF criteria，但影像上有 splenic vein 的 benign thrombosis，則其不可接受活體肝臟移植。,"在肝臟移植一年後，病人最可能的感染源為其 latent infection(relapsed, residual, opportunistic)的activation。",一肝癌患者，其符合 Milan's criteria，但因六個月前診斷出有 Duke’s A colon cancer，在當時接受 right hemicolectomy，今天有一個腦死病人捐出肝臟，則此肝癌病人，仍可列入分配排序名單中。,D,,肝臟移植,張文燦,肝臟移植是一個複雜的過程，涉及多種考量因素。選項D提到的情況符合Milan標準，這是評估肝癌患者是否適合接受移植的重要指標。即使患者有Duke’s A結腸癌的病史，只要符合Milan標準，仍然可以列入肝臟移植的分配名單。選項A提到的輸血必須irradiation主要是為了預防EBV感染，而非CMV。選項B則錯誤地認為splenic vein的良性血栓會影響移植資格。選項C提到的感染源也需要根據時間進行評估，因此選擇D作為正確答案是合理的，因為它符合臨床實踐的標準。
69,下列有關肝臟移植的敘述，何者為正確？,為減少術後的 Antibody-mediated rejection 的發生，在 ABO 血型 incompatible 的肝臟移植，目前建議在手術中，例行施以 splenectomy 以減少 B-cell 產生的 antibody。,一肝癌患者，肝臟有三顆肝癌，其直徑大小分別是在 S2 4.8cm，S5 2.2cm，S8 1.0cm，三顆直徑總和為 8.0cm，則其可接受活體肝臟移植。,Cyclosporine 及 Tacrolimus 是 calcineurin inhibitor 主要作用在 T-cell 的 signal 2 pathway，抑制 interleukin-2 的產生。,由於肝臟 bile duct 的 epithelium cell 亦具有 ABO antigen，因此 ABO incompatible 肝臟移植，其 bile duct complication 的機率，一般而言，是較 ABO identical 或 compatible 者為高。,D,,肝臟移植,張文燦,肝臟移植是一項複雜的手術，涉及多種免疫學和生理學的考量。選項D指出，ABO不相容的肝臟移植中，由於肝臟的膽管上皮細胞也表達ABO抗原，因此這類移植的膽管併發症風險較高。這是因為在ABO不相容的情況下，受者的免疫系統可能會對供者的膽管細胞產生免疫反應，導致膽管炎或膽管狹窄等問題。這一點在臨床上是非常重要的，因為它影響到移植後的預後和患者的生活質量。
70,有關胰臟癌下列敘述何者正確?,由胰臟組織中 islet cells 衍生出來的 endocrine tumor 占大多數,新生糖尿病(new-onset diabetes)的發生被列為是 risk factor 之一,從胰臟尾部長出的胰臟癌常見的初始症狀是黃疸(jaundice),CA19-9 在臨床上常被認為是很好的篩檢檢查項目,B,,胰臟腫瘤及傷害,王森稔,胰臟癌是一種致命的腫瘤，其早期診斷和治療至關重要。選項B提到的新生糖尿病是胰臟癌的一個重要風險因素，因為胰臟腫瘤可能影響胰島素的分泌，導致血糖控制不良。這一點在臨床上值得注意，因為許多胰臟癌患者在診斷前會出現新發的糖尿病症狀。這使得醫療人員在評估高風險患者時，應該考慮到糖尿病的出現，並進行進一步的檢查以排除胰臟癌的可能性。
71,有關胰漏(Postoperative pancreatic fistula; POPF)下列敘述何者錯誤?,常發生在胰臟手術之後,Whipple procedure 後若發生 POPF，其衍生出的出血常是因為 splenic artery 發生pseudoaneurysm 破裂所致，死亡率極高,相關的危險因子包括胰臟組織過軟以及胰管過細等,發生胰漏的病人也可能因為發生 sepsis 而死亡,B,,胰臟腫瘤及傷害,王森稔,胰漏是胰臟手術後的一種常見併發症，特別是在進行Whipple手術後。選項B提到的出血原因是錯誤的，因為實際上，Whipple手術後的出血通常與胃十二指腸動脈（GDA）有關，而不是脾動脈的假性動脈瘤。這一點在臨床上非常重要，因為了解正確的出血來源可以幫助外科醫生在術後及時處理併發症，從而降低患者的死亡率。
