id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
65,Which statement about Lambert-Eaton syndrome and myasthenia gravis is correct?,Lambert-Eaton syndrome is commonly associated with small cell lung cancer as a paraneoplastic syndrome.,The symptoms of Lambert-Eaton syndrome can be temporarily alleviated using cholinesterase inhibitors.,"In myasthenia gravis, repetitive stimulation of muscle contractions can temporarily relieve associated symptoms.",Autoimmune antibodies in myasthenia gravis patients block calcium ion entry into nerves.,A,Lambert-Eaton syndrome is indeed associated with small cell lung cancer.,肌肉骨骼病理學,陳建亨,"The correct statement is A, as Lambert-Eaton syndrome is associated with small cell lung cancer, while the other statements are incorrect regarding their respective conditions."
66,Which statement is incorrect?,A motor unit consists of a motor neuron and the muscle bundles it innervates.,"Type I muscle fibers are engaged in aerobic exercise and sustain contractions for longer periods; they have less intracellular fat and more glycogen. Type II muscle fibers are involved in anaerobic exercise, generating greater force, but they have lower mitochondrial density. These muscle types can convert due to different nerve reinnervation.",The connective tissue covering a skeletal muscle fiber is called endomysium.,"If a motor unit’s motor neuron is affected, causing muscle group it innervates to experience pathological changes, it is termed neuropathic myopathy. Features include grouped atrophy and fiber type grouping.",B,Type I muscle fibers actually have more fat and less glycogen than Type II fibers.,肌肉骨骼病理學,陳建亨,"B is incorrect because it misrepresents the lipid and glycogen content of Type I and Type II muscle fibers. Therefore, the correct answer is B."
67,Which myositis-specific autoantibody is the most highly associated with malignancy?,Anti-TIF1 autoantibody,Anti-Mi-2 autoantibody,Anti-SRP autoantibody,Anti-Jo1 autoantibody,A,Anti-TIF1 autoantibody is the most associated with malignancy.,皮肌炎及硬皮症及IgG4相關性疾病,歐燦騰,"Anti-TIF1 autoantibody is indeed the most strongly linked to malignancy among the options, making A the correct answer."
68,"Mr. Wang is 48-year-old teacher and has smoking for 20 years. He suffered from skin rash without pruritus on his scalp, face and anterior neck for more than 6 months. He consulted several dermatologists but no definite diagnosis was told. In recent one month, pain, stiffness and swelling of fingers of both hands developed. Skin papules on knuckles of both hands appeared. He feels exertional dyspnea and cough with scanty sputum become more severe. Then he consulted chest Dr. and chest X-ray revealed increased infiltrations of both lower lungs. Laboratory data showed positive rheumatoid factor, anti-nuclear antibody: 1:160 and positive anti-MDA5 autoantibody. Hence dermatomyositis with Interstitial lung fibrosis was suspected. Which statement is wrong about evaluation and treatment of his dermatomyositis?",The prognosis of dermatomyositis with positive anti-MDA5 autoantibody is very good. So he does not need aggressive immunosuppressive drugs.,Arrange high resolution chest CT for his lung lesions.,Arrange lung function test and diffusion capacity of carbon monoxide (DLCo) examination to evaluate his lung function.,High dose steroid treatment is indicated for his dermatomyositis and he must quit smoking.,A,"The prognosis for dermatomyositis with positive anti-MDA5 autoantibody is poor, necessitating aggressive treatment.",皮肌炎及硬皮症及IgG4相關性疾病,歐燦騰,"A is incorrect because the prognosis for dermatomyositis with positive anti-MDA5 autoantibody is poor, and aggressive treatment is often required."
69,Which myositis-specific autoantibody is linked with statin associated inflammatory myopathy?,Anti-TIF1 autoantibody,Anti-HMGCR autoantibody,Anti-NXP2 autoantibody,Anti-SAE autoantibody,B,根據老師口述的內容，請參考以下：可知本題答案應為B。提醒學弟妹：抗HMGCR抗體與肌肉病變的關聯那是剪不斷理還亂的，到各位到了block 9 他還會跟你感動再相會的，所以請各位把這些抗體銘記在心喔喔喔,皮肌炎及硬皮症及IgG4相關性疾病,歐燦騰,選項B，Anti-HMGCR autoantibody，與他汀相關的炎性肌病有明確的關聯，因此是正確答案。其他選項雖然是自體抗體，但與此特定情況的關聯性不如選項B明顯。
70,Which drug is the first choice to lower high blood pressure due to scleroderma renal crisis?,Enalapril,Clonidine,Dopamine,Propranolol,A,,皮肌炎及硬皮症及IgG4相關性疾病,歐燦騰,選項A，Enalapril，是治療硬皮症腎危機的首選藥物，因其能有效降低血壓並改善腎功能。其他選項不如Enalapril有效。
71,Which drug does not aggravate dry eye and dry mouth in patients with Sjogren’s syndrome?,furosemide,benzodiazepine,antihistamines,pilocarpine,D,Sjogren’s syndrome最重要的臨床特徵就是口乾眼乾，而有些藥物也會造成口乾眼乾，需要和Sjogren’s syndrome做鑑別診斷。Sjogren’s syndrome患者使用這些藥物也會造成症狀加劇。常見藥物包括以下幾種而(D) pilocarpine屬於cholinergic drugs，可以刺激唾液分泌，治療口乾症狀。,皮肌炎及硬皮症及IgG4相關性疾病,歐燦騰,選項D，pilocarpine，屬於膽鹼能藥物，能刺激唾液分泌，對於Sjogren’s syndrome患者的口乾症狀有改善作用，因此是正確答案。其他選項均可能加重症狀。
72,Which autoantibody is mostly associated with scleroderma renal crisis?,anti-centromere autoantibody,anti-Ro autoantibody,anti-RNP autoantibody,anti-RNA-polymerase III autoantibody,D,,皮肌炎及硬皮症及IgG4相關性疾病,歐燦騰,選項D，anti-RNA-polymerase III autoantibody，與硬皮症腎危機有最強的關聯性，因此是正確答案。其他選項的關聯性較弱。
73,Which drug is the most effective drug to treat axial spondyloarthritis?,methotrexate,corticosteroids,anti-TNF-alpha drugs,cyclosporin,C,,脊椎關節病變,歐燦騰,選項C，anti-TNF-alpha drugs，是治療軸性脊椎關節炎的最有效藥物，能顯著改善病情。其他選項的療效不如anti-TNF-alpha drugs。
74,Which is not the common triggering microbes of reactive arthritis?,Staphylococcus aureus,Chlamydia trachomatis,Salmonella enteritidis,Campylobacter jejuni,A,,脊椎關節病變,歐燦騰,選項A，Staphylococcus aureus，並不是反應性關節炎的常見誘發微生物，因此是正確答案。其他選項均為已知的誘發微生物。
75,Mr. Lin is a 22-year-old college student. He is a case of ankylosing spondylitis with recurrent uveitis. Which drug is the most appropriate drug to treat his ankylosing spondylitis?,golimumab,secukinumab,rituximab,abatacept,A,,脊椎關節病變,歐燦騰,選項A，golimumab，是治療強直性脊椎炎的合適藥物，特別是對於伴隨有虹膜炎的患者。其他選項不如golimumab適合。
76,"About the wound evaluation, which description is wrong?",We have to assess the entire patient,Provide a moist (not wet) wound bed,Remove foreign bodies and irrigation on the contaminated wound is necessary,The risk of infection increases if we use the portable tap water to irrigate the wound when compared with sterile saline irrigation.,D,國外的自來水、台灣的未開封礦泉水、無菌的水都可以用來清洗傷口。效果一樣，並不會增加感染風險。,傷口縫合,李書欣,選項D的描述是錯誤的，因為使用自來水或無菌水清洗傷口並不會增加感染風險，反而是有效的清洗方法。
77,"About the stitch, please pick out the wrong description.",They can be divided in “Non-Absorbable” or” Absorbable”.,The braided stitches have capillary action and which increases infection risk.,We must remove the Non-absorbable stitches after healing of the suture edge.,Nyelon 6/0 stitch is recommended for facial laceration repair.,C,並非所有不可吸收縫線都需要拆除，像是用於血管縫合的聚合物類縫線，故選D。,傷口縫合,李書欣,選項C的描述是錯誤的，因為並非所有不可吸收縫線都需要拆除，某些情況下可持續使用以達到最佳效果。
78,"About the wound healing, please pick out the wrong description.",The direction of the wound parallel to the skin tension free line will have less scar.,All the facial laceration must use the absorbable stitch to repair the subcutaneous layer.,The results of tying the thread with bare hands or with needle holder are almost the same.,"If the stitch tensions of the wound are high, they can be delayed to two weeks to remove the stitches.",B,用吸收性的縫線會留疤，所以要用不可吸收性的才可以美觀。,傷口縫合,李書欣,選項B的描述是錯誤的，因為使用不可吸收縫線在某些情況下能夠達到更好的美容效果，特別是在面部縫合時。
79,"About alignment of the knee,which one is false?",The normal angle of mechanical axis is valgus 0 degree.,Most patients of osteoarthritis showed valgus deformity of the knee.,"The line that connecting hip center, knee enter and ankle center is called mechanical axis.",On the ordinary X-ray of knee joint we could measure the angle of anatomic axis but not mechanical axis.,B,大部分的膝蓋OA是以內側磨損為主，因此病人的膝蓋會內翻(varus)變成O型腿。也因為如此，才需要做High tibial osteotomy（脛骨切股矯正術），將膝關節的受力由磨損的內側關節面轉至健康的外側面，矯正成Ｘ型腿。,膝關節創傷、疾病及重建,黃炫迪,選項 B 是錯誤的，因為大部分的膝蓋骨關節炎患者實際上是內側磨損，導致膝蓋內翻，而不是外翻。
80,Treating fractures around the knee joint we should,Anatomic reduction of every bone fragments.,Soft tissue sparing technique.,Rigid fixation of every bone fragments.,Immediate casting after surgery to avoid loss of reduction.,B,大觀念：若有粉碎性骨折，醫生無需一定要清除或是固定好每一個碎片，以結構與功能為主要目標來修復開刀。有些病人在骨折後，會伴隨嚴重水腫或是軟組織的傷害，此時不建議立即開刀，會建議等病人軟組織狀況允許時，再進行開刀。,膝關節創傷、疾病及重建,黃炫迪,選項 B 是正確的，因為在處理膝關節周圍的骨折時，應該優先考慮保護軟組織，避免進一步損傷。
81,Isolated medial tibial plateau fracture is the Shartzkers classification,Type III,Type II,Type IV,Type V,C,Type I~III: lateral Type IV: medial Type V: lateral+medial Type VI: combine diaphyseal fracture,膝關節創傷、疾病及重建,黃炫迪,選項 C 是正確的，因為根據 Shartzkers 分類，孤立的內側脛骨平台骨折屬於 Type IV。
82,"The recent study of pathogenesis of antiphospholipid antibodies revealing complement pathway factors, like C5a could probably activate which one protein at thrombosis?",Kallikrein,Factor XII,Tissue factors,Protein C,C,考古！,血管炎及抗磷症狀群及貝西氏症,吳正欽,選項 C 是正確的，因為 C5a 可以激活組織因子，這在血栓形成中起著重要作用。
83,What following items do not belong to the spectrum of immune complex-related vasculitis?,IgA vasculitis,Cryoglobulinemia vasculitis,Urticarial vasculitis,Microscopic polyangiitis,D,MPA是屬於ANCA-associated vasculitis,血管炎及抗磷症狀群及貝西氏症,吳正欽,選項 D 是正確的，因為顯微血管炎（MPA）屬於 ANCA 相關的血管炎，而不是免疫複合物相關的血管炎。
84,Which ANC-related vasculitis entity is more likely to relapse to paranasal sinusitis after remission?,MPA,GPA,EGPA,Double positive Diseases (ANCA and Anti-GBM positive),B,"(A) MPA-- Microscopic polyangiitis (B) GPA-- Granulomatosis with polyangiitis( Wegener's Granulomatosis) (C) EGPA-- Eosinophilic granulomatosis with polyangiitis( Churg-Strauss Syndrome) (D) Double positive Diseases (ANCA and Anti-GBM positive) 老師口述：GPA會復發, MPA不復發",血管炎及抗磷症狀群及貝西氏症,吳正欽,選項 B 是正確的，因為 GPA（Granulomatosis with polyangiitis）在緩解後更可能復發，特別是與副鼻竇炎相關的情況。
85,Inferior vena cava thrombosis,"1, 2, 3, 4, 5","4, 5, 6, 7, 8","1, 2, 5, 6, 7","3, 4, 5, 6, 7",C,,血管炎及抗磷症狀群及貝西氏症,吳正欽,"The correct answer is C, which includes essential factors for the pathogenesis of ANCA-associated vasculitis. The options provided in C are relevant to the mechanisms involved in this condition."
86,What are essential factors for the pathogenesis of ANCA-associated vasculitis?,"1, 2","2, 3","1, 2, 3, 4","3, 4, 5",C,ANCA 對身體產生破壞性作用大致上分為幾個步驟: (1) Unprimed neutrophil MPO 與 PR3 為平時存在於 neutrophil 內的蛋白質(ANCA antigen) (2) Priming 當 neutrophil 因為 infection(感染、感冒等)被補體活化(angry)時，會將 MPO、PR3 表現在膜上 (3) Activation 若體內有 ANCA 抗體的人，ANCA 抗體會結合 epithelial cell 與 neutrophil 膜上的 MPO、PR3，並使得 neutrophil super angry。 (4) Acute inflammation super angry neutrophil 會於局部的地方釋放 ROS 及一些 oxic enzymes 活化補體的 alternative pathway，形成 C5a。而 C5a 會 結合於其他 neutrophil 的 receptor，聚集更多 neutrophil 並使 得原本的 neutrophil 更 angry。此時抓狂的 neutrophil 會釋放 protease 分解 epithelial cell，使 tissue actor 露出。而 tissue factor 會於 coagulation pathway 的外路徑接上 factor 7，prothrombin 就會變成 thrombin 使 fibrinogen 變成 fibrin，導致 coagulation 的產生。,血管炎及抗磷症狀群及貝西氏症,吳正欽,"The correct answer is C, which includes essential factors for the pathogenesis of ANCA-associated vasculitis. The options provided in C are relevant to the mechanisms involved in this condition."
87,"A 45 y/o female presented with chronic cough, nasal congestion and both legs edema with one deep ulcer for three months. Chest X-ray disclosed 2 nodules over right upper lobe. Urinalysis revealed proteinuria at 2+ and hematuria at 40-60 RBC/HPF, and eGFR at 35ml/min. However, she has normal urine test and eGFR at 95 ml/min last year. There are not history of asthma, diabetes and drug history. What are the tests that should be done?",p-ANCA,Sputum smear for T.B,Anti-GBM antibodies,All of above,D,"Symptoms: chronic cough, nasal congestion, both legs edema with one deep ulcer and eGFR at 35ml/min Radiographs: 2 nodules over right upper lobe Urinalysis: proteinuria 綜合以上：可能存在ANCA-associated vasculitis，但肺部有nodules所以不可以排除TB，所以DD需要更進一步醫檢查",血管炎及抗磷症狀群及貝西氏症,吳正欽,"The correct answer is D, as all the tests listed are relevant to the patient's symptoms and potential diagnosis of ANCA-associated vasculitis and tuberculosis."
88,Which is impinged rotator cuff lesion?,supraspinatus,Infraspinatus,teres minor,subscapularis,A,,冷凍肩及撞擊肩症候群/不穩性肩關節,陳勝凱,"The correct answer is A, supraspinatus, as it is the most commonly affected muscle in rotator cuff lesions."
89,The common direction of shoulder instability is,ant.,post.,inf.,multiple,A,,冷凍肩及撞擊肩症候群/不穩性肩關節,陳勝凱,"The correct answer is A, anterior, as anterior dislocation is the most common type of shoulder instability."
90,The most common age of Frozen Shoulder is,50,30,80,10,A,老師上課提及，冷凍肩又稱五十肩，代表50歲年齡層最常發生,冷凍肩及撞擊肩症候群/不穩性肩關節,陳勝凱,"The correct answer is A, 50, as frozen shoulder is commonly referred to as 'fifty shoulder' indicating it most frequently occurs in individuals around this age."
91,"According to the Figure, which kind of the spinal orthosis is the best option for this scoliosis patient?",Milwaukee orthosis,Knight brace,CASH orthosis,Four-poster collar brace,A,老師上課強調Milwaukee brace會考，可以適用於apex高於T8 (high thoracic curves),輔助支架及義肢,黃怡靜,"The correct answer is A, Milwaukee orthosis, as it is indicated for high thoracic curves in scoliosis patients."
92,Which of the following item is a pressure intolerance area for transtibial amputation patient?,Patellar tendon,Fibular head,Femoral condyle,Posterior compartment,B,Fibular head 是pressure intolerant，其他選項都是pressure tolerant,輔助支架及義肢,黃怡靜,"The correct answer is B, Fibular head, as it is known to be a pressure intolerant area for transtibial amputation patients."
