id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
43,下列有關 Kanagawa hemolysin 之敘述，何者錯誤？,由Vibrio parahaemolyticus 所分泌,是一種對熱穩定的毒素,在羊血培養基呈β 溶血現象,,C,,消化系統之細菌感染 張仲羽,Kanagawa hemolysin是由副溶血弧菌（Vibrio parahaemolyticus）分泌的一種熱穩定毒素。它在人體血液培養基中會呈現β溶血現象，而在羊血培養基中則不會，因此選擇C為錯誤的敘述。這一特性對於臨床診斷和細菌鑑定具有重要意義，因為它幫助醫生識別出可能引起食物中毒的病原體。
44,40歲男性有肝硬化病史，至海邊釣魚，因赤腳，右腳皮膚不慎被石頭割破流血，翌日在傷口附近出現紅腫與水泡（bullae），覺得疼痛難耐，經醫師診斷為傷口感染所引起的組織壞死（tissue necrosis），他最有可能被下列何種細菌感染？,傷寒沙門氏桿菌（Salmonella Typhi）,鮑曼不動桿菌（Acinetobacter baumannii）,霍亂弧菌（Vibrio cholerae）,創傷弧菌（Vibrio vulnificus）,D,,消化系統之細菌感染 張仲羽,這道題目描述了一位有肝硬化病史的男性在海邊釣魚時受傷，隨後出現了傷口感染和組織壞死的情況。根據臨床經驗，創傷弧菌（Vibrio vulnificus）是一種常見於海水中的細菌，特別是在受傷後接觸海水的情況下，容易引起嚴重的傷口感染和敗血症。這種細菌對於肝硬化或免疫抑制的患者特別危險，因為他們的免疫系統無法有效抵抗感染。因此，根據病史和症狀，創傷弧菌是最可能的感染源。
45,肝硬化或肝癌病人因生食海鮮，特別是生蠔，而導致進展快速的敗血症（septicemia），常由於感染了下列那種細菌？,創傷弧菌（Vibrio vulnificus）,綠膿桿菌（Pseudomonas aeruginosa）,副溶血弧菌（Vibrio parahaemolyticus）,空腸彎曲菌（Campylobacter jejuni）,A,,消化系統之細菌感染 張仲羽,這道題目探討了肝硬化或肝癌患者因生食海鮮而導致的敗血症，最常見的病原體是創傷弧菌（Vibrio vulnificus）。這種細菌在海洋環境中廣泛存在，特別是在生蠔等海鮮中。對於肝硬化患者來說，因為肝臟功能受損，免疫系統無法有效抵抗感染，導致敗血症的風險大幅增加。創傷弧菌感染的特徵是進展迅速，且可能導致嚴重的全身性反應，因此在這種情況下，生食海鮮的風險特別高。
46,下列何種弧菌(Vibrio)常造成嚴重傷口感染或菌血症，有很高的致死率？,V. cholerae,V. mimicus,V. parahaemolyticus,V. vulnificus,D,,消化系統之細菌感染 張仲羽,這道題目詢問的是哪一種弧菌常造成嚴重的傷口感染或菌血症，並且具有高致死率。創傷弧菌（Vibrio vulnificus）是這類細菌中最具危險性的，特別是在免疫系統受損的患者中。這種細菌通常存在於海水中，尤其是在溫暖的季節，並且與生食海鮮有關。感染後，患者可能會出現嚴重的皮膚感染、敗血症，甚至死亡。因此，對於有肝病或免疫缺陷的患者，應特別注意避免接觸這種細菌。
47,下列有關產氣單胞桿菌 (Aeromonas)之敘述，何者錯誤？,細菌形態似腸內菌,屬兼性厭氧菌,青黴素 (Penicillin)最具療效,廣存於淡水及鹹水中,C,,消化系統之細菌感染 張仲羽,這道題目考察了產氣單胞桿菌（Aeromonas）的特性，特別是其對抗生素的敏感性。選項C指出青黴素對該細菌最具療效，這是錯誤的，因為產氣單胞桿菌對青黴素具有抗藥性。這種細菌廣泛存在於淡水和鹹水中，並且可以引起腹瀉、傷口感染等疾病。了解這些特性對於臨床診斷和治療至關重要，特別是在處理水源性感染時。
48,下列有關Campylobacter upsaliensis之敘述，何者錯誤？,主要由接觸飼養的貓狗所感染,與Guillain-Barré syndrome無關,細胞形態似Helicobacter pylori,屬微氧需求菌,B,,消化系統之細菌感染 張仲羽,這道題目針對Campylobacter upsaliensis的特性進行考察，特別是其與Guillain-Barré syndrome的關聯。選項B是錯誤的，因為Campylobacter jejuni和Campylobacter upsaliensis都與Guillain-Barré syndrome有關，這是一種自體免疫性疾病，可能由感染引發。其他選項正確地描述了該細菌的感染來源及其微需氧的生長特性。了解這些細菌的特性對於臨床診斷和治療至關重要，特別是在處理腸道感染時。
49,下列那種細菌以家禽、家畜為其貯存宿主（reservoir）？,空腸彎曲菌（Campylobacter jejuni）,霍亂弧菌（Vibrio cholerae）,百日咳桿菌（Bordetella pertussis）,腦膜炎奈瑟氏菌（Neisseria meningitidis）,A,,消化系統之細菌感染 張仲羽,這道題目詢問的是哪種細菌以家禽和家畜為貯存宿主。空腸彎曲菌（Campylobacter jejuni）是最常見的病原體之一，主要存在於家禽中，並且是引起食源性腸道感染的主要原因。這種細菌通常通過食用未煮熟的家禽肉或接觸受污染的水源而傳播。了解其宿主和傳播途徑對於預防和控制感染至關重要，特別是在食品安全和公共衛生方面。
50,下列何種Campylobacter species經常由腸炎病人分離出？,C. jejuni,,C. upsaliensis,C. fetus,A,,消化系統之細菌感染 張仲羽,Campylobacter jejuni 是一種常見的腸道病原菌，主要引起急性腸炎。這種細菌通常通過食用未煮熟的肉類或受污染的水源進入人體。C. jejuni 的感染症狀包括腹痛、腹瀉（有時伴隨血便）、發燒和噁心。相較之下，C. fetus 雖然也屬於 Campylobacter 屬，但主要引起全身性感染，並不常見於腸炎病人。了解這些細菌的特性及其引起的疾病對於臨床診斷和治療至關重要。
51,關於致病菌與疾病的配對，下列何者錯誤？,肺炎克雷白氏桿菌（Klebsiella pneumoniae）– 肝膿瘍（liver abscess）,創傷弧菌（Vibrio vulnificus）– 敗血症（septicemia）,空腸彎曲桿菌（Campylobacter jejuni）– 腸胃炎（gastroenteritis）,鼠疫桿菌（Yersinia pestis）–萊姆病（Lyme disease）,D,,消化系統之細菌感染 張仲羽,在這道題中，選項 D 錯誤地將鼠疫桿菌（Yersinia pestis）與萊姆病（Lyme disease）相連結。實際上，萊姆病的病原菌是伯氏疏螺旋體（Borrelia burgdorferi），而鼠疫桿菌則主要引起鼠疫。這種錯誤的配對強調了對不同病原菌及其引起的疾病有清晰的認識的重要性，尤其在臨床診斷和公共衛生防控中。
52,幽門螺旋桿菌 (Helicobacter pylori) 形態與生理特性:,"G (-)桿菌, 呈彎曲, 螺旋狀",具叢生極端鞭毛，具高度運動性,"具高尿素酶活性 (中和胃酸), 氧化酶, 觸酶陽性",,,,消化系統之細菌感染 張仲羽,幽門螺旋桿菌（Helicobacter pylori）是一種革蘭氏陰性、螺旋狀的細菌，主要寄生於人類的胃內。它的形態特徵包括彎曲的桿狀結構和多根鞭毛，這使得它在胃酸環境中具有高度的運動性。H. pylori 具有高尿素酶活性，能夠水解尿素生成氨，這不僅有助於中和胃酸，還能促進其在胃黏膜的定植。這些特性使得 H. pylori 成為引起胃炎和胃潰瘍的主要病原體。
53,一位上班族抱怨左上腹疼痛，醫生開立呼氣測試，主要目的是測試病人是否感染下列何種細菌？該菌具有何種酵素的活性？應偵測何種氣體？,傷寒沙門氏菌（Salmonella Typhi），蛋白酶（protease），氧氣（O2）,空腸彎曲桿菌（Campylobacter jejuni），尿素酶（urease），二氧化碳（CO2）,胃幽門桿菌（Helicobacter pylori），尿素酶（urease），二氧化碳（CO2）,大腸桿菌（Escherichia coli），蛋白酶（protease），氧氣（O2）,C,,消化系統之細菌感染 張仲羽,在這道題中，病人因左上腹疼痛而進行呼氣測試，這是一種檢測幽門螺旋桿菌（Helicobacter pylori）感染的常用方法。H. pylori 具有尿素酶的活性，能將尿素水解為氨和二氧化碳，這使得呼氣測試能夠檢測到病人呼出的二氧化碳。這種非侵入性檢測方法具有良好的敏感度和專一性，對於診斷與 H. pylori 相關的胃部疾病（如胃炎和胃潰瘍）非常重要。
54,關於幽門螺旋桿菌（Helicobacter pylori）的敘述，下列何者錯誤？,人類為其主要的貯存宿主（reservoir），糞口途徑（fecal-oral route）為可能的傳染方式,此菌可能會導致胃潰瘍（gastric ulcer）或十二指腸潰瘍（duodenal ulcer）,cagA（cytotoxin-associated gene A）陽性細菌的感染被認為與導致胃癌的高風險有關,尿素呼氣試驗（urea breath test）是一種非侵入性的檢驗方法，但其敏感度與專一性都比傳統細菌培養差,D,,消化系統之細菌感染 張仲羽,這道題目探討了幽門螺旋桿菌（H. pylori）的特性及其檢測方法。選項 D 錯誤地聲稱尿素呼氣試驗的敏感度和專一性低於傳統細菌培養。實際上，尿素呼氣試驗是一種非侵入性且敏感度高的檢測方法，能有效檢測 H. pylori 的存在。相對而言，傳統的細菌培養方法需要多次組織切片，且靈敏度較低。因此，了解這些檢測方法的優缺點對於臨床診斷至關重要。
55,有關胃幽門桿菌（Helicobacter pylori）之特性，下列何者錯誤？,為革蘭氏陰性菌,為微需氧（microaerophilic）菌,能產生氧化酶（oxidase）以避免菌體被胃酸破壞,可用同位素尿素標識呼吸法（urea breath test）作鑑別診斷,C,,消化系統之細菌感染 張仲羽,在這道題中，選項 C 錯誤地聲稱幽門螺旋桿菌（H. pylori）能產生氧化酶以避免胃酸的破壞。實際上，H. pylori 主要依賴其尿素酶的活性來中和胃酸，這使得它能夠在酸性環境中生存。這種細菌的微需氧特性和其生理特徵使其能夠有效地定植於胃黏膜，並引起相關的胃部疾病。
56,一位52歲男性病患因長期胃痛至某醫學中心求診。醫師安排做胃鏡檢查，發現該病人在胃幽門處有潰瘍，並採取若干胃黏膜組織，送細菌室培養。針對這些檢體，最適合的氣體培養環境為何？,大氣環境（含約20%氧氣）,無氧環境,高氧環境（含約50%氧氣）,低氧環境（含約5%氧氣）,D,,消化系統之細菌感染 張仲羽,這道題目涉及幽門螺旋桿菌（H. pylori）的培養條件。H. pylori 是一種微需氧的細菌，這意味著它需要低於大氣中氧氣濃度的環境來生長。選項 D 提供的低氧環境（約5%氧氣）是最適合 H. pylori 生長的條件。這種培養環境對於確診與 H. pylori 相關的胃部疾病至關重要，因為它能促進細菌的生長並提高檢測的準確性。
57,診斷此菌感染的其他方法，如吹氣法、酵素偵測法，是檢測此菌所產生的那種酵素？,蛋白酶,尿素酶,核酸酶,凝血酶,B,,消化系統之細菌感染 張仲羽,幽門螺旋桿菌（Helicobacter pylori）是一種微需氧性細菌，能夠在胃內生存並引起多種胃部疾病。其主要的致病因子之一是尿素酶，這種酵素能夠水解尿素，產生氨，從而中和胃酸，創造出一個適合其生存的環境。尿素酶的活性使得幽門螺旋桿菌能夠在酸性環境中生存，並且是診斷此菌感染的重要指標。透過吹氣法或酵素偵測法檢測尿素酶的活性，可以有效地確認幽門螺旋桿菌的存在，這對於胃炎和胃潰瘍的診斷具有重要意義。
58,尿素酵素是以下何種細菌的致病因子？,致病性大腸桿菌,霍亂弧菌,博德氏桿菌,幽門桿菌,D,,消化系統之細菌感染 張仲羽,尿素酶是幽門螺旋桿菌（Helicobacter pylori）的一個重要致病因子。這種酵素的功能是分解尿素，並產生氨，這不僅中和了胃酸，還為幽門螺旋桿菌提供了一個適合生存的環境。這使得幽門螺旋桿菌能夠在胃內長期寄生，並引發胃炎、胃潰瘍等疾病。尿素酶的活性也使得這種細菌能夠逃避宿主的免疫反應，進一步加重了感染的嚴重性。因此，尿素酶的檢測在臨床上被廣泛用於診斷幽門螺旋桿菌感染。
59,下列何者無法培養在一般的大氣中？,霍亂弧菌,綠膿桿菌,志賀氏赤痢菌,幽門桿菌,D,,消化系統之細菌感染 張仲羽,幽門螺旋桿菌（Helicobacter pylori）是一種微需氧性細菌，這意味著它需要較低的氧氣濃度和較高的二氧化碳濃度才能生長。這種細菌無法在普通的大氣環境中培養，因為普通空氣中氧氣的濃度過高，無法滿足其生長需求。通常，幽門螺旋桿菌需要在特定的培養條件下，如CO2培養箱中，才能有效地生長和繁殖。這一特性對於臨床診斷和實驗室培養幽門螺旋桿菌具有重要意義。
60,下列何種細菌要在微需氧（microaerophilic）環境下才可生長？,Aeromonas hydrophila,Helicobacter pylori,Vibrio parahaemolyticus,Escherichia coli,B,,消化系統之細菌感染 張仲羽,幽門螺旋桿菌（Helicobacter pylori）是一種微需氧性細菌，這意味著它需要在氧氣濃度較低的環境中生長。這種細菌的生長環境通常需要降低氧氣濃度並提高二氧化碳濃度，這樣的環境有助於其生存和繁殖。微需氧環境對於幽門螺旋桿菌的生長至關重要，因為在普通空氣中，氧氣的濃度過高會對其生長造成抑制。因此，在臨床檢測和實驗室培養中，必須提供適合的微需氧環境，以便有效地培養和檢測這種細菌。
61,下列有關幽門桿菌的敘述，何者錯誤？,是胃炎、胃潰瘍的主要致病因,最適合生長於接近中性的環境中,不具鞭毛，因此沒有運動性,無法生長於大氣環境中,C,,消化系統之細菌感染 張仲羽,幽門螺旋桿菌（Helicobacter pylori）是一種具有高度運動性的細菌，這是因為它擁有多根鞭毛，能夠在胃內的黏液層中自由移動。這種運動性使得幽門螺旋桿菌能夠有效地穿透胃黏膜，並在胃內定植，從而引發胃炎和胃潰瘍等疾病。雖然幽門螺旋桿菌最適合在微需氧環境中生長，但它的運動性並不受限於鞭毛的數量或存在與否。這一特性對於其致病機制和感染能力具有重要影響。
62,下列有關幽門桿菌的敘述，何者錯誤？,受其感染的人，大部分不會出現症狀,是胃潰瘍、十二指腸潰瘍的主要致病因,帶菌的動物是主要的感染來源,目前尚無有效的疫苗可以預防其感染,C,,消化系統之細菌感染 張仲羽,幽門螺旋桿菌（Helicobacter pylori）的主要宿主是人類，而不是動物。雖然有些動物可能攜帶此菌，但人類是其主要的感染來源。大多數感染者不會出現明顯的症狀，但幽門螺旋桿菌仍然是胃潰瘍和十二指腸潰瘍的主要致病因子。至於疫苗，目前尚無有效的疫苗可用於預防幽門螺旋桿菌感染，因此預防措施主要依賴於改善衛生條件和飲食習慣。
63,"Helicobacter pylori 的感染部位是胃, 它可以存在胃裡的原因是:",嗜氧性,分泌鹼性化合物,分泌尿素酶以分解尿素,,C,,消化系統之細菌感染 張仲羽,幽門螺旋桿菌（Helicobacter pylori）能夠在胃內生存的主要原因是其分泌尿素酶。這種酵素能夠水解尿素，產生氨，從而中和胃酸，創造出一個適合其生存的環境。這使得幽門螺旋桿菌能夠在酸性環境中長期寄生，並引發多種胃部疾病。尿素酶的活性不僅有助於其生存，還使其能夠逃避宿主的免疫反應，進一步加重了感染的嚴重性。因此，尿素酶的檢測在臨床上被廣泛用於診斷幽門螺旋桿菌感染。
64,用以診斷幽門桿菌（Helicobacter pylori）感染的非侵犯性（non-invasive）方法，所偵測的是該菌何種產物？,觸酶,黏蛋白酶,氧化酶,尿素酶,D,,消化系統之細菌感染 張仲羽,幽門桿菌（Helicobacter pylori）是一種能夠在胃酸環境中生存的細菌，與多種胃部疾病有關，包括胃炎和胃潰瘍。診斷此菌感染的非侵入性方法中，13C-尿素呼吸試驗是最常用的技術。此方法利用幽門桿菌的尿素酶來分解標記的尿素，產生的13CO2可透過呼吸檢測。這種檢測方法不僅準確，且對患者的侵入性低，因而成為臨床上廣泛應用的診斷工具。
65,近年來可用組織染色及以同位素尿素標識吸氣法來診斷引起胃炎的菌屬是：,Helicobacter pylori,Campylobacter spp.,Aeromonas hydrophilia,Yersinia spp,A,,消化系統之細菌感染 張仲羽,Helicobacter pylori是引起慢性胃炎和胃潰瘍的主要病原體。近年來，利用組織染色和同位素尿素標識吸氣法進行診斷已成為一種有效的技術。這些方法不僅能夠準確識別感染，還能提供有關細菌活性的資訊。特別是13C-尿素呼吸試驗，因其高靈敏度和特異性，已成為臨床診斷的金標準。
66,能引起胃部潰瘍的細菌是:,Campylobacter jejuni,Escherichia coli,Enterococcus faecalis,Helicobacter pylori,D,,消化系統之細菌感染 張仲羽,Helicobacter pylori是唯一被認可的能引起胃部潰瘍的細菌。這種細菌能夠在胃酸環境中生存，並且通過破壞胃黏膜的屏障來引發炎症和潰瘍。研究顯示，感染H. pylori的患者發展胃潰瘍的風險顯著增加，因此，對於有潰瘍病史的患者，檢測和治療H. pylori感染是非常重要的。
67,下列那一種Staphylococcal enterotoxin最易導致pseudomembranous enterocolitis？,Enterotoxin A,Enterotoxin B,Enterotoxin C,Enterotoxin D,B,,消化系統之細菌感染 張仲羽,金黃色葡萄球菌（Staphylococcus aureus）分泌的腸毒素B是導致偽膜性腸炎的主要原因。這種腸毒素具有強烈的毒性，能夠引發劇烈的腸道炎症反應，並且與食物中毒有關。偽膜性腸炎的症狀包括腹痛、腹瀉和發燒，通常需要及時的醫療介入。了解這些腸毒素的特性對於預防和治療相關疾病至關重要。
68,下列那一種Staphylococcal enterotoxin型最易引發食物中毒？,Staphylococcal enterotoxin A,Staphylococcal enterotoxin B,Staphylococcal enterotoxin C,Staphylococcal enterotoxin D,A,,消化系統之細菌感染 張仲羽,Staphylococcal enterotoxin A是引發食物中毒的主要腸毒素。這種毒素對熱穩定，能夠在烹調過程中存活，並且在食物中迅速增殖。當人們攝入含有此毒素的食物後，會在短時間內出現食物中毒的症狀，如噁心、嘔吐和腹瀉。了解這種腸毒素的特性對於食品安全和公共衛生至關重要。
69,下列何種細菌可以產生熱穩定性的腸毒素(heat-stable enterotoxin)?,Staphylococcus aureus,Clostridium botulinum,Clostridium perfringens,Bacillus cereus (diarrhea form),A,,消化系統之細菌感染 張仲羽,Staphylococcus aureus能夠產生熱穩定性的腸毒素，這使得其在食物中毒的情況下特別危險。這些腸毒素在高溫下仍然能夠存活，並且在食物被污染後，能夠迅速引發食物中毒的症狀。了解這些腸毒素的特性對於預防食物中毒事件至關重要，尤其是在食品處理和儲存過程中。
70,金黃色葡萄球菌（Staphylococcus aureus）分泌之腸毒素（enterotoxin）所造成之食物中毒，下列敘述何者最適當？,腸毒素不具耐熱性,應使用大量抗生素治療,疾病潛伏期平均約4小時,通常症狀至少持續4至5天,C,,消化系統之細菌感染 張仲羽,金黃色葡萄球菌引起的食物中毒主要是由其分泌的腸毒素所致，這些毒素具有耐熱性，能夠在烹調過程中存活。食物中毒的潛伏期通常約為4小時，症狀包括噁心、嘔吐和腹瀉，通常在24小時內會自行緩解。由於這種食物中毒是由已經存在的毒素引起，因此不建議使用抗生素治療，因為抗生素對已形成的毒素無效。
71,有關葡萄球菌（Staphylococcus）引起的食物中毒的敘述，下列那一項錯誤？,是由heat-labile enterotoxin引起,症狀產生快，大約4小時內就會發生,症狀消失快，大約24小時會消失,有些Staphylococcus aureus菌種會導致pseudomembranous enterocolitis,A,,消化系統之細菌感染 張仲羽,葡萄球菌引起的食物中毒是由其分泌的heat-stable enterotoxin引起，而非heat-labile enterotoxin。這些腸毒素能夠在高溫下存活，並且在食物中迅速增殖，導致快速出現的食物中毒症狀。症狀通常在4小時內出現，並在24小時內消失。某些Staphylococcus aureus菌種也可能導致偽膜性腸炎，這是由於其分泌的腸毒素B所引起的。
72,下列細菌何者與食入受汙染的米飯而引起的食物中毒最為相關？,腸炎沙門氏菌,創傷弧菌,臘狀桿菌,大腸桿菌,C,,消化系統之細菌感染 張仲羽,Bacillus cereus，亦稱蠟狀桿菌，是一種常見於土壤中的細菌，能夠引起食物中毒。其主要的食物中毒形式包括嘔吐型和腹瀉型，其中嘔吐型食物中毒通常與受污染的米飯有關。這是因為Bacillus cereus能在米飯中形成耐熱的腸毒素，稱為cereulide，這種毒素能夠在高溫下存活並引起嘔吐。相對而言，腹瀉型食物中毒則與肉類、蔬菜和醬汁等食物有關，這些食物中可能含有熱敏感的腸毒素，會刺激腸道上皮細胞，導致嚴重的水瀉。因此，選擇C選項是正確的，因為Bacillus cereus是與米飯污染最為相關的細菌。
73,關於蠟狀桿菌（Bacillus cereus）的敘述，下列何者錯誤？,耐熱的毒素可造成嘔吐型食物中毒,大多數環境中可發現此菌,產生超級抗原，可造成嚴重組織壞死,可造成眼球感染，例如桿菌型全眼球炎,C,,消化系統之細菌感染 張仲羽,Bacillus cereus是一種能夠引起食物中毒的細菌，其主要的毒素包括耐熱的cereulide和熱敏感的腸毒素。選項C提到的超級抗原並不是Bacillus cereus的特徵，這是錯誤的。Bacillus cereus的毒素主要是通過刺激腸道上皮細胞的cAMP系統來引起症狀，而不是通過超級抗原的機制。這使得選項C成為正確答案，因為該細菌並不產生超級抗原。
74,下列有關Bacillus cereus的敘述，何者錯誤？,需要特殊培養基，細菌在低溫培養效果較好,具有heat-stable proteolysis-resistant enterotoxin會引起嘔吐,具有heat-labile enterotoxin會引起腹瀉,在宿主體內形成capsule的菌株可造成肺炎,A,,消化系統之細菌感染 張仲羽,Bacillus cereus是一種常見的細菌，通常不需要特殊的培養基來生長，並且在常規培養條件下即可被檢出。選項A提到的低溫培養效果較好並不適用於Bacillus cereus，這是因為該細菌在常溫下生長良好，且能夠在多種環境中存活。因此，選擇A選項為錯誤的敘述。相對而言，B和C選項正確地描述了Bacillus cereus的毒素特性。
75,誤食蠟桿菌（Bacillus cereus）污染的食物，會引起胃腸炎，主因是此菌分泌的二種腸毒素（enterotoxin）所致，其一是對熱不安定，會引起腹瀉，此腸毒素之作用機轉為何？,抑制宿主細胞蛋白質合成,抑制乙醯膽鹼的釋放，阻斷周邊膽鹼性神經突的神經傳遞,干擾宿主細胞離子之通透性，造成細胞脫水,分解宿主細胞之核糖體，阻斷酵素合成,C,,消化系統之細菌感染 張仲羽,Bacillus cereus的熱敏感腸毒素（heat-labile enterotoxin）主要通過刺激腸道上皮細胞的腺苷酸環化酶（adenylate cyclase）來引起腹瀉。這種毒素的作用機制是通過增加細胞內的cAMP水平，導致腸道上皮細胞的水分和電解質分泌增加，從而引起嚴重的水瀉。選項C正確地描述了這一作用機制，因為它干擾了宿主細胞的離子通透性，導致細胞脫水和腹瀉的發生。
76,闌尾（appendix）最常見的腺體腫瘤為：,神經內分泌腫瘤（neuroendocrine neoplasm）,乳突狀腺癌（papillary adenocarcinoma）,杯狀細胞腺癌（goblet cell adenocarcinoma）,低度黏液性腫瘤（low grade mucinous neoplasm）,D,,馬佑鈞 消化道病理學,
77,下列基因的變異，何者與家族性結直腸瘜肉綜合症（familial adenomatous polyposis 1）最有關？,APC,AXIN2,MSH6,WT1,A,,馬佑鈞 消化道病理學,
78,"腸胃道基質瘤（gastrointestinal stromal tumor, GIST）第一常見的突變基因是：",PDGFRA,c-KIT,BRAF,Her2/Neu,B,,馬佑鈞 消化道病理學,
79,Whipple’s disease 最重要的病理特徵是?,mucosal and intraepithelial neutrophil infiltrates,caseating granuloma,foamy macrophages in the small intestinal lamina propria,ulcer,C,,馬佑鈞 消化道病理學,
80,Enteropathy-associated T-cell lymphoma 與什麼疾病最相關?,Crohn's disease,ulcerative colitis,tuberculosis,Celiac Disease,D,,馬佑鈞 消化道病理學,
81,有關巴雷特氏食道（Barrett esophagus）的敘述，下列何者最錯誤？,最好發於多飲酒之歐洲男性,是逆流性食道炎（reflux esophagitis）的併發症,是食道腺癌（adenocarcinoma）的危險因子之一,組織學特徵是在食道黏膜看見戒環狀(signet-ring)細胞,D,,馬佑鈞 消化道病理學,
82,下列何種組織型態預後最好?,"appendiceal neuroendocrine tumor, grade 1.",Adenocarcinoma,small cell carcinoma,clear cell sarcoma,A,,馬佑鈞 消化道病理學,
83,下列何種腸道阿米巴致病性最高?,Amoeba histolytica,Entamoeba dispar,Entamoeba invadens,Entamoeba polecki,A,,馬佑鈞 消化道病理學,
84,構成原始腸管(primitive gut)的「上皮和腺體(Epithelium and glands)」主要來源是什麼?,外胚層,內胚層,中胚層,神經嵴,B,,消化系統胚胎學-m考古,原始腸管的上皮和腺體主要來源於內胚層。內胚層是三個胚層之一，負責形成消化系統及其附屬腺體的內部結構。這一過程在胚胎發育的早期階段中至關重要，因為它為後續的器官發育奠定了基礎。外胚層主要形成皮膚和神經系統，而中胚層則發展成肌肉、骨骼和心血管系統。因此，選擇內胚層作為正確答案是基於其在消化系統發育中的核心角色。
85,胚胎發育中，哪一個結構會形成greater omentum?,肝臟,胃,背側繫膜,橫結腸,C,,消化系統胚胎學-m考古,Greater omentum是由背側繫膜發展而來的。它是一層脂肪組織，懸垂於胃的前面，並覆蓋在腹腔的其他器官上。背側繫膜在胚胎發育過程中起著重要的角色，因為它不僅支持胃的結構，還在免疫反應和脂肪儲存中發揮作用。這一結構的形成是消化系統發育的一部分，對於維持腹腔內部的穩定性和保護其他器官至關重要。
86,哪個血管供應中腸?,腹腔幹,上腸繫膜動脈,肝動脈,脾動脈,B,,消化系統胚胎學-m考古,中腸的血液供應主要來自上腸繫膜動脈。這條動脈是腹腔幹的分支之一，負責供應小腸的下部（包括空腸和回腸）以及部分大腸（如盲腸和橫結腸）。上腸繫膜動脈的功能對於中腸的正常運作至關重要，因為它提供了必要的氧氣和營養物質，支持消化和吸收過程。其他選項如腹腔幹和肝動脈則供應不同的消化器官。
87,肝臟的造血功能最早開始於胚胎的哪個時期?,第六週,第十二週,第十六週,出生後,A,,消化系統胚胎學-m考古,肝臟的造血功能在胚胎的第六週開始出現。這一過程是胚胎發育中的一個重要階段，因為肝臟在早期發育中扮演著主要的造血角色，直到骨髓發育成熟並接管這一功能。肝臟的造血功能對於胚胎的生長和發育至關重要，因為它提供了必要的血液細胞，支持氧氣運輸和免疫功能。隨著胚胎的進一步發展，肝臟的造血功能會逐漸減弱，最終由骨髓主導。
88,胰臟的鉤突是由哪個結構發育而來的?,背胰芽,總膽管,腹胰芽,橫中膈,C,,消化系統胚胎學-m考古,胰臟的鉤突是由背胰芽發育而來的。胰臟的發育涉及兩個主要的胰芽：背胰芽和腹胰芽。背胰芽主要形成胰臟的上部結構，包括鉤突，而腹胰芽則形成胰臟的下部。這一發育過程對於胰臟的功能至關重要，因為它確保了胰臟能夠正常分泌消化酶和激素，支持消化系統的運作。了解這一發育過程有助於醫學專業人員更好地理解胰臟疾病的病理生理學。
89,肛門到直腸的形成涉及哪兩個結構的融合?,泌尿生殖膜和肛膜,肛膜和後腸,泌尿生殖膜和泄殖腔膜,後腸和泌尿生殖膜,B,,消化系統胚胎學-m考古,肛門到直腸的形成涉及泌尿生殖膜和肛膜的融合。這一過程在胚胎發育的後期階段中發生，對於正常的消化和排泄功能至關重要。肛膜的形成標誌著消化道的末端，而泌尿生殖膜則與泌尿和生殖系統的發育有關。這兩者的融合確保了消化系統的完整性，並為後續的生理功能提供了基礎。了解這一過程有助於醫學專業人員在處理相關的先天性畸形時提供更好的護理。
90,前腸foregut 的衍生物不包含?,胰,食道,十二指腸遠端,膽囊,C,,消化系統胚胎學-m考古,前腸的衍生物包括胰、食道和十二指腸的上部，但不包括膽囊。膽囊的發育源於肝臟的發育過程，並且與前腸的衍生物無直接關聯。前腸主要負責形成消化道的上部結構，並且在胚胎發育中起著關鍵作用。了解這些結構的來源有助於醫學專業人員在診斷和治療消化系統疾病時提供更準確的資訊。
91,肝臟的造血功能約在胚胎發育第幾周出現?,6,10,13,15,A,,消化系統胚胎學-m考古,肝臟的造血功能約在胚胎發育的第六周出現。這一功能在胚胎早期發展中至關重要，因為肝臟是主要的造血器官之一，負責生成紅血球和其他血液成分。隨著胚胎的發展，肝臟的造血功能會逐漸減少，最終由骨髓接管。了解肝臟的造血功能及其時間點對於研究血液疾病和胚胎發育異常具有重要意義。
92,以下何者為肝臟的頭端發育過程所形成?,總膽管,肝管,腹胰芽,肝細胞索,D,,消化系統胚胎學-m考古,肝臟的頭端發育過程中形成的結構包括總膽管。總膽管是肝臟和膽囊之間的主要通道，負責運輸膽汁。肝臟的發育過程涉及多個結構的形成，這些結構對於正常的消化功能至關重要。了解這些結構的來源和功能有助於醫學專業人員在處理肝臟疾病和膽道問題時提供更有效的治療方案。
93,中腸midgut 發育過程中下列敘述何者錯誤?,第六周開始先轉逆時針九十度,過程中總共轉了逆時針270 度,腸繞著下腸繫膜動脈旋轉,盲腸是尾端所發育而來,C,,消化系統胚胎學-m考古,中腸的發育過程中，腸道的旋轉是由腸繞著上腸繫膜動脈進行的，而不是下腸繫膜動脈。中腸在第六周開始逆時針旋轉90度，隨後再進行270度的旋轉，這一過程對於腸道的正確定位至關重要。選項C的描述是錯誤的，因此是正確答案。
