id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
40,肛管的內部末段可見到一橫向波浪狀的紋路稱為疏狀線(pectinate line)，這個構造是由於？,urogenital membrane+anal membrane,anal membrane破裂,ectoderm+endoderm癒合痕跡,urorectal septum發育,C,pectinate line是區分肛管中hindgut (endoderm)和proctoderm (ectoderm)的分界線，如下圖所示 pectinate line以上，發育自內胚層 pectinate line以下，發育自外胚層，且有不同的血流供應、淋巴回流及神經支配。,消化系統胚胎學,,疏狀線是肛管內部的一個重要解剖結構，標誌著內胚層和外胚層的交界。這一結構的形成是由於肛膜的破裂，導致內胚層和外胚層的癒合痕跡顯現出來。疏狀線以上的組織來自內胚層，以下的組織則來自外胚層，這一點在臨床上具有重要意義，因為它影響著肛管的血液供應、淋巴回流及神經支配，進而影響到肛管的功能和疾病的表現。
41,關於閉鎖(atresia)或狹窄(stenoses)的敘述何者錯誤？,腸管任何位置皆有可能形成閉鎖,十二指腸(duodenum)第三段容易形成閉鎖與狹窄,可能與內、外胚層互動機制失調有關,巨結腸症(megacolon)也是因為腸道狹窄所致,C,(A) (B) (D) 先天性巨結腸症是因為神經脊細胞(neural crest)缺損導致副交感神經節(parasympathetic ganglion)無法形成，因此缺乏神經的腸段無法正常蠕動擴張，並非真正的狹窄(stenosis)。,消化系統胚胎學,,閉鎖和狹窄是腸道發育異常的常見問題，通常與胚胎發育過程中的細胞信號失調有關。雖然腸管的任何位置都有可能形成閉鎖，但巨結腸症的形成並非由於腸道的狹窄，而是由於神經發育的缺陷，導致腸道無法正常蠕動。這一點在臨床上非常重要，因為了解閉鎖和狹窄的不同成因有助於制定適當的治療方案。
42,下列Clostridium difficile(艱難梭狀桿菌)之敘述何者錯誤？,腹瀉是因細菌產生enterotoxin，但此菌不具侵襲性(non-invasive),毒素主要作用於小腸，致小腸細胞發炎壞死,因clindamycin抗生素使用而引發之腸道發炎致病菌,以糞便移植治療效果佳,B,由上面的PPT可知困梭桿菌主要感染的地方是在結腸，造成臨床上熟知的偽膜性結腸炎。,消化系統之細菌感染,,Clostridium difficile是一種常見的腸道病原菌，主要引起偽膜性結腸炎。雖然它產生的毒素會影響腸道，但其主要作用部位是結腸，而非小腸。這一點在臨床上非常重要，因為了解其感染機制有助於制定有效的治療策略。糞便移植作為一種治療方法，能夠有效恢復腸道微生物群，減少C. difficile的復發率，這在臨床實踐中已被廣泛應用。
43,針對Bacteroides fragilis(鬆脆桿菌)之敘述，何者正確？,革蘭氏陰性，會形成內孢子之厭氧桿菌,屬內生性感染(endogenous infection)，機會性感染之致病菌,此菌細胞壁LPS是引起腹膜炎/腹腔化膿性感染主因,對β-lactam抗生素具抗藥性，主要是因此藥無法進入細胞內,B,(A) 不會產生內孢子 (B) 正確 (C)應改成莢膜 (D) 應改成會產生β-lactamse,消化系統之細菌感染,,Bacteroides fragilis是一種常見的厭氧細菌，通常存在於人體腸道中，屬於內生性感染的致病菌。它在正常情況下是腸道微生物群的一部分，但在免疫系統受損或腸道屏障破壞的情況下，可能引起感染。該菌對β-lactam抗生素的抗藥性主要是因為其能夠產生β-lactamase，這使得這類抗生素無法有效對抗其感染。了解這些特性對於臨床治療和抗生素選擇至關重要。
44,以下關於潰瘍性大腸炎(ulcerative colitis)的敘述，何者為錯誤？,superficial mucosal lesion,skip lesion of cecal patch,rectal involvement,skip lesions,D,"skip lesions是Crohn diease之特徵，此考點考到爛掉了 >""<",發炎性腸病,,潰瘍性大腸炎是一種慢性炎症性腸病，主要影響結腸和直腸，特徵為持續的黏膜層炎症。選項D提到的skip lesions是克隆氏症的特徵，這種病變在腸道中呈現不連續的病變區域，而潰瘍性大腸炎則通常是連續的病變，從直腸開始向上延伸。因此，選擇D作為錯誤的敘述是正確的。
45,"以下關於克隆氏症(Crohn disease)的敘述,何者為錯誤？",transmural lesion,perianal lesion,easily diagnosed lately,好發於 ileum，造成 backwash ileitis,D,潰瘍性大腸炎 Ulcerative colitis (UC) 引起結腸炎，若是逆襲到 terminal ileum，稱為 backwash ileitis。,發炎性腸病,,克隆氏症是一種影響消化道的慢性炎症性疾病，通常會導致全層的腸道病變。選項D提到的backwash ileitis是潰瘍性大腸炎的特徵，而非克隆氏症。克隆氏症的病變通常不會逆向影響到終末回腸，因此選擇D作為錯誤的敘述是正確的。
46,下列關於味蕾(taste bud)的敘述，何者錯誤？,絲狀乳頭(filiform papilla)不含味蕾,葉狀乳頭(foliate papilla)的味蕾位於側表面,蕈狀乳頭(fungiform papilla) 的味蕾位於側表面,味蕾中數量最多的細胞是上皮神經細胞(neuroepithelial cells),C,經典題目。蕈狀乳頭的味蕾在dorsal surface!,消化系統組織學(I),,味蕾是感知味道的感覺器官，主要分布在不同類型的乳頭上。選項C提到蕈狀乳頭的味蕾位於側表面，這是錯誤的，因為蕈狀乳頭的味蕾實際上位於舌頭的背面(dorsal surface)。這一點在解剖學上是非常重要的，因為它影響了味覺的感知。
47,有關牙齒的敘述，下列何者錯誤？,Contour lines of Retzius 可以在象牙質(dentin)中觀察到,珐瑯質(enamel)是由成釉細胞(ameloblasts)所分泌,象牙質(dentin)是由齒質母細胞(odontoblasts)所分泌,"齒堊質(cementum)內接象牙質,外接牙周韌帶(periodontal ligament)",A,Contour lines of Retzius可以在珐瑯質(enamel)中觀察到,消化系統組織學(I),,牙齒的結構由不同的組織組成，包括珐瑯質、象牙質和齒堊質。選項A提到的Contour lines of Retzius是指在珐瑯質中觀察到的生長線，而不是象牙質。因此，這個選項是錯誤的。了解這些結構的特徵對於牙科醫學和口腔生物學非常重要。
48,關於大唾液線(major salivary gland)的敘述，何者正確？,腮腺(parotid gland)是混合腺體(mixed gland),舌下腺(sublingual gland)是混合腺體，大部分是由黏液分泌細胞(mucus-secreting cells)組成,閏管(intercalated duct)在下頷下腺(submandibular glands)最發達,約有80%的唾液腺腫瘤(salivary tumor glands)是惡性的,B,舌下腺的intercalated ducts 短、難定位，有時還沒有,消化系統組織學(I),,大唾液腺是分泌唾液的主要腺體，包含腮腺、下頷下腺和舌下腺。選項B正確地指出舌下腺是混合腺體，主要由黏液分泌細胞組成。這一點對於理解唾液的組成和功能至關重要。其他選項則包含不正確的描述，特別是腮腺實際上是完全的漿液腺，而不是混合腺體。
49,在口腔黏膜內襯(lining mucosa)的Fordyce spots是由何種構造形成？,淋巴小結(lymphatic nodules),小唾液腺(minor salivary glands),皮脂腺(sebaceous gland),神經叢(nerve plexus),C,,消化系統組織學(I),,Fordyce spots是口腔黏膜中常見的生理性結構，實際上是由皮脂腺形成的。這些小的皮脂腺通常不會引起任何症狀，並且在許多人的口腔中都可以找到。了解這些結構的存在有助於區分正常的生理變化與病理狀況。
50,下列何者的上皮種類和其它三者不同？,食道(Esophagus),胃(Stomach),十二指腸(duodenum),結腸(Colon),A,各個的上皮種類 - 食道 (Esophagus)：Stratified Squamous Epithelium - 胃 (Stomach)，十二指腸 (duodenum)，結腸 (Colon)：Simple Columnar Epithelium,消化系統組織學(II),,食道的上皮組織與胃、十二指腸和結腸的上皮組織不同。食道的上皮為多層扁平上皮，這種結構能夠提供保護，防止食物和液體的摩擦損傷。而胃、十二指腸和結腸的上皮則為單層柱狀上皮，這種結構適合於吸收和分泌功能。因此，選擇A作為不同的上皮類型是正確的。
51,下列有關胃腺(gastric glands)的敘述，何者錯誤？,主細胞(chief cell)負責分泌胃蛋白酶原(pepsinogen),壁細胞(parietal cell)會分泌內在因子(intrinsic factor),胃小凹(gastric pit) 跟胃腺的深度比約1:3,主細胞(chief cell)負責分泌HCl,D,更改為壁細胞(parietal cell)負責分泌HCl,消化系統組織學(II),,胃腺是胃內分泌消化液的重要結構。主細胞負責分泌胃蛋白酶原，而壁細胞則負責分泌鹽酸(HCl)和內在因子。選項D的描述是錯誤的，因為主細胞並不分泌HCl，這一功能是由壁細胞負責的。了解這些細胞的功能對於胃的生理和病理學非常重要。
52,在肛管(anal canal)中，上皮的轉換是發生在,結腸直腸區(colorectal zone),肛門轉換區(anal transitional zone),鱗狀區(squamous zone),柱狀區(columnar zone),B,,消化系統組織學(II),,肛管的上皮轉換區是肛門轉換區，這裡的上皮由柱狀上皮轉變為鱗狀上皮。這一轉換對於維持肛管的功能和保護非常重要，因為肛管需要承受不同的機械壓力和化學刺激。了解這一區域的上皮特徵對於臨床診斷和治療肛門疾病至關重要。
53,下列有關肝臟組織的敘述何者正確？,供應肝之血液循環不良時，肝腺泡第一區(zone of 1 liver acinus)的細胞最先死亡,對毒物及膽汁淤滯(bile stasis)最慢反應的細胞是位於肝腺泡第三區(zone of liver acinus),肝臟細胞(hepatocytes)的細胞質呈嗜鹼性(basophilic),伊東細胞(Ito cell)會出現在門管周組織間隙,B,zone1氧氣和毒素含量都最高，在膽管組塞時，最先出現型態改變。zone3氧氣和毒素含量都低，在在血液循環不良時此區細胞最先死亡。 (C) 肝臟細胞質是嗜酸性 (D) Ito cell 位於space of Disse,消化系統組織學(II),,肝臟的組織結構由不同的區域組成，這些區域對於肝臟的功能和反應有著不同的特徵。選項B正確地指出，肝腺泡第三區的細胞對於毒物和膽汁淤滯的反應最慢，這是因為該區域的氧氣和毒素含量較低。這一點對於理解肝臟在不同病理狀況下的反應非常重要。
54,下列有關庫氏細胞(Kupffer cell)的敘述何者正確？,為淋巴球分化而來,位在竇周間隙(Space of Disse),負責分解老化和受損的紅血球,會跟周圍的內皮細胞(endothelail cell)形成細胞連接(cell junctions),C,負責分解老化和受損的紅血球,消化系統組織學,,庫氏細胞(Kupffer cells)是肝臟中的特化巨噬細胞，主要功能是吞噬和清除血液中的老化紅血球及其他異物。這些細胞源自單核球，並在肝臟的窦状血管中發揮作用。它們不僅參與免疫反應，還在肝臟的代謝過程中扮演重要角色。選項C正確地描述了庫氏細胞的主要功能，而其他選項則不正確，因為庫氏細胞並非由淋巴球分化而來，也不位於竇周間隙，且不會與內皮細胞形成細胞連接。
55,下列關於膽管樹(biliary tree)的敘述何者錯誤？,膽小管(bile canaliculus)是由肝臟細胞和肝臟細胞之間的接合體(junctional complex)所形成,毛細膽管(Canal of Hering)的管壁都是由膽管上皮細胞(cholangiocytes)組成,位於肝門三體(portal triad)中的是小葉間膽管(interlobular bile duct),毛細膽管(Canal of Hering)含有hepatic stem cells’ niche,B,毛細膽管(Canal of Hering)的管壁都是由膽管上皮細胞(cholangiocytes)組成,消化系統組織學,,膽管樹是肝臟中膽汁的運輸系統，包含膽小管、毛細膽管及膽管。選項B是錯誤的，因為毛細膽管的管壁並非僅由膽管上皮細胞組成，而是由肝細胞和膽管上皮細胞共同構成。其他選項正確地描述了膽管樹的結構和功能，特別是膽小管的形成及小葉間膽管的位置。
56,下列關於胰臟的敘述何者錯誤？,內分泌腺的細胞呈現淡染,構成外分泌腺體，負責分泌的細胞為腺泡細胞(acinar cells),胰臟內分泌腺的β cell內的顆粒呈現長條結晶狀,"胰臟內分泌腺的α cell, β cell, δ cell可以用 H＆E染色區分",D,,消化系統組織學,,胰臟的內分泌部分主要由胰島細胞組成，包括α細胞、β細胞和δ細胞。這些細胞在H&E染色下的顯色特徵並不明顯，因此選項D是錯誤的。相對而言，腺泡細胞則是胰臟外分泌部分的主要細胞，負責分泌消化酶。選項A、B和C均正確地描述了胰臟的結構和功能，特別是內分泌腺的細胞特徵。
57,Brunner’s gland 位於,空腸(jejunum)的粘膜下層(submucosa),空腸(jejunum)的粘膜(mucosa),十二指腸(duodenum)的粘膜下層(submucosa),十二指腸(duodenum)的粘膜(mucosa),C,十二指腸(duodenum)的粘膜下層(submucosa),消化系統組織學,,Brunner's gland 是位於十二指腸的特殊腺體，主要功能是分泌鹼性液體以中和胃酸，並提供消化酶。這些腺體位於十二指腸的粘膜下層，而非空腸或其他部位。選項C正確地指出了Brunner's gland的正確位置，這對於理解消化系統的功能至關重要。
58,請問上圖切片取自何種器官？,Gallbladder,Jejunum,Ileum,Liver,A,上皮凌亂且髒髒的、沒有submucosa。,消化系統組織學實驗(II),,根據切片的特徵，上皮的結構凌亂且缺乏粘膜下層，這是膽囊的典型特徵。膽囊的上皮細胞主要是柱狀上皮，並且在切片中常常顯示出不規則的形狀。這些特徵使得我們能夠正確地識別該切片來自膽囊。
59,請問上圖切片取自何種器官？,Colon,Duodenum,Jejunum,Stomach,B,具有明顯指狀突起，Submucosa有腺體構造(Burnner’s gland)。,消化系統組織學實驗(I),,該切片顯示出明顯的指狀突起，這是十二指腸的特徵，並且在粘膜下層可以觀察到Brunner's gland的存在。這些腺體的功能是分泌鹼性液體以中和胃酸，並促進消化過程。這些特徵使得我們能夠正確地識別該切片來自十二指腸。
60,請問上圖切片取自何種器官？,Colon,Duodenum,Esophagus,Stomach,A,食道是複層鱗狀上皮，小腸會看其來比較凸出去(白白的會比較多)且可以看到intestinal gland所以是colon,消化系統組織學實驗(I),,該切片的特徵顯示出複層鱗狀上皮，這是食道的典型特徵，而小腸的上皮則通常是單層柱狀上皮，並且有腺體結構。根據切片中可見的腸腺結構，我們可以推斷該切片來自結腸。這些特徵有助於我們正確識別該切片的來源。
61,請問箭頭所指為何種細胞？,Kupffer cell,Centroacinar cell,Chief cell,Parietal cell,D,眼睛打開看就不是肝臟，刪掉ＡＢ。Chief cell位在gastric pit底部，Parietal cell位在pit中間。 所以選Ｄ～,消化系統組織學實驗(I),,根據細胞的位置和形態，選項D的壁細胞(Parietal cell)是正確的。這些細胞位於胃的腺體中，負責分泌鹽酸和內因子。相對而言，Kupffer細胞和Centroacinar細胞不會出現在胃的腺體中，因此可以排除選項A和B。選項C的主細胞(Chief cell)位於胃腺的底部，而壁細胞則位於腺體的中間部分。
62,關於 H.pylori，下列何者為誤：,世界衛生組織 WHO 將 H.pylori 列為人類胃癌第一级致癌物是根據人體實驗直接證據。,目前唯一的自然宿主只有人類。,革蘭氏陰性螺旋狀細菌。,微需氧菌，可產生尿素酶。,A,世界衛生組織 WHO 將 H.pylori 列為人類胃癌第一级致癌物是根據人體實驗直接證據。,消化性潰瘍及幽門螺旋桿菌,,H.pylori是一種革蘭氏陰性螺旋狀細菌，已被世界衛生組織列為人類胃癌的第一级致癌物。然而，這一分類並不是基於直接的人體實驗證據，而是基於流行病學研究和間接證據。因此，選項A是錯誤的。H.pylori的唯一自然宿主是人類，並且它是一種微需氧菌，能夠產生尿素酶以中和胃酸，這些特徵使其能夠在胃內生存。
63,以下那個不是治療幽門桿菌的常見組合,(1)+(2)+(3),(2)+(3)+(4),(2)+(3)+(4)+(5),(2)+(3)+(5)+(6),D,,消化性潰瘍及幽門螺旋桿菌,,治療幽門桿菌的常見方案通常包括一種質子泵抑制劑(PPI)和兩到三種抗生素。選項D中的Ranitidine並不是PPI，因此不屬於常見的治療組合。其他選項均包含PPI和抗生素的組合，這些組合被證實對於根除H.pylori有效。正確的治療方案對於消化性潰瘍的治療至關重要。
64,下列有關肝臟移植的敘述何者正確？,若deceased donor有HBV，HCV或HIV infection，並無須從捐贈名單中排除，仍可進行器官分配的評估作業。,為減少術後急性antibody-mediated rejection的機會，血型部不相容肝臟移植的手術中，會建議例行合併splenectomy，以降低血中的anti-A，anti-B抗體量。,"肝臟移植後，最常見的死亡原因為感染，在移植後一個月內，最常見的感染為activation of latend infection，如Pneumocystitis carinii(jiroveci): pneumonia, CMV infection…等。",一46歲B型肝炎男性病人，其肝硬化為Child-Pugn C，有三顆大小為1.5cm、2.5cm、5.5cm，位於S1、S3、S5的肝癌，但影像學上沒有血管侵犯，則其符合接受living donor liver transplantation的健保規定。,A,M109共筆p.9，HIV可捐HIV，B肝可捐B肝，C肝可捐C肝，所以選項正確,肝臟移植,,肝臟移植是一個複雜的過程，涉及多種因素，包括捐贈者的健康狀況和接受者的病情。根據目前的醫學指導，若捐贈者有HBV、HCV或HIV感染，並不會自動排除其作為捐贈者的資格。這是因為現代醫學已經發展出多種方法來管理這些病毒的風險，並且在某些情況下，這些感染的患者仍然可以安全地進行器官移植。因此，選項A的敘述是正確的，顯示了對於器官捐贈的靈活性和對病人安全的重視。
65,依據台灣現行的相關規定，以下有關肝臟移植之敘述何者正確？,對於無法手術切除或局部治療的肝癌患者，若其 MELD 分數小於 10 分，因無臨床上的效益，故不建議其接受肝臟移植。,"一 50 歲男性患者，在二年前因 facial skin basal cell carcinoma，接受手術切除。目前皆無癌症復發的現象，但因其有 HBV infection，且現有 decompensated liver cirrhosis, Child-Pugh C, MELD score=26，依現行規定，因癌症治療未滿五年，不可將其列於 liver transplantation waiting list 中。",Acute cell-mediated rejection 或 chronic cell-mediated rejection 是以其在移植後發生的時間而決定，並非以病理切片為診斷標準。,一 45 歲 B 型肝炎男性患者，因肝昏迷，黃疸(Bilirubin 25 mg/dl)，prolonged prothrombin time(INR 3.1)，大量腹水 refractory ascites，接受 hemodialysis，而住在加護病房中，MELD score=34，依現行規定，他不是 liver transplantation waiting list 的 status I 病人。,D,正確。B 型肝炎住進加護病房，不可列入等級 1。,肝臟移植,,肝臟移植的適應症和規範在不同國家和地區可能有所不同。在台灣，根據現行的規定，MELD分數是評估肝臟移植候選者的重要指標。選項D提到的患者因為其MELD分數高達34，且有肝昏迷和黃疸等症狀，理論上應該符合列入等級1的條件。然而，根據具體的醫療規範，B型肝炎患者在加護病房中可能不符合這一標準，因此選項D是正確的。這反映了對於肝臟移植候選者的嚴格篩選和管理。
66,下列選項關於腸道 Intraepithelial lymphocytes (IELs) 的敘述，何者錯誤？,IELs 都是 CD4 陽性T細胞,IELs 可以辨識 class I MHC 呈現的病原抗原,"IELs 表現 NKG2D 與 MIC-A,B 結合，促使 IELs 活化",活化的 IELs 透過 perforin/granzyme 途徑促使受壓力的腸道上皮細胞凋亡,A,由圖上可知，IELs是CD8陽性T細胞,消化系統免疫學,,腸道內的內皮淋巴細胞（IELs）是腸道免疫系統的重要組成部分。這些細胞主要是CD8陽性T細胞，而不是CD4陽性T細胞。IELs的功能包括識別和清除腸道中的病原體，並且能夠通過表達NKG2D和其他受體來活化。當腸道上皮細胞受到壓力或感染時，活化的IELs可以通過perforin/granzyme途徑誘導這些細胞的凋亡。因此，選項A的敘述是錯誤的，因為它忽略了IELs的主要表型和功能。
67,下列選項關於腸道微生物相(Gut Microbiota)的叙述，何者錯誤？,增加IgE 製造,增加調節性工細胞(Regulatory T cells),調控胰島素敏感性,促進IgA製造,A,,消化系統免疫學,,腸道微生物相在人體健康中扮演著重要角色，影響免疫系統的發展和功能。選項A提到的增加IgE製造，通常與過敏反應有關，而腸道微生物相的平衡實際上應該有助於調節免疫反應，減少過敏的風險。相對地，腸道微生物相的多樣性和健康狀態通常會促進調節性T細胞的生成，這有助於維持免疫系統的穩定性。因此，選項A的敘述是錯誤的，因為腸道微生物相的健康狀態應該不會直接導致IgE的增加。
68,下列敘述何者正確？,Bile 中的bilirubin是人體內cholesterol代謝後的產物,Black pigment stone 的形成機轉和hemolysis有相關性,sex hormone和cholesterol gallstone的形成有關，其中estrogen會造成gallbladder hypomotility,人體內的膽汁(bile juice)是由膽囊(Gallbladder)製造產生,B,Black pigment stone 的形成機轉和hemolysis有相關性,膽結石及先天性膽道疾病,,膽結石的形成與多種因素有關，其中黑色素結石的形成與溶血性疾病密切相關。當紅血球破壞過多時，釋放的膽紅素會轉化為膽色素，進而形成黑色素結石。選項B正確地指出了這一點。相對而言，選項A的描述不正確，因為膽紅素是血紅素代謝的產物，而不是膽固醇的代謝產物。選項C提到的性激素與膽固醇結石的形成有關，但具體機制需要進一步研究。選項D則是錯誤的，因為膽汁是由肝臟製造的，而非膽囊。
69,下列敘述何者正確？,Gallstone 所引起的 biliary colic 通常發生在飯後，常合併有後背痛,Charcot’s triad 描述 acute cholangitis 病人的常見症狀，包括: 腹痛、腹瀉及黃疸,Gallstone ileus 常發生在老人家，其 cholecystoenteric fistula 最常發生在 colon,Todani classification 描述 Choledochal cyst 的許多型態，其中 type 2 臨床上最常見,A,,膽結石及先天性膽道疾病,,膽結石引起的膽道絞痛通常在進食後發作，因為進食會刺激膽囊收縮，導致結石移動並引起疼痛。選項A正確地描述了這一現象。相對而言，選項B中的Charcot三聯徵是急性膽管炎的典型症狀，但包括腹痛、發燒和黃疸，而非腹瀉。選項C提到的膽結石腸梗阻在老年人中確實常見，但最常見的瘺管位置是小腸，而非結腸。選項D的Todani分類中，type 1是最常見的型態，而非type 2。因此，選項A是正確的。
70,消化道切一段下來後，作矢狀切面的顯微鏡觀察，可以看到消化道解剖結構中的平滑肌層，下列何者不是平滑肌層的構造？,環形肌,縱狀肌,神經細胞,血管,D,平滑肌層包括內環外縱及腸肌神經叢，血管位於粘膜下層。,消化系統生理學(I)：消化道,,消化道的平滑肌層主要由環形肌和縱狀肌組成，這些肌肉層負責消化道的運動和食物的推進。選項D提到的血管並不屬於平滑肌層的結構，而是位於粘膜下層。這一點在解剖學上是非常重要的，因為了解消化道的結構有助於理解其功能和病理變化。
71,下列何種消化道的神經傳遞物質是興奮性？,乙醯膽鹼,一氧化氮,腎上腺素,ATP,A,,消化系統生理學(I)：消化道,,在消化道中，乙醯膽鹼是一種主要的興奮性神經傳遞物質，負責促進腸道平滑肌的收縮和腺體的分泌。這使得食物能夠有效地通過消化道。相對而言，一氧化氮主要是一種抑制性神經傳遞物質，腎上腺素則在應激反應中起到抑制消化道活動的作用，而ATP在神經傳遞中也有多重角色。因此，選項A是正確的，因為它清楚地指出了乙醯膽鹼的興奮性作用。
72,下列消化道運動是可以透過大腦皮質控制？,口腔吞嚥,食道蠕動,胃排空,小腸運動,A,整個消化道可自由控制的部分為口腔吞嚥和肛門外括約肌的收縮放鬆，其他屬於自主神經和胃腸神經的控制範圍。,消化系統生理學(I)：消化道,,消化道的運動可以分為自主控制和非自主控制。口腔吞嚥是由大腦皮質控制的，這使得人們能夠有意識地進行吞嚥動作。相對而言，食道蠕動、胃排空和小腸運動則主要受到自主神經系統的調控，這些運動通常是無意識的。因此，選項A正確地指出了口腔吞嚥的特殊性，顯示了大腦在消化過程中的重要角色。
73,消化系統的神經細胞數目大約是多少？,~1000000,~10000000,~100000000,~1000000000,C,約 2X10^8 選(C),消化系統生理學(I)：消化道,,消化系統的神經細胞數目約為2億，這一數字顯示了消化系統的複雜性和其在調節消化過程中的重要性。神經系統在消化過程中負責協調各種生理反應，包括食物的攝取、消化液的分泌以及腸道的運動。這些神經細胞主要分布在腸道的神經叢中，形成了所謂的腸神經系統，這是一個獨立於中樞神經系統的神經網絡，能夠自主調節腸道功能。
74,下列構造何者位於是儲存糞便？,盲腸,降結腸,升結腸,直腸,D,,消化系統生理學(I)：消化道,,直腸是消化系統中儲存糞便的主要結構。當食物經過消化道後，未消化的殘渣會進入結腸，最終到達直腸。直腸的主要功能是儲存糞便，直到排便反射被觸發。這一過程涉及到神經系統的調控，當直腸充滿時，會向大腦發送信號，促使排便行為的發生。
75,下消化道矢狀切面後看到神經和肌肉組織結構從外到內排序為何,黏膜層 2.黏膜下層 3.平滑肌層 4.漿液層,4312,4321,1342,C,,消化系統生理學(I)：消化道,,在下消化道的矢狀切面中，組織結構的排列順序是從外到內依次為漿液層、平滑肌層、黏膜下層和黏膜層。漿液層是最外層，主要由結締組織構成，提供保護和支持。平滑肌層則負責腸道的運動，黏膜下層含有血管和神經，最後黏膜層是直接接觸食物的內層，負責吸收和分泌功能。
76,當迴腸遠端被移除時，膽汁酸 (bile acid):,在肝靜脈血內膽汁酸 (bile acid)濃度會增加。,門靜脈內膽汁酸 (bile acid)濃度會增加。,肝細胞分泌的膽汁酸 (bile acid) 會增加。,由肝細胞合成的膽汁酸 (bile acid) 會增加。,D,,消化系統生理學(II)：肝、膽、胰,,當迴腸的遠端被移除時，膽汁酸的合成會增加，因為迴腸是膽汁酸回收的重要部位。正常情況下，膽汁酸在腸道中被重吸收並返回肝臟，這一過程稱為腸肝循環。當迴腸被移除，肝臟需要增加膽汁酸的合成以補償其損失，這樣才能維持正常的消化功能，特別是脂肪的消化和吸收。
77,有關慢性肝病常見的身體病癥，何者錯誤？,惡病質(cachexia) 與 肌肉萎縮(muscle wasting),手掌紅斑(palmar erythema) 與蜘蛛痣(spider nevi),小腿有擴張的靜脈 (varicose veins in legs),男性乳房發育症(gynecomastia),C,,消化系統生理學(II)：肝、膽、胰,,慢性肝病患者常見的身體病癥包括惡病質、手掌紅斑、蜘蛛痣和男性乳房發育症等。這些症狀與肝臟功能受損有關，特別是肝臟在代謝激素和毒素方面的功能下降。小腿擴張靜脈並不是慢性肝病的典型表現，這通常與靜脈功能不全或其他循環問題有關，因此選項C是錯誤的。
78,有關肝臟的生理功能，下列敘述何者錯誤？,膽紅素是血紅素代謝的終產物，血紅素被肝細胞葡萄糖醛酸化(glucuronidation)以允許其在膽汁中排泄,膽酸及其他代謝物賦予膽汁和糞便顏色,肝臟從血液中去除氨並將其轉化為尿素供腎臟排泄,細菌在腸道中形成氨，氨的累積在肝衰竭的情況下會導致肝性腦病,A,,消化系統生理學(II)：肝、膽、胰,,肝臟的生理功能包括膽紅素的代謝、膽酸的合成以及氨的轉化等。選項A的描述存在誤導，因為膽紅素是血紅素代謝的終產物，而不是血紅素本身被葡萄糖醛酸化。肝細胞對膽紅素進行葡萄糖醛酸化以促進其排泄，而不是直接作用於血紅素。這一點的混淆可能導致對肝臟功能的誤解，因此選項A是錯誤的。
79,肝臟參與血糖、蛋白質、脂質及膽固醇代謝，下列敘述何者錯誤？,抑制 glycogen phosphorylase 可以促進 glycogenesis。,增加 lipoprotein lipase 活性可以促進脂肪細胞的 lipogenesis。,Starvation (飢餓) 時，血中 free fatty acid 濃度上升以便供給大腦使用。,膽固醇與製造膽酸有關。,C,,消化系統生理學(II)：肝、膽、胰,,在飢餓狀態下，血中自由脂肪酸的濃度並不會上升以供給大腦使用，因為大腦主要依賴葡萄糖作為能量來源。當身體處於飢餓狀態時，肝臟會通過糖異生過程產生葡萄糖，並釋放到血液中以供大腦使用。自由脂肪酸主要用於其他組織的能量需求，而不是大腦。因此，選項C的描述是錯誤的。
