id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
35,"下列關於胃炎 (Gastritis) 的敘述哪幾項正確?
(a) Type B chronic gastritis 發生的原因常跟 autoimmune/ genetic fa
ctors 有關且常在年紀較老時才發生
(b) 常見之危險因子包含 : stress Aspirin use、 Radiation等
(c) 在台灣 H. pylori 是慢性胃炎常見之病因之一
(d) H. pylori 引起之 chronic gastritis 多數會發展出小腸上皮化生 (i
ntestinal metaplasia)",(a)+(b),(a)+(c),(c)+(d),(b)+(c),D,,胃食道逆流性疾病及胃炎,郭昭宏,胃炎的類型主要分為Type A和Type B。Type B慢性胃炎的發生通常與H. pylori感染有關，而Type A則與自體免疫或遺傳因素有關。常見的危險因子包括壓力、阿斯匹靈使用和輻射等。H. pylori是台灣慢性胃炎的常見病因之一，但並非所有H. pylori感染都會導致小腸上皮化生，只有少數病例會發展出此情況。因此，正確的選項是D，因為(b)和(c)的描述是正確的。
36,"(a) 台灣地區近年來 GERD 及 NERD 的發生率呈現增加趨勢
(b) 治療之 pH 值目標值是大於 6 以上
(c) Estrogen 會加重 GERD 的症狀
(d) PPI 是目前治療 GERD 之首選藥物",(a)+(b)+(c),(a)+(c)+(d),(b)+(c)+(d),(a)+(b)+(c)+(d),B,,胃食道逆流性疾病及胃炎,郭昭宏,GERD（胃食道逆流病）在台灣的發生率逐年上升，這與生活方式和飲食習慣有關。治療的pH目標值應大於4，而非6，這是選項(b)的錯誤之處。雌激素的確會加重GERD的症狀，並且目前PPI是治療GERD的首選藥物。因此，正確的選項是B，因為(a)、(c)和(d)的描述都是正確的。
37,根據Makuuchi教授於1993發表的研究，行肝葉切除須考慮？,腹水,黃疸,ICG(Indocyanine green) test,以上皆是,D,,肝腫瘤和創傷的手術治療,莊世昌,在進行肝葉切除手術時，必須考慮多種因素，包括腹水、黃疸和ICG測試。腹水可能影響手術的安全性和術後恢復，而黃疸則可能是肝功能不全的指標，影響手術的適應性。ICG測試則用於評估肝臟的功能和血流，因此在手術前進行這些評估是非常重要的。正確答案是D，因為所有這些因素都必須考慮。
38,Pringle maneuver無法控制以下血流？,肝靜脈,門靜脈,肝動脈,以上皆可,A,,肝腫瘤和創傷的手術治療,莊世昌,Pringle maneuver是一種外科技術，用於控制肝臟手術中的出血。它通過夾住肝十二指腸韌帶來控制肝動脈和門靜脈的血流，但無法控制肝靜脈的血流。因此，正確答案是A，因為Pringle maneuver無法影響肝靜脈的血流。
39,微創腹腔鏡肝葉切除術(Minimal invasive laparoscopic liver resection)，此較困難切除的肝葉是,Ⅱ/Ⅲ,Ⅴ,Ⅵ,Ⅶ/Ⅷ,D,,肝腫瘤和創傷的手術治療,莊世昌,微創腹腔鏡肝葉切除術是一種先進的手術技術，主要用於切除肝臟的病變組織。肝臟的解剖結構複雜，尤其是第七和第八肝葉，由於其位置和血供的特殊性，切除難度較高。這些肝葉的血管和膽管走行較為複雜，手術中需要特別小心，以避免損傷周圍組織和血管。因此，選擇第七和第八肝葉作為較困難的切除部位是合理的。
40,腹部創傷快速評估FAST(Focused assessment with sonography for trauma)檢查中，Perisplenic exam是把超音波探頭放在病人的,右上腹,右下腹,左上腹,左下腹,C,,肝腫瘤和創傷的手術治療,莊世昌,在腹部創傷的快速評估中，Perisplenic exam是針對脾臟周圍的檢查，通常需要將超音波探頭放置於病人的左上腹部。這是因為脾臟位於左上腹，透過此檢查可以快速評估脾臟是否有出血或其他損傷。這種檢查方法能夠迅速提供臨床醫師必要的資訊，以便及時做出治療決策。
41,病人解黑便(tarry stool)，懷疑有上消化道出血狀況，下列病人狀況何者不適合做上消化道內視鏡檢查,(1)+(2),(1)+(3),(2)+(3)+(4),(1)+(4),C,,消化系內視鏡學簡介,余方榮,在懷疑上消化道出血的病人中，進行內視鏡檢查的適應症需要謹慎考量。當病人出現低血壓和心跳加快的情況，這通常表示病人可能處於休克狀態，進行內視鏡檢查可能會增加病人的風險。此外，剛經歷心肌梗塞的病人和神智不清的病人也不適合進行此類檢查，因為這些情況可能會導致檢查過程中的併發症。因此，選擇不適合進行內視鏡檢查的病人狀況為(2)+(3)+(4)。
42,"病人有上腹痛,驗血澱粉酶及胰脂酶(amylase/lipase)升高，電腦斷層懷疑有膽結石及總膽管結石，及胰臟可能有壞死(necrosis)或假性囊腫(pseudocyst)下列何種檢查對病人有幫忙",(1)+(2),(1)+(3),(1)+(4),(3)+(4),A,,消化系內視鏡學簡介,余方榮,在懷疑有膽結石及胰臟病變的病人中，ERCP（內視鏡逆行胰膽管造影）和EUS（內視鏡超音波）是非常重要的檢查工具。ERCP可以直接觀察膽道系統，並且能夠進行治療性操作，如取石或放置支架。而EUS則能夠提供更清晰的胰臟影像，幫助評估胰臟的壞死或假性囊腫的情況。這兩種檢查相輔相成，能夠有效地幫助診斷和治療病人的病情。
43,何者非早期肝硬化門脈高壓的病生理反應或機轉,周邊血管擴張,心輸出增加,一氧化氮nitric oxide 釋放減少,renin-angiotensin 系統活化,C,,門脈高壓、肝硬化與衰竭,黃釧峰,在早期肝硬化的病理生理中，門脈高壓的發生通常伴隨著周邊血管擴張和心輸出量的增加，這是由於一氧化氮的釋放增加所致。這種生理反應是身體對於肝臟血流阻力增加的代償機制，旨在維持足夠的血流供應。然而，選項C提到的一氧化氮的釋放減少並不符合早期肝硬化的生理反應，因為在這個階段，NO的釋放通常是增加的，這有助於血管擴張和降低血壓。因此，選擇C作為正確答案。
44,肝硬化Child-Pugh Classification 不包含下列哪一項？,血中總膽紅素（Total bilirubin level）,血中白蛋白值（albumin）,胃食道靜脈曲張,腹水（ascites）,C,,門脈高壓、肝硬化與衰竭,黃釧峰,Child-Pugh分類是一種用於評估肝硬化病人預後的系統，主要依據幾個臨床和生化指標來進行評分。這些指標包括血中總膽紅素、白蛋白、腹水的程度以及肝性腦病的存在。胃食道靜脈曲張並不在Child-Pugh分類的評估範圍內，因此選擇C作為正確答案。了解這些指標對於臨床醫師在管理肝硬化病人時至關重要。
45,Which vessel causing pseudoaneurysm do you think bleeding is？,Right gastric a.右胃動脈,Left gastric a.左胃動脈,Common hepatic a.肝總動脈,Dorsal pancreatic a.胰背動脈,D,,消化系統介入性放射線學,石明誠,假性動脈瘤是一種由於血管壁的損傷或破裂而形成的病變，通常與周圍組織的出血有關。在這道題中，胰背動脈（Dorsal pancreatic a.）被認為是造成假性動脈瘤出血的主要血管。這是因為胰臟周圍的血管結構複雜，胰背動脈的損傷可能導致周圍組織的出血，進而形成假性動脈瘤。了解這些血管的解剖學和病理學對於臨床診斷和治療至關重要。
46,What do you assume the most bright up retroperitoneum lesion under DWI and dark in ADC images arising from ( arrow ) ？,Common bile 膽總管,pancreatic tail 胰尾,duodenum 十二指腸,Gallbladder 膽,A,,消化系統介入性放射線學,石明誠,在影像學檢查中，DWI（擴散加權成像）和ADC（表觀擴散係數）圖像的亮度變化可以提供有關病變性質的重要線索。當一個病變在DWI中顯示為亮而在ADC中顯示為暗，這通常提示該病變可能是由於膽道系統的病變所致。在這道題中，選擇膽總管作為最可能的病變來源是合理的，因為膽總管的病變常常會導致周圍組織的水腫和炎症，從而在影像上表現出這種特徵。
47,闌尾管腔阻塞(obstruction of the appendiceal lumen)是造成appendicitis(闌尾炎)最主要的原因，請問下列因素所佔比率最高者,inspissated stool (fecalith),lymphoid hyperplasia,strictures or tumor of the wall of the appendix or cecum,foreign body,B,,急性闌尾炎、大腸傷害及腸系膜疾病,蔡祥麟,闌尾炎的主要病因是闌尾管腔的阻塞，這種阻塞可以由多種因素引起。其中，淋巴組織增生（lymphoid hyperplasia）被認為是最常見的原因，特別是在年輕人中，這種情況的發生率高達60%。其他因素如糞石、腫瘤或外物也可能導致阻塞，但其發生率相對較低。了解這些病因對於臨床診斷和治療闌尾炎至關重要。
48,下列何者不屬於Alvarado score for appendicitis的因子？,Migratory RLQ pain,Leukocytosis,Elevated temperature,Shift to the right,D,,急性闌尾炎、大腸傷害及腸系膜疾病,蔡祥麟,Alvarado score是一種用於評估闌尾炎的臨床評分系統，包含多個症狀和體徵。這些因子包括右下腹的遷移性疼痛、白血球增多和發燒等。然而，選項D中的「Shift to the right」並不屬於Alvarado score的評估因子。這一點在臨床上非常重要，因為正確理解這些評分因子有助於提高診斷的準確性，並指導後續的治療決策。
49,結腸圓周(colon circumference)有 50% 以下的 laceration(裂傷)為 Colon Injury Score 的哪個 grade？,2,3,4,5,A,,急性闌尾炎、大腸傷害及腸系膜疾病,蔡祥麟,Colon Injury Score 是用來評估結腸損傷的嚴重程度，根據裂傷的程度進行分級。當結腸圓周的裂傷程度低於50%時，通常被評為Grade 2，這表示損傷相對較輕，且可能不需要進行手術修復。這一分級系統有助於臨床醫生在處理結腸損傷時做出適當的治療決策。
50,腸系膜最常見的原發性惡性腫瘤(primary malignancy)是下列何者？,Adenocarcinoma,Mucinous carcinoma,Desmoid tumors,Lymphoma,C,,急性闌尾炎、大腸傷害及腸系膜疾病,蔡祥麟,腸系膜的原發性惡性腫瘤中，Desmoid tumors 是最常見的類型。這些腫瘤通常是良性的，但在某些情況下可能會表現出侵襲性生長。腸系膜的腫瘤診斷需要依賴影像學檢查和病理學評估，以確定腫瘤的性質和適當的治療方案。
51,以下關於”膽囊疾病”的敘述，何者最不適當？,Cholesterol stones 較好發於西方國家，女性與肥胖是其risk factor,Acute calculous cholecystitis 的發生和 ischemia 有關，和 stone 較不相關，較易發生於 major trauma and burn 的病人身上,Gallbladder carcinoma 較好發於女性，其 risk factor 是 chronic inflammation，最常見的細胞型態是 adenocarcinoma,Pigment stones 成分是 bilirubin calcium salts，chronic hemolytic anemia 是其 risk factor,B,,肝膽胰病理學,韋又菁,在膽囊疾病中，急性結石性膽囊炎的發生通常與膽石的存在有直接關聯，而不是與缺血有關。缺血可能導致其他類型的肝臟或膽道問題，但在急性結石性膽囊炎中，結石的堵塞是主要原因。這一點在臨床診斷和治療中至關重要，因為治療策略將根據病因而有所不同。
52,以下關於肝臟“Circulatory disorder”的敘述，何者最為適當？,肝臟因為有dual blood supply，不會發生infarction,Budd-Chiari syndrome 會發生increased intrahepatic blood pressure，是因obstruction of portal vein所造成,Nutmeg liver是指肝臟外觀與荳蔻相似，是因hemorrhagic nrcrosis發生於portal areas,Portal vein thrombosis的病人會表現portal hypertension，可能發生esophageal varice,D,,肝膽胰病理學,韋又菁,肝臟的循環障礙可能導致多種病理變化，其中門靜脈血栓形成會導致門脈高壓，進而引發食道靜脈曲張。這是因為門靜脈的阻塞會增加肝臟內的壓力，導致血液回流不暢，進而影響到食道靜脈的血流。這一病理機制在臨床上非常重要，因為它可能導致嚴重的出血風險。
53,以下關於肝臟疾病與肝臟腫瘤的敘述，何者最不適當？,Primary sclerosing cholangitis 可能會發生 biliary intraepithelial neoplasia 並進展至cholangiocarcinoma,Primary biliary cholangitis 可能會發生 cirrhosis 並進展至 hepatocellular carcinoma,Beta-catenin activated adenoma 在所有 hepatocellular adenoma 的型別中，惡性化風險(risk for malignant transformation)最高,hereditary hemochromatosis、fibropolycystic liver disease 與 α1-antitrypsin deficiency 都是cholangiocarcinoma 的 risk factor,D,申覆原因：老師您好，根據老師上課 Maligmnant biliary tumors(ppt pg.140)，Cholangiocarcinoma 的risk factor 包含 fibropolycystic liver disease，另外老師上課時也有提到，容易得到HCC的病人得到cholangiocarcinoma的機會也高，而hereditary hemochromatosis 與 α1-antitrypsin deficiency 都是 HCC的risk factor，也會造成 cirrhosis，因此也有比較高的機率得到 cholangiocarcinoma。希望老師高抬貴手，造福學生，通融一下D選項，謝謝老師！,肝膽胰病理學,韋又菁,在肝臟疾病中，某些病理狀態如原發性硬化性膽管炎和原發性膽汁性膽管炎確實與膽管癌的發展有關。然而，遺傳性血色病和α1-抗胰蛋白酶缺乏症主要與肝細胞癌的風險相關，而不是直接與膽管癌相關。因此，選項D的敘述是不正確的，因為它將這些病症的風險因素混淆了。
54,以下何種肝炎病毒常是造成旅行者肝炎（traveler hepatitis)的元兇，並且懷孕婦女感染有將近20%的死亡率？,A型肝炎病毒,E型肝炎病毒,C型肝炎病毒,B型肝炎病毒,B,,肝膽胰病理學,韋又菁,E型肝炎病毒是旅行者肝炎的主要病因，特別是在發展中國家。這種病毒在懷孕婦女中感染後的死亡率高達20%，這使得E型肝炎在公共衛生上成為一個重要的問題。了解這種病毒的傳播途徑和風險因素對於預防和控制其流行至關重要。
55,以下關於肝臟疾病之肝臟切片的描述，何者最不適當？,急性病毒性肝炎會在 portal area 見到 neutrophil infiltrate 並見到 hepatocyte injury,Autoimmune hepatitis 肝臟切片之特色有 interface hepatitis、emperoripolesis，並見到 plasma cells的浸潤,Hemochromatosis 之肝臟切片可見到 hemosiderin granules，Prussian blue stain 可見藍色的鐵沉積,Large bile duct obstruction 之肝臟切片可見到 portal expansion 與 ductular reaction,A,,肝膽胰病理學,韋又菁,在急性病毒性肝炎中，肝臟切片通常會顯示淋巴細胞的浸潤，而不是中性粒細胞。這是因為病毒感染引起的免疫反應主要涉及淋巴細胞的活化和增殖。因此，選項A的描述是不正確的，這一點在病理學診斷中非常重要，因為它影響到對疾病的理解和治療策略的制定。
56,一位50歲的女性病患，接受肝臟結節(nodule)切除手術，病理切片中，此肝臟結節的中央有一星狀纖維疤痕(central scar)，在此星狀纖維疤痕中可見發炎細胞、血管與膽道的結構，結節中的肝細胞核質比(N/C ratio)並未增加，以下關於此結節病理診斷的敘述，何者最為適當？,"此結節是 non-neoplastic 的,與 altered blood flow 有關","此結節雖是良性腫瘤,但可能會惡性變化","此結節是肝臟最常見的良性腫瘤,病人通常沒症狀","此結節是惡性腫瘤,可能有 β-catenin–activating mutation",A,,肝膽胰病理學,韋又菁,"這位病患的肝臟結節特徵符合局灶性結節性增生（Focal Nodular Hyperplasia, FNH），這是一種非腫瘤性病變，通常與改變的血流有關。FNH的病理特徵包括中央的星狀纖維疤痕和正常的細胞核質比，這使得它與惡性腫瘤區分開來。了解這種病變的特徵對於正確診斷和治療至關重要。"
57,關於酒精性肝炎之敘述，何者最不適當？,AST 通常比 ALT 高約兩倍以上,典型可見肝臟脂肪堆積、Mallory hyaline 與嗜中性白血球（neutrophils）浸潤,酗酒而言，女性似乎比男性更容易受到肝臟損傷,纖維化通常由 portal areas 開始，之後往 central vein 延伸,D,,肝膽胰病理學,韋又菁,在酒精性肝炎中，纖維化通常是從肝臟的中心靜脈區域（zone 3）開始，而不是從門靜脈區域開始。這是因為酒精對肝臟的損傷主要影響到肝臟的中心區域，導致纖維化的發展。因此，選項D的描述是不正確的，這一點在臨床診斷和治療中非常重要。
58,一位長期酗酒的65歲男性病人，某次肚子痛就醫，被診斷為急性胰臟炎，胰臟還有一個6公分大的囊狀病灶，該病灶是由發炎組織與肉芽組織構成，未見明顯epithelial lining cells，請問以下何者最有可能是該囊狀病灶的診斷？,serous cystic neoplasm,intraductal papillary mucinous neoplasm,pseudocyst,solid-pseudopapillary neoplasm,C,,肝膽胰病理學,韋又菁,在長期酗酒的患者中，胰臟囊腫通常是由於急性胰臟炎引起的假性囊腫（pseudocyst）。這種囊腫是由發炎組織和肉芽組織構成，並且缺乏明顯的上皮細胞層。假性囊腫的診斷對於治療策略的制定至關重要，因為它們可能需要手術干預或其他治療方法。
59,"一位70歲男性患有肝結節並接受了部分肝切除術，肝結節的病理切片結果如圖所示，請問""箭頭""所指的病理特徵為何者？",satellite nodule,perineural invasion,vascular invasion,Rokitansky-Aschoff sinuses,C,"左圖的trabecular pattern, 及深紫色的tumor cell 可判斷為HCC。右圖可以看到圓圈狀的portal vein ，lumen 內塞滿了HCC的tumor thrombus，(腫瘤吃進去血管內。)，故右圖是portal vein thrombosis 也就是vascular invasion。",病理學實驗：肝膽胰病理,韋又菁,本題涉及肝臟病理學，特別是肝細胞癌（HCC）及其對血管的侵犯。肝細胞癌是一種常見的肝臟惡性腫瘤，通常伴隨著血管侵犯的現象。題目中提到的'vascular invasion'指的是腫瘤細胞進入血管內，形成腫瘤血栓，這是HCC進展的一個重要指標。病理切片中可見的portal vein thrombosis顯示腫瘤細胞已經侵入門靜脈，這對於病人的預後有著重要的影響。了解這些病理特徵對於臨床診斷和治療方案的制定至關重要。
60,四張病理圖片，請問何者是”cholesterolosis”？,,,,,D,,病理學實驗：肝膽胰病理,韋又菁,Cholesterolosis是一種膽囊病變，通常與膽固醇沉積有關。這種病變在病理切片中可見到膽囊壁的脂肪沉積，通常表現為黃色斑點或斑塊。這種情況常見於肥胖、高脂血症或膽固醇代謝異常的患者。雖然cholesterolosis通常被認為是良性的，但它可能與膽囊疾病的風險增加有關，因此在臨床上需要進行適當的評估和管理。
61,一位 70 歲男性接受腹部病灶切除手術，其病灶的病理切片如圖所示，請問病理診斷是什麼？,Hepatocellular carcinoma,Chronic cholecystitis,Ductal adenocarcinoma,Cholangiocarcinoma,D,下圖右邊處可看到雜亂排列的gandular排列,病理學實驗：肝膽胰病理,韋又菁,本題涉及腹部病灶的病理診斷，特別是膽管癌（Cholangiocarcinoma）。這種癌症通常源於膽管的上皮細胞，並且在病理切片中可見到不規則的腺體排列。這種病變的診斷對於患者的治療計劃至關重要，因為膽管癌的預後通常較差，且需要根據腫瘤的分期和位置來制定相應的手術或化療方案。
62,以下哪些關於腹部影像的陳述，下列描述何者錯誤？,乙狀結腸是腹膜外間隙(extraperitoneal space)的器官,The middle hepatic vein將肝臟分為左、右肝葉,脾靜脈是在胰臟後方,在膽囊的右側是segment 5,A,乙狀結腸是腹膜內器官(Intraperitoneal organs),腹部影像解剖學,陳巧雲,本題考察腹部影像學的基本知識，特別是對於腹膜內外器官的分類。乙狀結腸實際上是腹膜內器官，而非腹膜外間隙的器官。這一點對於影像學診斷和手術規劃至關重要，因為腹膜內器官的病變可能會影響周圍結構的解剖關係。了解這些基本概念有助於醫療專業人員在臨床實踐中做出正確的判斷。
63,一般x光攝影（KUB 或 Plain Abdomen）可能可以診斷出以下哪種疾病？,Colitis 結腸炎,Perforated gastric ulcer 胃潰瘍穿孔,liver abscess 肝膿腫,Spleen rupture 脾破裂,B,若要從Ｘ光看消化道疾病，則此疾病必須和軟組織有強烈的對比，如不該出現氣體的地方有空氣 (如穿孔或任何原因造成的氣腹),腹部影像解剖學,陳巧雲,本題涉及X光影像學在診斷消化道疾病中的應用。胃潰瘍穿孔是一種急症，通常會在X光檢查中顯示出腹腔內的氣體，這是因為胃內容物進入腹腔造成的。這種情況需要立即的醫療干預。相對而言，其他選項如結腸炎、肝膿腫和脾破裂可能不會在X光中明顯顯示，特別是在早期階段。因此，了解X光影像學的特點和限制對於臨床診斷至關重要。
64,關於胃潰瘍(gastric ulcer)，下列描述何者正確？,Carman-Kirklin Complex 診斷為良性潰瘍,Hampton’s line 診斷為惡性潰瘍,Ulcer size可作為良惡性潰瘍的依據,Project line beyond the gastric wall 診斷為良性潰瘍,D,(A) Carman-Kirklin Complex 惡性 (B) Hampton’s line 良性 (D) 正確 (C)評估ulcer藉由shape、base、margin，沒有大小,消化系統影像學：胃腸系統疾病診斷,陳巧雲,本題探討胃潰瘍的診斷標準，特別是影像學特徵。選項D提到的'Project line beyond the gastric wall'是診斷良性潰瘍的一個指標，因為良性潰瘍通常不會侵入周圍組織。相對而言，Carman-Kirklin Complex和Hampton’s line則分別與惡性潰瘍和良性潰瘍的診斷相關。了解這些影像學特徵對於區分良惡性潰瘍至關重要，並且在臨床上能夠幫助醫生制定適當的治療計劃。
65,關於克隆氏症(Crohn's disease)，下列敘述何者為正確？,It is a chronic granulomatous inflammatory disease with a tendency toward remission and relapse,"The small intestine is involved in 80% of cases, most commonly at the terminal ileum",Malignant change is common,"It can affect any part of the GI tract, often involving multiple discontinuous sites",C,,消化系統影像學：胃腸系統疾病診斷,陳巧雲,克隆氏症是一種慢性炎症性腸病，通常影響消化道的任何部分，並且常見於末端迴腸。雖然克隆氏症的主要特徵是慢性炎症和潰瘍，但其惡性變化並不常見。選項C提到的'Malignant change is common'並不正確，因為克隆氏症的患者雖然有較高的腸道癌風險，但並不是所有患者都會發展為惡性腫瘤。了解克隆氏症的病理生理學對於臨床管理和患者教育至關重要。
66,下列關於脂肪肝(fatty liver)敘述何者為錯誤？,酒精性脂肪性與非酒精性脂肪肝肝臟組織學切片類似,非酒精性脂肪肝“nonalcoholic fatty liver disease”與肥胖，糖尿病或高脂血症相關的特徵為特徵,Metabolic (dysfunction)-associated fatty liver disease (MAFLD)需排除B肝C肝,脂肪性肝炎肝臟組織學可能顯示肝細胞氣球樣變性(ballooning degeneration)，輕度瀰漫性小葉混合急性和慢性炎症(diffuse lobular mixed acute and chronic inflammation),C,,非病毒性肝炎,戴嘉言,脂肪肝是一種常見的肝臟疾病，分為酒精性和非酒精性脂肪肝。選項C提到的'Metabolic (dysfunction)-associated fatty liver disease (MAFLD)需排除B肝C肝'是錯誤的，因為MAFLD的診斷並不需要排除B型或C型肝炎。MAFLD主要與代謝綜合症有關，並且在臨床上需要進行全面的評估以確定病因。了解脂肪肝的不同類型及其病理特徵對於臨床診斷和治療至關重要。
67,下列敘述何者為錯誤？,非酒精性脂肪性肝炎“nonalcoholic steatohepatitis”與肥胖，糖尿病，高脂血症和胰島素抵抗等有關，特徵主要是大液滴（微泡）脂肪變性,自體免疫肝炎“Autoimmune Hepatitis“發生在男性較多，目前治療的準則為使用皮質類固醇(glucocorticoid)與免疫抑制劑(immunosuppressive agent),ɑ1抗胰蛋白酶缺乏(Antitrypsin Deficiency)與M/S/Z等位基因alleles（染色體Chromosome 14）有關，Wilson氏症表現為肝實質銅含量增加和24小時尿銅排泄增加，可能有Kayser-Fleischer環,青銅色糖尿病(Bronze diabetes) 包括肝硬化，糖尿病和皮膚色素沉著(skin pigmentation)的典型三聯徵(Classic triad)是Hemochromatosis的特徵性表現,B,自體免疫肝炎“Autoimmune Hepatitis“發生在女性較多,非病毒性肝炎,戴嘉言,自體免疫肝炎是一種由免疫系統攻擊肝臟的疾病，通常在女性中更為常見。這種疾病的特徵是肝臟的炎症和損傷，可能導致肝功能不全。治療通常包括使用皮質類固醇和免疫抑制劑，以減少免疫系統的過度反應。選項B的敘述錯誤，因為自體免疫肝炎的發病率在女性中較高，而非男性。這一點在臨床實踐中非常重要，因為性別差異可能影響診斷和治療策略。
68,胰臟癌的腫瘤分布位置如下圖，有關治療之敘述，下列何者正確？,病人應該接受全胰臟切除,病人應該接受胰頭十二指腸切除術,若評估可行，病人應先接受化學治療,病人應該接受最新的標靶及免疫治療,C,若評估可行，病人應先接受化學治療,胰臟腫瘤及傷害,郭功楷,胰臟癌的治療通常取決於腫瘤的分期和位置。當腫瘤與主要血管相互重疊時，手術切除的風險會增加，因此在某些情況下，化學治療可能是首選的初步治療方法。這樣可以縮小腫瘤，並評估是否有可能進行手術。選項C的正確性在於它反映了當前胰臟癌治療的趨勢，即在手術前進行化療以提高切除的成功率。
69,"胰腺導管內乳頭狀黏液性腫瘤(intraductal papillary mucinous neoplasm, IPMN)的評估和處理方法；下列何者不正確？",IPMN會產生黏液，這種黏液會形成胰腺囊腫。,"主胰管(main duct, MD)發生惡性腫瘤的風險較高。","常需要通過超音波內視鏡引導下細針抽吸活檢(endoscopic ultrasound with fine-needle aspiration, EUS-FNA)進一步評估是否具惡性特徵。",若有阻塞性黃疸，囊泡內壁有(>1cm)顯影性結節產生，應建議置放支架及化療後，進一步手術切除為佳。,D,根據福岡共識(Fukuoka Consensus)，IPMN出現High-risk stigmata的特徵時建議切除。,胰臟腫瘤及傷害,郭功楷,胰腺導管內乳頭狀黏液性腫瘤（IPMN）是一種胰腺腫瘤，具有潛在的惡性變化。根據福岡共識，當IPMN出現高風險特徵時，如阻塞性黃疸或囊泡內壁有顯影性結節，建議進行手術切除。選項D的敘述不正確，因為在這種情況下，應優先考慮手術而非化療。這一點在臨床上非常重要，因為及早手術可以提高患者的生存率。
70,兩歲女童被帶來急診就醫，雙親主訴從今天早上開始陣發性的哭鬧及腹部絞痛 (intermittent crying with paroxysmal abdominal pain)，間隔大約10到15分鐘。你的臨床診斷最可能是下列哪一種疾病？,Meckel diverticulum (梅克爾憩室),midgut volvulus (腸扭結),intussusception (腸套疊),duodenal ulcer (十二指腸潰瘍),C,看到陣發性疼痛，想都不用想就是腸套疊。,兒童消化疾病,施相宏,腸套疊是一種常見於兒童的急腹症，特別是年幼的孩子。臨床上，腸套疊通常表現為陣發性的腹痛，伴隨著哭鬧和可能的嘔吐。這種情況需要迅速診斷和處理，因為如果不及時治療，可能會導致腸道缺血和壞死。選項C的正確性在於其典型的臨床表現，這使得腸套疊成為最可能的診斷。
71,出生四週的第一胎男嬰出現越來越頻繁的噴射狀嘔吐 (projectile vomiting) 已經持續數日，並無發燒或腹瀉現象。媽媽描述他吐完還是很餓，胃口並沒有下降。身體檢查可以在上腹部位觸摸到橄欖大小的腫塊，此病人的診斷何者正確？,reflux esophagitis (逆流性食道炎),salmonella enterocolitis (沙門氏桿菌腸炎),intestinal atresia (小腸閉鎖),infantile hypertrophic pyloric stenosis (嬰兒肥厚性幽門狹窄),D,看到嬰兒出現噴射狀嘔吐 (projectile vomiting)且身體檢查可以在上腹部位觸摸到橄欖大小的腫塊，有很大機會是嬰兒肥厚性幽門狹窄。,兒童消化疾病,施相宏,嬰兒肥厚性幽門狹窄是一種常見的嬰兒期疾病，通常在出生後幾週內出現。其特徵包括噴射狀嘔吐和在上腹部觸摸到的橄欖狀腫塊。這種情況需要及時診斷和手術治療，以防止脫水和電解質失衡。選項D的正確性在於其典型的臨床表現，這使得嬰兒肥厚性幽門狹窄成為最可能的診斷。
72,三歲幼童因為突發性高燒，合併出現持續非膽汁性嘔吐以及水樣腹瀉，活動力減退且食慾不振而就醫。請問下列評估與處置何者最不適當？,可能是急性胃腸炎，病史應詢問嬰兒時期有無接種口服輪狀病毒 (rota virus) 疫苗,因胃炎時進食耐受性差，必須禁食至少三天才可逐步恢復清淡飲食,諾羅病毒 (norovirus）也是常見群聚性食物中毒的病因,"若出現脫水病況，可以補充口服電解質補充液（oral rehydration solution, ORS)，其成分中葡萄糖濃度約為2%，可協助腸道水分與電解質再吸收，過高濃度則會增加腹瀉",B,關於急性腹瀉，應矯正脫水並及早恢復進食，而非禁食至少三天。,兒童消化疾病,施相宏,在急性胃腸炎的情況下，及時補充水分和電解質是至關重要的。禁食過久會導致營養不良和進一步的脫水，因此應鼓勵患者逐步恢復進食。選項B的建議不適當，因為應該在確保水分補充的同時，儘早恢復清淡飲食，以促進康復。
73,腸道閉鎖(biliary atresia)是兒童肝臟移植的主要原因，以下敘述何者錯誤？,病因不明，通常發病在出生三至五天後，即出現全身嚴重黃疸，必須立刻進行加強照光治療(phototherapy)或換血(exchange transfusion),嬰兒於出生二週後仍有黃疸，稱為延長性黃疸(prolonged jaundice)，須比對健康手冊之嬰兒大便顏色卡(infant stool color card)，淡黃或是灰白色糞便可能代表膽汁無法排出至腸道,抽血生化檢驗是以直接型黃疸(direct-type hyperbilirubinemia)為特徵,葛西氏手術(Kasai operation)建議在出生60天內進行手術，成功率較高。若是超過三至四個月大，可能已經併發肝硬化，將來需要肝臟移植的機會高,A,並因爲乾外膽道不明原因發炎造成纖維化，疾病早期就要做葛西氏手術,兒童消化疾病,施相宏,腸道閉鎖是一種嚴重的疾病，通常在出生後幾天內出現黃疸。選項A的敘述錯誤，因為腸道閉鎖的病因通常與膽道的發育異常有關，而非單純的病因不明。及早進行葛西氏手術對於改善預後至關重要，因為延遲手術可能導致肝硬化和需要肝臟移植的風險增加。
